0,1
4041,"(30.364389, -97.73935)"
1764,"(30.192997, -97.778594)"
5883,"(30.542008, -97.816336)"
174,"(30.43806, -97.654831)"
2336,"(30.188385, -97.89214)"
385,"(30.277326, -97.734167)"
2052,"(30.012584, -97.860204)"
5308,"(30.566163, -97.667499)"
2277,"(30.357365, -97.978713)"
1209,"(30.405153, -97.499596)"
6687,"(30.176707, -97.617035)"
5735,"(30.573109, -97.412236)"
462,"(30.257482, -97.807261)"
6785,"(30.192119, -98.087341)"
4754,"(30.480587, -97.832681)"
5400,"(30.496873, -97.613129)"
1113,"(30.530257, -98.103332)"
4301,"(30.333332, -97.705551)"
169,"(30.442063, -97.755978)"
2885,"(30.23855, -97.719287)"
6736,"(30.656012, -97.720317)"
1441,"(29.818343, -97.996504)"
1085,"(30.217666, -97.479311)"
143,"(30.500887, -97.678514)"
4820,"(30.726002, -97.875969)"
4192,"(30.309821, -97.666935)"
5084,"(30.41504, -97.688076)"
2306,"(30.213668, -97.830107)"
1341,"(29.985071, -98.089903)"
2091,"(30.087256, -97.830648)"
1083,"(30.171221, -97.519633)"
24,"(30.351794, -97.845706)"
3083,"(30.227403, -97.755667)"
5494,"(30.79354, -97.6039)"
1047,"(30.536438, -97.857691)"
1088,"(30.351976, -97.39802)"
4890,"(30.520135, -97.544642)"
2435,"(30.185486, -97.802486)"
4645,"(30.474005, -97.974251)"
1771,"(30.154302, -97.735082)"
6660,"(30.481878, -97.790151)"
4846,"(30.543863, -97.760202)"
3405,"(30.254057, -97.681349)"
250,"(30.354451, -97.69626)"
1103,"(29.9607, -97.773983)"
329,"(30.314075, -97.73437)"
2681,"(30.392014, -97.838754)"
2354,"(30.242347, -97.878275)"
3941,"(30.400563, -97.746366)"
2248,"(30.194559, -98.029824)"
452,"(30.254583, -97.756802)"
1365,"(30.179424, -98.191269)"
5428,"(30.574626, -97.587728)"
2281,"(30.304819, -97.935671)"
8,"(30.434403, -98.083907)"
5023,"(30.481788, -97.740518)"
6089,"(30.027541, -97.68765)"
1115,"(30.709085, -98.002919)"
6987,"(30.442032, -97.575847)"
578,"(30.113558, -97.857472)"
690,"(30.123464, -98.013422)"
716,"(29.886506, -97.942882)"
5634,"(30.670731, -97.27318)"
114,"(30.540723, -97.693987)"
2759,"(30.279888, -97.758443)"
1049,"(30.740886, -97.717294)"
2545,"(30.230386, -97.793822)"
3596,"(30.389892, -97.716913)"
5903,"(30.60608, -97.859094)"
886,"(30.539989, -97.216877)"
4167,"(30.313317, -97.706836)"
5038,"(30.440216, -97.697764)"
5601,"(30.221099, -97.488372)"
6412,"(30.659281, -97.657317)"
940,"(30.756782, -97.762274)"
1088,"(30.351976, -97.39802)"
6166,"(30.390736, -97.672808)"
7015,"(30.792845, -97.426208)"
2876,"(30.259778, -97.709095)"
303,"(30.28759, -97.640662)"
20,"(30.382464, -97.926677)"
4523,"(30.352404, -97.615769)"
750,"(30.0445, -98.141486)"
2427,"(30.166939, -97.787129)"
2321,"(30.204062, -97.858604)"
3935,"(30.374388, -97.755373)"
3445,"(30.219997, -97.706785)"
4818,"(30.688541, -97.936631)"
1105,"(30.102202, -97.609481)"
4503,"(30.340873, -97.557365)"
46,"(30.287223, -97.86426)"
7028,"(30.207641, -97.974465)"
2937,"(30.180834, -97.750023)"
3392,"(30.174147, -97.673885)"
6674,"(30.345116, -97.670297)"
3675,"(30.302838, -97.763842)"
4889,"(30.542054, -97.55004)"
47,"(30.513457, -97.665825)"
4742,"(30.504523, -97.819604)"
4764,"(30.532673, -97.835079)"
6523,"(30.176636, -97.529042)"
5406,"(30.491332, -97.645052)"
1090,"(30.42561, -97.259456)"
5403,"(30.531572, -97.61362)"
2867,"(30.214518, -97.735299)"
4485,"(30.247968, -97.579125)"
4796,"(30.564475, -97.864139)"
34,"(30.30131, -97.832125)"
2751,"(30.104783, -97.628491)"
1101,"(30.0113, -97.687029)"
2066,"(29.993819, -97.813678)"
2779,"(30.276069, -97.743195)"
6307,"(30.275811, -97.667803)"
6196,"(30.348712, -97.798305)"
1369,"(30.272555, -98.179416)"
1113,"(30.530257, -98.103332)"
3787,"(30.292882, -97.719951)"
1999,"(29.93194, -97.88714)"
7353,"(30.363207, -98.037949)"
5361,"(30.616411, -97.669379)"
3018,"(30.252084, -97.748325)"
1116,"(30.840504, -97.903407)"
5389,"(30.445824, -97.607502)"
4683,"(30.446941, -97.800091)"
1100,"(29.930219, -97.813404)"
5187,"(30.47825, -97.684995)"
5124,"(30.436285, -97.670095)"
4633,"(30.477924, -97.901209)"
5206,"(30.512397, -97.701599)"
6073,"(30.058237, -97.690933)"
2376,"(30.23514, -97.854813)"
1708,"(30.149554, -97.832825)"
5834,"(30.717641, -97.442871)"
3760,"(30.332243, -97.758571)"
111,"(30.518674, -97.768768)"
1694,"(30.147484, -97.983461)"
2123,"(30.095573, -97.891498)"
7295,"(30.302643, -97.737777)"
1121,"(30.416801, -97.846884)"
624,"(30.39936, -97.440864)"
4241,"(30.323602, -97.693305)"
7350,"(30.366422, -97.894353)"
6232,"(30.44204, -97.741509)"
642,"(30.70538, -97.717715)"
4069,"(30.368429, -97.717663)"
1248,"(30.291368, -98.034598)"
2549,"(30.231462, -97.804014)"
3245,"(30.263117, -97.744226)"
1090,"(30.42561, -97.259456)"
4177,"(30.2857, -97.682225)"
2459,"(30.209203, -97.784479)"
473,"(30.23169, -97.771333)"
5466,"(30.640243, -97.57331)"
1113,"(30.530257, -98.103332)"
1802,"(30.14862, -97.807197)"
943,"(30.84407, -97.797976)"
1114,"(30.659689, -98.030267)"
7351,"(30.257357, -97.913636)"
2661,"(30.281367, -97.808305)"
4781,"(30.568872, -97.848488)"
675,"(30.019846, -98.0279)"
2039,"(29.973956, -97.874605)"
699,"(30.188322, -97.952201)"
1776,"(30.244055, -97.781187)"
4620,"(30.439764, -97.778785)"
6253,"(30.496395, -97.773523)"
1732,"(30.26533, -97.782286)"
6847,"(30.497565, -97.58238)"
1070,"(30.52396, -97.791741)"
1300,"(30.157746, -98.131657)"
57,"(30.247459, -97.825581)"
2081,"(30.057411, -97.859417)"
4054,"(30.349569, -97.722736)"
2865,"(30.209953, -97.74713)"
1085,"(30.217666, -97.479311)"
5514,"(30.695982, -97.686799)"
224,"(30.373993, -97.650303)"
1785,"(30.145534, -97.673128)"
656,"(30.454708, -97.409402)"
5134,"(30.451777, -97.664785)"
5814,"(30.591588, -97.296832)"
5691,"(30.520432, -97.473424)"
6617,"(30.070519, -97.718386)"
6722,"(30.571081, -97.794312)"
6619,"(30.261997, -97.726727)"
871,"(30.685782, -97.776485)"
4377,"(30.381612, -97.686121)"
74,"(30.210384, -97.884729)"
5750,"(30.586405, -97.432594)"
6579,"(30.179085, -97.840814)"
1751,"(30.137567, -97.584342)"
4096,"(30.398481, -97.732269)"
229,"(30.369183, -97.77245)"
3399,"(30.206832, -97.662192)"
3803,"(30.289464, -97.737805)"
5121,"(30.421066, -97.670517)"
5442,"(30.551521, -97.614101)"
5168,"(30.52873, -97.687891)"
7453,"(30.468915, -97.642391)"
3892,"(30.330649, -97.731279)"
2854,"(30.203097, -97.712016)"
773,"(29.850705, -97.913015)"
1085,"(30.217666, -97.479311)"
3988,"(30.349819, -97.750094)"
4638,"(30.529622, -97.844844)"
1113,"(30.530257, -98.103332)"
3599,"(30.337118, -97.682889)"
3621,"(30.305592, -97.743859)"
5068,"(30.415192, -97.705608)"
112,"(30.527329, -97.737027)"
890,"(30.460507, -97.1884)"
2397,"(30.199803, -97.80716)"
5563,"(30.769181, -97.628247)"
3481,"(30.272223, -97.704477)"
6481,"(30.351058, -97.44826)"
583,"(30.044241, -97.823901)"
1086,"(30.32676, -97.419806)"
3215,"(30.237483, -97.739947)"
7013,"(30.513149, -97.864687)"
2109,"(30.02744, -97.88916)"
6701,"(30.327907, -97.926668)"
6866,"(30.478894, -97.605691)"
4788,"(30.643704, -97.871143)"
3955,"(30.37521, -97.739435)"
1790,"(30.293797, -97.783106)"
3894,"(30.323466, -97.723982)"
4723,"(30.462731, -97.794735)"
2276,"(30.334263, -97.968559)"
7352,"(30.43402, -97.896425)"
617,"(30.297379, -97.511156)"
1157,"(30.411092, -97.768154)"
4,"(30.531993, -97.967226)"
5861,"(30.500392, -97.806078)"
1242,"(30.1098, -98.068304)"
5449,"(30.547028, -97.630406)"
3454,"(30.235846, -97.686276)"
53,"(30.196482, -97.909655)"
763,"(30.277913, -98.137608)"
2010,"(29.991005, -97.87655)"
875,"(30.627732, -97.68395)"
6838,"(30.538146, -97.57641)"
1115,"(30.709085, -98.002919)"
3487,"(30.252294, -97.696181)"
1151,"(30.406921, -98.058975)"
2678,"(30.377974, -97.796726)"
1839,"(29.956176, -97.969228)"
8,"(30.434403, -98.083907)"
2357,"(30.244091, -97.863216)"
4648,"(30.453639, -97.986889)"
7218,"(30.704594, -97.852185)"
2247,"(30.178509, -98.002331)"
1083,"(30.171221, -97.519633)"
6584,"(30.513947, -97.71653)"
4759,"(30.516557, -97.827138)"
6630,"(30.207815, -97.869116)"
2731,"(30.100934, -97.727371)"
2499,"(30.231272, -97.826983)"
1714,"(30.149231, -97.79128)"
6738,"(30.614046, -97.702439)"
6172,"(30.563268, -97.692015)"
4848,"(30.412924, -97.651448)"
1114,"(30.659689, -98.030267)"
492,"(30.213479, -97.762511)"
1068,"(30.628699, -97.811)"
6850,"(30.483934, -97.584312)"
4229,"(30.306633, -97.704863)"
592,"(30.34613, -97.703574)"
178,"(30.440343, -97.825646)"
1090,"(30.42561, -97.259456)"
1083,"(30.171221, -97.519633)"
1103,"(29.9607, -97.773983)"
4313,"(30.313183, -97.690581)"
2617,"(30.316056, -97.872294)"
3158,"(30.270135, -97.75433)"
4913,"(30.477196, -97.67227)"
1406,"(30.205647, -98.128349)"
753,"(30.019708, -98.232533)"
154,"(30.469152, -97.769391)"
101,"(30.164297, -97.854535)"
1084,"(30.136738, -97.560852)"
1184,"(30.407188, -97.541096)"
1116,"(30.840504, -97.903407)"
5159,"(30.510871, -97.67944)"
4102,"(30.385977, -97.728418)"
50,"(30.279555, -97.836009)"
2682,"(30.359284, -97.79047)"
569,"(30.560541, -97.747161)"
4601,"(30.659603, -97.538345)"
5687,"(30.440519, -97.502735)"
5892,"(30.559925, -97.823463)"
4792,"(30.573004, -97.882665)"
6712,"(30.09504, -97.922736)"
1328,"(30.099451, -98.18839)"
158,"(30.453786, -97.671883)"
1104,"(30.030532, -97.672595)"
631,"(30.51116, -97.432012)"
4870,"(30.536342, -97.651289)"
2823,"(30.333212, -97.652719)"
7183,"(30.473843, -97.335899)"
5537,"(30.737231, -97.597092)"
6502,"(30.158663, -97.643716)"
5375,"(30.419243, -97.578894)"
433,"(30.273914, -97.80577)"
7240,"(30.476696, -97.800695)"
2209,"(30.234304, -97.910849)"
740,"(29.85407, -97.978959)"
757,"(30.02551, -98.111827)"
4959,"(30.424096, -97.748686)"
3290,"(30.24774, -97.735529)"
6516,"(30.18602, -97.556569)"
298,"(30.300761, -97.67833)"
3593,"(30.380427, -97.715741)"
2471,"(30.218583, -97.806739)"
3440,"(30.218542, -97.691138)"
5583,"(30.828043, -97.603747)"
5009,"(30.505347, -97.737881)"
2150,"(30.07068, -97.828798)"
1233,"(30.405328, -97.66238)"
1421,"(30.249399, -98.058146)"
5339,"(30.646289, -97.680912)"
2414,"(30.195122, -97.842094)"
685,"(30.177624, -98.067552)"
6749,"(30.34917, -97.523849)"
1113,"(30.530257, -98.103332)"
4631,"(30.572379, -97.907746)"
2954,"(30.200477, -97.762512)"
1202,"(30.753481, -97.522255)"
6438,"(30.018687, -97.714631)"
3017,"(30.243417, -97.763581)"
7161,"(30.641278, -97.366213)"
1113,"(30.530257, -98.103332)"
1922,"(29.891351, -97.913416)"
2769,"(30.280604, -97.713907)"
2076,"(30.035577, -97.844714)"
535,"(30.182246, -97.830203)"
244,"(30.335824, -97.616902)"
3806,"(30.283576, -97.741624)"
5261,"(30.495965, -97.656027)"
1090,"(30.42561, -97.259456)"
1939,"(30.059516, -97.989525)"
5609,"(30.306721, -97.453975)"
81,"(30.225853, -97.862221)"
6706,"(30.342613, -97.967036)"
7065,"(30.64746, -97.944869)"
7051,"(30.842139, -97.885558)"
5037,"(30.440922, -97.68752)"
7109,"(30.532414, -97.807631)"
2089,"(30.081515, -97.842408)"
4684,"(30.461285, -97.815652)"
5405,"(30.508417, -97.625453)"
481,"(30.218675, -97.746881)"
2214,"(30.307834, -97.892772)"
1084,"(30.136738, -97.560852)"
4669,"(30.484195, -97.852776)"
4385,"(30.375187, -97.672028)"
4595,"(30.682861, -97.717634)"
1967,"(29.944065, -97.798207)"
3977,"(30.357226, -97.761172)"
7054,"(30.75532, -97.807921)"
812,"(30.103692, -97.899298)"
4359,"(30.335411, -97.66908)"
7346,"(30.397364, -97.929315)"
5660,"(30.57401, -97.38435)"
939,"(30.717388, -97.745749)"
3184,"(30.227057, -97.727271)"
5623,"(30.321102, -97.430977)"
5480,"(30.717057, -97.647564)"
7257,"(30.564129, -97.542984)"
1114,"(30.659689, -98.030267)"
6010,"(30.227688, -97.617394)"
514,"(30.209973, -97.775986)"
2353,"(30.25574, -97.890434)"
2969,"(30.18971, -97.769175)"
5391,"(30.426332, -97.636435)"
3314,"(30.269638, -97.73793)"
3138,"(30.248227, -97.769715)"
3908,"(30.323194, -97.741321)"
7030,"(30.475562, -97.649801)"
6758,"(30.112507, -97.803083)"
6970,"(30.356704, -97.995169)"
5472,"(30.808492, -97.646445)"
6825,"(30.62001, -97.611453)"
40,"(30.384802, -97.744053)"
5740,"(30.567551, -97.435614)"
1084,"(30.136738, -97.560852)"
6570,"(30.307674, -97.643279)"
2440,"(30.19698, -97.787501)"
3793,"(30.285269, -97.73366)"
351,"(30.285307, -97.701787)"
55,"(30.260857, -97.851746)"
2736,"(30.106732, -97.674058)"
755,"(30.1139, -98.246902)"
3430,"(30.234225, -97.703568)"
4448,"(30.400335, -97.702582)"
655,"(30.417908, -97.324987)"
211,"(30.271191, -97.642884)"
7450,"(30.552871, -97.518413)"
6434,"(30.197576, -97.691615)"
451,"(30.258468, -97.76513)"
4874,"(30.572768, -97.649867)"
5104,"(30.449126, -97.694809)"
7334,"(30.445402, -98.098789)"
748,"(30.220277, -98.100548)"
2242,"(30.217079, -97.962868)"
2309,"(30.215206, -97.797393)"
7363,"(30.382586, -97.850854)"
818,"(30.005026, -97.844911)"
1425,"(30.393322, -98.067956)"
4629,"(30.511005, -97.911433)"
116,"(30.550837, -97.664092)"
1788,"(30.283155, -97.776483)"
6963,"(30.367302, -97.981346)"
2883,"(30.172286, -97.721729)"
2420,"(30.172226, -97.799273)"
5757,"(30.557868, -97.407969)"
3597,"(30.40504, -97.716)"
4933,"(30.448854, -97.725605)"
920,"(29.846154, -97.898921)"
3053,"(30.26867, -97.745963)"
79,"(30.232836, -97.839501)"
5838,"(30.698258, -97.330846)"
6451,"(30.345771, -97.569036)"
4801,"(30.568503, -97.801464)"
556,"(30.061879, -97.67384)"
9,"(30.488843, -98.053644)"
4398,"(30.361855, -97.709533)"
7000,"(30.737999, -97.936347)"
666,"(29.896453, -98.064179)"
1114,"(30.659689, -98.030267)"
1048,"(30.465145, -97.829934)"
7184,"(30.425578, -97.381898)"
4739,"(30.446597, -97.7889)"
768,"(30.185976, -98.229548)"
4637,"(30.545899, -97.793087)"
1082,"(30.747149, -97.300292)"
2285,"(30.391435, -97.937119)"
6587,"(30.218705, -97.838738)"
467,"(30.236384, -97.787768)"
3231,"(30.213466, -97.719567)"
5198,"(30.518073, -97.689224)"
2976,"(30.191947, -97.748455)"
6222,"(30.424195, -97.71355)"
7028,"(30.207641, -97.974465)"
105,"(30.589421, -97.756155)"
2213,"(30.307708, -97.927441)"
2918,"(30.177514, -97.769536)"
1038,"(30.713284, -97.917453)"
4582,"(30.7129, -97.797916)"
1100,"(29.930219, -97.813404)"
4477,"(30.402029, -97.673979)"
3942,"(30.359421, -97.745953)"
6648,"(30.467055, -97.843518)"
5705,"(30.652886, -97.442878)"
4175,"(30.323653, -97.681146)"
2841,"(30.337559, -97.719007)"
1086,"(30.32676, -97.419806)"
4533,"(30.394418, -97.644066)"
6361,"(30.402435, -97.657118)"
119,"(30.500992, -97.793977)"
5418,"(30.454382, -97.556463)"
2637,"(30.313248, -97.79433)"
140,"(30.499365, -97.699917)"
1306,"(29.981565, -98.147097)"
4886,"(30.539912, -97.562729)"
803,"(30.012564, -97.752352)"
3575,"(30.341332, -97.691756)"
401,"(30.261466, -97.586183)"
3238,"(30.240026, -97.726834)"
4648,"(30.453639, -97.986889)"
7211,"(30.811356, -97.873774)"
6510,"(30.203708, -97.640833)"
542,"(30.160598, -97.815586)"
7320,"(30.136381, -97.598501)"
817,"(29.993338, -97.863652)"
1298,"(30.129515, -98.173062)"
6635,"(30.214616, -97.875712)"
3774,"(30.302292, -97.727172)"
6967,"(30.338124, -98.145034)"
2578,"(30.270391, -97.791447)"
4437,"(30.355249, -97.683366)"
6576,"(30.147911, -97.767159)"
6503,"(30.370507, -97.613023)"
6581,"(30.530997, -97.72323)"
3612,"(30.288042, -97.747504)"
340,"(30.306907, -97.770739)"
5922,"(30.67912, -97.65132)"
6773,"(30.078558, -97.699499)"
7373,"(29.897971, -97.87454)"
658,"(30.548378, -97.339944)"
3097,"(30.223715, -97.76601)"
1101,"(30.0113, -97.687029)"
86,"(30.206238, -97.845563)"
895,"(29.870864, -97.934639)"
6654,"(30.503411, -97.752276)"
4559,"(30.667956, -97.911038)"
1963,"(29.955021, -97.83949)"
6234,"(30.455964, -97.752718)"
2606,"(30.289039, -97.86919)"
431,"(30.28751, -97.822447)"
3912,"(30.338302, -97.738981)"
1254,"(29.886653, -97.962478)"
4031,"(30.350382, -97.734128)"
2080,"(30.085233, -97.874376)"
2802,"(30.275847, -97.688679)"
4979,"(30.433175, -97.766563)"
4654,"(30.420247, -97.845343)"
4661,"(30.514122, -97.851342)"
1818,"(29.990932, -97.892708)"
1820,"(30.011987, -97.891282)"
1093,"(30.609838, -97.218848)"
28,"(30.343668, -97.905759)"
2274,"(30.315871, -97.97799)"
6691,"(30.042234, -97.790697)"
388,"(30.281401, -97.723909)"
1379,"(30.256065, -98.154836)"
302,"(30.305169, -97.6301)"
2153,"(30.065182, -97.821221)"
7442,"(30.274627, -97.817871)"
5383,"(30.442935, -97.627894)"
1423,"(30.299922, -98.088865)"
182,"(30.430965, -97.790268)"
3368,"(30.256435, -97.720152)"
5950,"(30.518205, -97.652769)"
545,"(30.123992, -97.702255)"
400,"(30.275689, -97.620276)"
1362,"(30.058932, -98.080648)"
4408,"(30.364583, -97.695756)"
5056,"(30.427284, -97.700957)"
4939,"(30.498858, -97.721344)"
1114,"(30.659689, -98.030267)"
1707,"(30.145025, -97.852244)"
2287,"(30.183334, -97.849577)"
2680,"(30.387687, -97.824323)"
4675,"(30.511701, -97.88545)"
729,"(30.207493, -98.032242)"
1113,"(30.530257, -98.103332)"
5155,"(30.505731, -97.68583)"
603,"(30.199903, -97.523203)"
4197,"(30.308384, -97.652307)"
4018,"(30.361714, -97.729101)"
1085,"(30.217666, -97.479311)"
732,"(30.06917, -98.022446)"
6164,"(30.335769, -97.694327)"
4644,"(30.481116, -97.976926)"
655,"(30.417908, -97.324987)"
46,"(30.287223, -97.86426)"
