id,lat,long
1,30.550045,-97.861763
2,30.595955,-97.873341
3,30.537706,-97.842574
4,30.531993,-97.967226
5,30.49655,-97.901257
6,30.460701,-97.882086
7,30.498174,-97.82787900000001
8,30.434403000000003,-98.083907
9,30.488843,-98.05364399999999
10,30.405428999999998,-97.968645
11,30.367501,-98.056627
12,30.421566,-97.94199300000001
13,30.416288,-97.888347
14,30.449261,-97.839977
15,30.398674,-97.83899
16,30.33372,-98.07659100000001
17,30.320471,-97.972406
18,30.349621000000003,-98.009337
19,30.367501,-97.984566
20,30.382464000000002,-97.926677
21,30.351176000000002,-97.937276
22,30.373525,-97.86814
23,30.374973999999998,-97.834683
24,30.351794,-97.845706
25,30.221921999999996,-97.974997
26,30.292875,-97.964299
27,30.32358,-97.939978
28,30.343668,-97.905759
29,30.321831,-97.89921
30,30.653696999999998,-97.70524300000001
31,30.344763,-97.86994200000001
32,30.332143,-97.858595
33,30.318718,-97.841425
34,30.301309999999997,-97.832125
35,30.304378999999997,-97.91918199999999
36,30.298804999999998,-97.888816
37,30.352596999999996,-97.921387
38,30.308172999999996,-97.87155600000001
39,30.351189,-97.779089
40,30.384802,-97.74405300000001
41,30.288711,-97.833651
42,30.286234000000004,-97.902792
43,30.272365999999998,-98.013199
44,30.286428000000004,-97.879621
45,30.267169,-97.899068
46,30.287222999999997,-97.86426
47,30.513457,-97.665825
48,30.308846000000003,-97.703502
49,30.286457000000002,-97.843688
50,30.279555,-97.83600899999999
51,30.205053000000003,-97.932402
52,30.273341,-97.873192
53,30.196482,-97.909655
54,30.172804,-97.901713
55,30.260857,-97.85174599999999
56,30.259204999999998,-97.829376
57,30.247459000000003,-97.825581
58,30.235346000000003,-97.81939799999999
59,30.25396,-97.89528100000001
60,30.24144,-97.879541
61,30.246756,-97.872037
62,30.245081,-97.858211
63,30.240246999999997,-97.852166
64,30.267415999999997,-97.928478
65,30.237106,-97.93101
66,30.244016,-97.915824
67,30.249878999999996,-97.909155
68,30.238308,-97.89201800000001
69,30.244941999999998,-97.985156
70,30.250014,-97.943499
71,30.209143,-97.95455799999999
72,30.21593,-97.947086
73,30.221875,-97.905353
74,30.210384,-97.88472900000001
75,30.222138,-97.883969
76,30.222209999999997,-97.928999
77,30.230631,-97.858915
78,30.229226,-97.850001
