id,lat,long
2160,30.076801,-97.835362
5107,30.451349,-97.695766
347,30.293084,-97.731181
5658,30.586548,-97.380104
1553,29.867764,-97.961879
940,30.756782,-97.762274
1420,30.237465,-98.065915
6893,30.391138,-97.581299
5859,30.504891,-97.808937
5519,30.693886,-97.66954
2355,30.2569,-97.871023
517,30.19005,-97.752272
1011,30.550444,-97.586759
1202,30.753481,-97.522255
1316,29.999239,-98.101129
239,30.374479,-97.696226
7005,30.185978,-97.611815
6427,30.11511,-97.694428
4570,30.662809,-97.879073
6485,30.352275,-97.41145
2013,29.960048,-97.877361
3978,30.353906,-97.759903
145,30.505463,-97.648706
6300,30.285615,-97.665361
470,30.251311,-97.772077
6564,30.308097,-97.950019
1142,30.30344,-97.526112
5843,30.459642,-97.216268
5353,30.619526,-97.688513
4563,30.445967,-97.779272
755,30.1139,-98.246902
5692,30.484939,-97.479211
7353,30.363207,-98.037949
6398,30.161805,-97.860066
7119,30.816166,-97.622291
1942,30.131151,-98.015189
3502,30.220479,-97.673241
969,30.728051,-97.451663
5898,30.5779,-97.833488
5838,30.698258,-97.330846
2624,30.389427,-97.882163
4259,30.327962,-97.694146
2476,30.233651,-97.818327
1886,29.889904,-97.935206
749,30.158316,-98.110565
6081,30.035459,-97.689033
7051,30.842139,-97.885558
5467,30.639212,-97.542974
4590,30.844098,-97.784946
4592,30.539889,-97.779875
6332,30.348818,-97.628011
5784,30.476657,-97.335322
6763,30.113679,-97.782154
2242,30.217079,-97.962868
4079,30.391899,-97.746047
2639,30.305985,-97.782053
128,30.525447,-97.687699
5975,30.451919,-97.594529
1446,29.815446,-97.96404
5745,30.567724,-97.432797
3220,30.234338,-97.73909
7171,30.572039,-97.288903
746,30.212417,-98.172451
1697,29.963481,-97.777722
4615,30.668111,-97.583107
589,30.002999,-97.878479
4554,30.474461,-97.770869
4634,30.518785,-97.894821
1149,30.409589,-98.109364
335,30.312617,-97.819504
7067,30.654362,-98.016372
1934,30.044053,-97.964363
3475,30.253645,-97.702862
3304,30.268341,-97.740772
5080,30.420687,-97.704598
4823,30.703334,-97.827939
1310,30.08205,-98.171247
4510,30.349038,-97.538265
6478,30.350821,-97.473066
2422,30.173904,-97.798642
7395,29.9038,-97.893832
81,30.225853,-97.862221
401,30.261466,-97.586183
6734,30.734758,-97.638813
5681,30.474756,-97.425557
1175,30.4133,-97.673628
4644,30.481116,-97.976926
7269,30.072067,-97.73221
1214,30.417783,-97.521358
6923,30.340167,-97.589596
6094,30.541417,-97.849713
603,30.199903,-97.523203
3441,30.214845,-97.701764
4578,30.634317,-97.779071
7447,30.51025,-97.522808
954,30.633028,-97.636136
605,30.131976,-97.668147
1237,29.984562,-98.038465
777,29.832686,-97.918297
3533,30.346392,-97.71365
5251,30.480727,-97.672541
646,30.617408,-97.492335
2895,30.207615,-97.765238
4975,30.425138,-97.751199
5944,30.558836,-97.6411
5373,30.483182,-97.613394
2570,30.261715,-97.80888
758,30.067054,-98.102025
3646,30.317184,-97.745801
764,30.3165,-98.139466
5178,30.475276,-97.701299
1441,29.818343,-97.996504
2120,30.104231,-97.874942
7161,30.641278,-97.366213
2262,30.193069,-97.924096
1156,30.399573,-97.783123
1023,30.804915,-97.569578
989,30.631593,-97.319296
4652,30.473235,-97.846112
7257,30.564129,-97.542984
4557,30.664729,-97.922419
2882,30.172365,-97.700983
7000,30.737999,-97.936347
7077,30.62811,-97.852532
1828,30.014363,-97.812917
1293,30.194871,-98.049602
2117,30.022693,-97.854123
6547,30.507992,-97.774544
1386,30.179132,-98.230195
67,30.249879,-97.909155
2175,30.114252,-97.804835
6326,30.327193,-97.663498
7152,30.649131,-97.441135
5528,30.838704,-97.708974
1235,30.40409,-97.637802
507,30.21642,-97.7932
32,30.332143,-97.858595
1084,30.136738,-97.560852
7264,30.092301,-97.682491
3962,30.376586,-97.732738
1479,29.85096,-97.984969
4663,30.470209,-97.790016
4864,30.554615,-97.691839
6831,30.590226,-97.59319
2682,30.359284,-97.79047
1323,30.000072,-98.200099
7177,30.503991,-97.348564
4813,30.803422,-97.850393
1213,30.410031,-97.37493
1275,29.917247,-98.051817
2285,30.391435,-97.937119
2329,30.199346,-97.867275
6929,30.287756,-97.574522
798,29.868781,-97.942805
5504,30.700789,-97.739677
1418,30.189304,-98.099051
4225,30.282635,-97.701336
428,30.258971,-97.683975
2987,30.166247,-97.736779
4163,30.307677,-97.711512
1961,29.942311,-97.82705
2611,30.394252,-97.845181
7179,30.4626,-97.270295
5368,30.651745,-97.677266
121,30.506262,-97.733466
3796,30.287673,-97.742861
2651,30.284166,-97.83342
1379,30.256065,-98.154836
5564,30.768228,-97.627666
5610,30.30059,-97.491576
971,30.570439,-97.411401
2786,30.279502,-97.729157
5872,30.52695,-97.816116
6168,30.441739,-97.667405
9,30.488843,-98.053644
4801,30.568503,-97.801464
553,30.099935,-97.644403
792,29.947011,-97.918627
5926,30.67432,-97.648284
2405,30.18864,-97.828925
1091,30.529067,-97.185122
5420,30.501635,-97.580851
7154,30.673606,-97.282918
4442,30.35481,-97.682544
6029,30.167774,-97.628837
7134,30.799024,-97.452087
7145,30.716348,-97.486394
2714,30.032842,-97.767823
5583,30.828043,-97.603747
7172,30.605108,-97.236646
1360,30.058309,-98.049009
1211,30.415024,-97.460113
1766,30.188994,-97.77993
661,30.544213,-97.502359
5167,30.518864,-97.676235
1267,29.887678,-97.917035
5418,30.454382,-97.556463
2,30.595955,-97.873341
2255,30.231634,-97.999975
1201,30.813891,-97.514762
6003,30.259098,-97.613629
3177,30.215239,-97.734904
2278,30.354141,-97.96117
577,30.130563,-97.947983
3687,30.291811,-97.760395
1860,29.900516,-97.958233
4101,30.399525,-97.718571
1021,30.707529,-97.522309
5005,30.480886,-97.746779
2306,30.213668,-97.830107
1250,30.331214,-98.024116
4394,30.374144,-97.669794
7249,30.302524,-97.660488
5573,30.708926,-97.571769
5999,30.315554,-97.634576
5965,30.487442,-97.62866
7101,30.5131,-97.854604
4724,30.451705,-97.809791
6613,30.171652,-97.888239
6009,30.227088,-97.616267
615,30.254773,-97.510731
3136,30.27479,-97.7625
6807,29.905089,-97.995181
5797,30.595862,-97.323743
2201,30.141058,-97.7951
6190,30.332983,-97.80736
4872,30.587911,-97.657458
2112,30.019116,-97.899698
4820,30.726002,-97.875969
5501,30.737033,-97.691671
5641,30.451534,-97.391454
5555,30.696421,-97.613327
7381,30.235268,-97.798261
4004,30.351919,-97.733041
6231,30.445279,-97.743061
1999,29.93194,-97.88714
980,30.515092,-97.408642
745,30.1517,-98.154464
653,30.593637,-97.422708
7352,30.43402,-97.896425
2091,30.087256,-97.830648
3369,30.257768,-97.723926
1337,29.981565,-98.139629
1548,29.843249,-97.968908
1381,30.285707,-98.103249
5506,30.711626,-97.760492
6283,30.229019,-97.884888
1016,30.657724,-97.497322
6356,30.573871,-97.381476
2597,30.274274,-97.80014
6536,30.366735,-97.614736
5276,30.630822,-97.743478
985,30.505589,-97.247565
1351,30.102064,-98.096006
6664,30.414132,-97.630988
3573,30.342898,-97.697812
765,30.291503,-98.177276
113,30.542739,-97.739952
1692,29.87339,-97.900478
2728,30.113733,-97.719341
1654,29.88144,-97.943323
4068,30.369109,-97.718914
4962,30.424368,-97.769131
733,30.079967,-97.990787
107,30.627603,-97.663039
29,30.321831,-97.89921
5404,30.514058,-97.613415
2241,30.196532,-97.997346
1075,30.905132,-97.800454
796,29.837992,-97.945905
5832,30.691783,-97.414603
551,30.10091,-97.742406
2768,30.190898,-97.647323
5649,30.534141,-97.4563
2279,30.354964,-97.986207
6426,30.144143,-97.696975
1838,29.925388,-97.947524
4816,30.690112,-97.971308
5988,30.38162,-97.639769
4670,30.479756,-97.80205
6074,30.060984,-97.691764
288,30.330061,-97.735351
3075,30.231228,-97.763595
2697,29.994679,-97.749232
3028,30.220853,-97.747121
2138,30.050612,-97.838215
7196,30.619446,-97.565469
7357,30.735675,-97.815372
7045,30.779992,-97.920107
5321,30.58103,-97.692377
5231,30.482207,-97.660016
6849,30.482371,-97.586644
6397,30.149191,-97.846914
6414,30.331096,-97.617324
5942,30.599089,-97.632599
5616,30.328852,-97.493179
5978,30.430628,-97.593076
4628,30.557239,-97.945845
5295,30.594977,-97.763822
5594,30.84955,-97.592818
6667,30.439846,-97.519717
3843,30.29117,-97.721933
818,30.005026,-97.844911
5393,30.464107,-97.625553
4508,30.366481,-97.566501
1406,30.205647,-98.128349
1248,30.291368,-98.034598
1118,30.43398,-98.04384
5526,30.716307,-97.662461
4811,30.806588,-97.889688
1716,30.155776,-97.790058
5209,30.511535,-97.686816
1973,29.90875,-97.859715
3236,30.23738,-97.716893
1330,29.980102,-98.093545
7055,30.840134,-97.815851
5485,30.773388,-97.660384
815,29.989355,-97.816935
3722,30.307536,-97.75811
4792,30.573004,-97.882665
1245,30.149237,-98.051563
677,29.952026,-97.983606
7064,30.621782,-97.911674
1448,29.828849,-97.983841
869,30.840902,-97.747424
2315,30.236609,-97.83963
5463,30.542708,-97.546166
1092,30.474429,-97.162178
6209,30.388404,-97.759726
5817,30.734598,-97.355522
5702,30.600356,-97.447852
4495,30.256684,-97.554974
5917,30.686135,-97.658683
2815,30.276595,-97.636962
655,30.417908,-97.324987
5622,30.3965,-97.490808
6565,30.275587,-97.913174
6523,30.176636,-97.529042
5893,30.558882,-97.822451
5819,30.749692,-97.473196
1319,30.015618,-98.070197
7190,30.471719,-97.460888
4189,30.312053,-97.684323
4892,30.54647,-97.613963
5603,30.319001,-97.443682
