id,lat,long,cluster
1,30.550045,-97.861763,249
2,30.595955,-97.873341,250
3,30.537706,-97.842574,199
4,30.531993,-97.967226,250
5,30.49655,-97.901257,110
6,30.460701,-97.882086,101
7,30.498174,-97.827879,199
8,30.434403,-98.083907,138
9,30.488843,-98.053644,250
10,30.405429,-97.968645,250
11,30.367501,-98.056627,138
12,30.421566,-97.941993,202
13,30.416288,-97.888347,202
14,30.449261,-97.839977,101
15,30.398674,-97.83899,202
16,30.33372,-98.076591,138
17,30.320471,-97.972406,202
18,30.349621,-98.009337,138
19,30.367501,-97.984566,202
20,30.382464,-97.926677,202
21,30.351176,-97.937276,202
22,30.373525,-97.86814,202
23,30.374974,-97.834683,98
24,30.351794,-97.845706,98
25,30.221922,-97.974997,66
26,30.292875,-97.964299,95
27,30.32358,-97.939978,95
28,30.343668,-97.905759,95
29,30.321831,-97.89921,95
30,30.653697,-97.705243,233
31,30.344763,-97.869942,95
32,30.332143,-97.858595,95
33,30.318718,-97.841425,71
34,30.30131,-97.832125,113
35,30.304379,-97.919182,95
36,30.298805,-97.888816,95
37,30.352597,-97.921387,95
38,30.308173,-97.871556,95
39,30.351189,-97.779089,82
40,30.384802,-97.744053,107
41,30.288711,-97.833651,113
42,30.286234,-97.902792,197
43,30.272366,-98.013199,138
44,30.286428,-97.879621,113
45,30.267169,-97.899068,103
46,30.287223,-97.86426,95
47,30.513457,-97.665825,158
48,30.308846,-97.703502,2
49,30.286457,-97.843688,113
50,30.279555,-97.836009,113
51,30.205053,-97.932402,8
52,30.273341,-97.873192,113
53,30.196482,-97.909655,8
54,30.172804,-97.901713,8
55,30.260857,-97.851746,103
56,30.259205,-97.829376,116
57,30.247459,-97.825581,116
58,30.235346,-97.819398,116
59,30.25396,-97.895281,166
60,30.24144,-97.879541,103
61,30.246756,-97.872037,103
62,30.245081,-97.858211,103
63,30.240247,-97.852166,103
64,30.267416,-97.928478,197
65,30.237106,-97.93101,197
66,30.244016,-97.915824,197
67,30.249879,-97.909155,197
68,30.238308,-97.892018,166
69,30.244942,-97.985156,197
70,30.250014,-97.943499,197
71,30.209143,-97.954558,197
72,30.21593,-97.947086,197
73,30.221875,-97.905353,166
74,30.210384,-97.884729,12
75,30.222138,-97.883969,166
76,30.22221,-97.928999,166
77,30.230631,-97.858915,12
78,30.229226,-97.850001,103
79,30.232836,-97.839501,116
80,30.224841,-97.835974,116
81,30.225853,-97.862221,12
82,30.217987,-97.865677,12
83,30.220626,-97.849136,12
84,30.214768,-97.858294,12
85,30.214574,-97.836175,27
86,30.206238,-97.845563,116
87,30.39592,-97.773059,98
88,30.20472,-97.872225,27
