id,lat,long,cluster
425,30.269491,-97.693985,616
426,30.257898,-97.696217,498
427,30.250378,-97.698255,20
428,30.258971,-97.683975,613
429,30.252393,-97.675294,107
430,30.292047,-97.826542,246
431,30.28751,-97.822447,246
432,30.279794,-97.813683,375
433,30.273914,-97.80577,246
434,30.281114,-97.79798,681
435,30.274313,-97.785524,681
436,30.269571,-97.770276,123
437,30.26379,-97.760172,310
438,30.260843,-97.753126,214
439,30.260153,-97.747288,515
440,30.256479,-97.743315,515
441,30.242798,-97.723846,136
442,30.236178,-97.713168,136
443,30.237023,-97.699893,553
444,30.231273,-97.690977,553
445,30.247651,-97.650627,389
446,30.583031,-97.893907,711
447,30.223538,-97.612743,73
448,30.267841,-97.795414,681
449,30.263639,-97.781663,681
450,30.254015,-97.779408,310
451,30.258468,-97.76513,310
452,30.254583,-97.756802,214
453,30.251548,-97.750714,515
454,30.249125,-97.74487,555
455,30.245798,-97.737968,725
456,30.241422,-97.733277,191
457,30.235658,-97.72957,191
458,30.228055,-97.720917,564
459,30.218025,-97.701277,553
460,30.268739,-97.812312,609
461,30.262467,-97.80009,49
462,30.257482,-97.807261,525
463,30.247294,-97.799248,15
464,30.258186,-97.789672,15
465,30.250663,-97.791535,310
466,30.240428,-97.794477,455
467,30.236384,-97.787768,302
468,30.23376,-97.779795,302
469,30.243976,-97.774117,302
470,30.251311,-97.772077,302
471,30.246241,-97.762422,266
472,30.240171,-97.766963,266
473,30.23169,-97.771333,266
474,30.227782,-97.764302,502
475,30.235703,-97.759859,158
476,30.243373,-97.754573,241
477,30.241194,-97.744361,529
478,30.238356,-97.748602,241
479,30.231751,-97.751904,629
480,30.223802,-97.757112,117
481,30.218675,-97.746881,198
482,30.22543,-97.739635,198
483,30.226569,-97.732462,564
484,30.219904,-97.725743,564
485,30.274722,-97.824877,375
486,30.255952,-97.814911,525
487,30.235591,-97.807971,268
488,30.227237,-97.795844,701
489,30.222209,-97.784683,744
490,30.219404,-97.77595,210
491,30.219174,-97.770121,588
492,30.213479,-97.762511,105
493,30.203546,-97.749497,45
494,30.211973,-97.741725,45
495,30.199342,-97.739267,642
496,30.199427,-97.727805,642
497,30.185219,-97.702259,146
498,30.207604,-97.705674,146
499,30.200401,-97.668694,499
500,30.224758,-97.664314,47
501,30.207631,-97.603752,184
502,30.229851,-97.806673,112
503,30.223724,-97.812739,112
504,30.213238,-97.819622,528
505,30.211461,-97.808543,528
506,30.219912,-97.800719,112
507,30.21642,-97.7932,219
508,30.207136,-97.801517,219
509,30.205816,-97.794697,463
510,30.214075,-97.788886,219
511,30.211162,-97.783613,210
512,30.204494,-97.787716,161
513,30.201568,-97.781077,224
514,30.209973,-97.775986,471
515,30.198303,-97.771828,471
516,30.192167,-97.76229,230
517,30.19005,-97.752272,186
518,30.191559,-97.741838,120
519,30.183884,-97.735419,120
520,30.179088,-97.714023,146
521,30.168372,-97.676869,413
522,30.128184,-97.613068,473
523,30.166566,-97.569847,323
524,30.204201,-97.575259,460
525,30.195468,-97.820597,721
526,30.192671,-97.79731,100
527,30.190192,-97.786001,96
528,30.188088,-97.777584,373
529,30.182413,-97.772149,590
530,30.179217,-97.759163,590
531,30.170457,-97.748821,590
532,30.16781,-97.730989,366
533,30.160499,-97.709547,685
534,30.143493,-97.687533,42
535,30.182246,-97.830203,721
536,30.180777,-97.806741,108
537,30.178806,-97.78988,279
538,30.174277,-97.783503,85
539,30.170566,-97.77519,441
540,30.171015,-97.763446,441
541,30.164418,-97.745521,366
542,30.160598,-97.815586,108
543,30.161894,-97.781648,39
544,30.134292,-97.724486,444
545,30.123992,-97.702255,401
546,30.118841,-97.815712,383
547,30.138629,-97.789007,635
548,30.1398,-97.779669,50
549,30.122344,-97.793243,50
550,30.11474,-97.761745,322
551,30.10091,-97.742406,593
552,30.10704,-97.711796,322
553,30.099935,-97.644403,478
554,30.099777,-97.794275,663
555,30.079091,-97.708895,593
556,30.061879,-97.67384,478
557,30.45357,-97.57921,570
558,30.44074,-97.596368,157
559,30.384952,-97.572308,360
560,30.371482,-97.546382,248
561,30.316307,-97.498617,30
562,30.30919,-97.550996,114
563,30.277114,-97.57567,94
564,30.264,-97.537069,152
565,30.239086,-97.53474,94
566,30.149404,-97.877778,542
567,30.562892,-97.81444,79
568,30.556527,-97.784048,79
569,30.560541,-97.747161,79
570,30.565681,-97.707149,713
571,30.543998,-97.702414,299
572,30.426107,-97.404165,393
573,30.494096,-97.797771,439
574,30.479701,-97.776675,669
575,30.474974,-97.690281,306
576,30.42248,-97.862996,516
577,30.130563,-97.947983,674
578,30.113558,-97.857472,71
579,30.095669,-97.82522,163
580,30.079619,-97.796332,207
581,30.054632,-97.768528,207
582,30.03508,-97.739866,329
583,30.044241,-97.823901,207
584,30.064542,-97.813059,207
585,30.067321,-97.837672,626
586,30.081642,-97.956989,743
587,29.886396,-97.922651,678
588,30.028229,-97.982658,743
589,30.002999,-97.878479,254
590,30.001839,-97.785715,274
591,29.979146,-97.846817,77
592,30.34613,-97.703574,475
593,30.488497,-97.600807,735
594,30.48319,-97.56746,638
595,30.463281,-97.525215,697
596,30.087585,-97.751571,573
597,30.058818,-97.723985,610
598,30.438973,-97.543138,464
599,30.428163,-97.513846,459
600,30.144669,-97.747936,444
601,30.132946,-97.82476,542
602,30.145593,-97.817215,142
603,30.199903,-97.523203,497
604,30.114833,-97.680519,563
605,30.131976,-97.668147,42
606,30.145238,-97.583182,335
607,30.467008,-97.489938,697
608,30.152791,-97.651583,499
609,30.165474,-97.640056,702
610,30.237554,-97.674932,389
611,30.183483,-97.637009,499
612,30.172582,-97.602786,171
613,30.442805,-97.462556,697
614,30.230896,-97.570828,94
615,30.254773,-97.510731,576
616,30.274879,-97.472702,244
617,30.297379,-97.511156,244
618,30.327288,-97.527973,692
619,30.311798,-97.470836,512
620,30.345114,-97.524893,692
621,30.332948,-97.468369,684
622,30.35486,-97.554176,715
623,30.400775,-97.566228,248
624,30.39936,-97.440864,393
625,30.367707,-97.520502,342
626,30.362081,-97.455986,653
627,30.389228,-97.501275,19
628,30.408462,-97.527893,581
629,30.419177,-97.556499,668
630,30.417448,-97.486022,393
631,30.51116,-97.432012,357
632,30.758933,-97.61981,65
633,30.787235,-97.461624,57
634,30.762333,-97.570963,65
635,30.714855,-97.635692,585
636,30.721902,-97.655039,398
637,30.721962,-97.43449,192
638,30.7155,-97.453439,192
639,30.659308,-97.591075,695
640,30.645536,-97.648227,298
641,30.688991,-97.697896,696
642,30.70538,-97.717715,6
643,30.688418,-97.290934,359
644,30.708185,-97.434506,132
645,30.707375,-97.44851,132
646,30.617408,-97.492335,379
647,30.63058,-97.608464,452
648,30.670268,-97.365601,359
649,30.614327,-97.438935,43
650,30.556867,-97.534104,694
651,30.549309,-97.552697,620
652,30.585801,-97.403788,451
653,30.593637,-97.422708,667
654,30.589385,-97.4345,350
655,30.417908,-97.324987,160
656,30.454708,-97.409402,745
657,30.519091,-97.37656,357
658,30.548378,-97.339944,618
659,30.543711,-97.426921,255
660,30.564158,-97.412627,659
661,30.544213,-97.502359,350
662,30.518844,-97.603226,446
663,30.553467,-97.632417,429
664,30.37016,-97.793486,539
665,30.52616,-97.553431,620
666,29.896453,-98.064179,671
667,29.955213,-98.126496,750
668,29.956289,-98.065857,750
669,29.950139,-98.009999,671
670,29.868981,-97.990969,419
671,29.857558,-98.012298,419
672,29.832913,-98.018237,748
673,29.979552,-98.108467,750
674,29.997999,-98.058955,24
675,30.019846,-98.0279,672
676,29.967048,-97.95913,601
677,29.952026,-97.983606,601
678,29.979371,-98.082087,554
679,30.030066,-98.080249,727
680,29.918913,-97.948067,457
681,30.043596,-98.053382,312
682,29.877956,-97.952311,533
683,29.87017,-97.962849,447
684,29.878492,-97.965586,533
685,30.177624,-98.067552,147
686,30.183656,-98.035565,674
687,30.204068,-98.063961,625
688,30.132727,-98.066773,147
689,30.142357,-98.017092,674
690,30.123464,-98.013422,674
691,30.103535,-97.972025,674
692,30.156158,-97.922656,674
693,30.083197,-98.064494,727
694,30.046219,-97.956417,743
695,30.249732,-98.090132,269
696,30.221504,-98.001452,486
697,30.232619,-98.041958,486
698,30.256626,-98.041382,486
699,30.188322,-97.952201,291
700,29.890125,-97.944039,271
701,29.889557,-97.938971,722
702,29.887069,-97.939213,445
703,29.887943,-97.936567,410
704,29.881756,-97.942358,277
705,29.88051,-97.945474,277
706,29.87795,-97.943205,436
707,29.875888,-97.949028,436
708,29.882519,-97.927999,275
709,29.881815,-97.932862,275
710,29.887993,-97.932527,37
711,29.886075,-97.93607,410
712,29.893192,-97.93209,458
713,29.888441,-97.926399,678
714,29.893447,-97.938495,559
715,29.896727,-97.936225,458
716,29.886506,-97.942882,271
717,29.887606,-97.948487,537
718,29.884797,-97.945336,537
719,29.884042,-97.942473,445
720,29.881787,-97.947927,409
721,29.884353,-97.901427,433
722,29.873067,-97.90967,732
723,29.883636,-97.91573,361
724,29.892753,-97.908106,355
725,29.864351,-97.902071,732
726,29.867046,-97.923945,245
727,29.880741,-97.917204,245
728,29.875409,-97.92325,245
729,30.207493,-98.032242,486
730,29.889728,-97.918411,541
731,29.898736,-97.913953,541
732,30.06917,-98.022446,2
733,30.079967,-97.990787,743
734,30.055404,-97.91209,683
735,29.886781,-97.991968,282
736,29.908987,-97.972402,614
737,29.889408,-97.970463,533
738,29.863587,-97.978738,419
739,29.897388,-97.954655,552
740,29.85407,-97.978959,419
741,29.842171,-97.996419,419
742,30.139214,-98.214295,270
743,30.190007,-98.168253,139
744,30.174555,-98.153721,270
745,30.1517,-98.154464,297
746,30.212417,-98.172451,72
747,30.22956,-98.135289,72
748,30.220277,-98.100548,294
749,30.158316,-98.110565,270
750,30.0445,-98.141486,287
751,30.072636,-98.204517,287
752,30.115504,-98.192023,270
753,30.019708,-98.232533,287
754,29.995598,-98.167437,243
755,30.1139,-98.246902,287
756,29.996347,-98.122024,698
757,30.02551,-98.111827,372
758,30.067054,-98.102025,372
759,30.10241,-98.14819,297
760,30.133525,-98.106678,297
761,30.271372,-98.086092,269
762,29.908768,-97.917075,143
763,30.277913,-98.137608,717
764,30.3165,-98.139466,646
765,30.291503,-98.177276,717
766,30.24439,-98.18288,623
767,30.167197,-98.235175,431
768,30.185976,-98.229548,139
769,30.191844,-98.103685,294
770,30.184616,-98.091417,147
771,29.876772,-97.898031,433
772,29.850646,-97.932248,203
773,29.850705,-97.913015,732
774,29.859432,-97.925423,203
775,29.835223,-97.937747,203
776,29.855514,-97.945814,203
777,29.832686,-97.918297,203
778,29.826014,-97.932603,307
779,29.807481,-97.955,69
780,29.773576,-97.997444,9
781,29.786936,-97.976479,9
782,29.845097,-97.972475,740
783,29.855842,-97.963431,395
784,29.836644,-97.955373,209
785,29.837248,-97.982015,740
786,29.825153,-97.995132,748
787,29.859848,-97.970835,395
788,29.814299,-98.008047,748
789,29.826534,-97.980837,69
790,29.813303,-97.980242,69
791,29.805415,-98.002584,333
792,29.947011,-97.918627,8
793,29.928589,-97.917713,156
794,30.501019,-97.716276,131
795,29.89784,-97.928405,143
796,29.837992,-97.945905,209
797,29.871145,-97.9443,127
798,29.868781,-97.942805,127
799,29.863849,-97.941585,736
800,29.863564,-97.948336,127
801,29.860725,-97.944829,736
802,29.846717,-97.954871,209
803,30.012564,-97.752352,329
804,30.067731,-97.825872,644
805,30.01983,-97.868262,624
806,30.038809,-97.873747,683
807,30.067665,-97.849967,153
808,30.08096,-97.83664,163
809,30.083844,-97.815399,222
810,30.142626,-97.856741,542
811,30.126275,-97.877768,71
812,30.103692,-97.899298,71
813,30.090338,-97.88967,153
814,29.959885,-97.801203,77
815,29.989355,-97.816935,274
816,29.953982,-97.862871,723
817,29.993338,-97.863652,77
818,30.005026,-97.844911,274
819,30.017435,-97.826144,274
820,30.093477,-97.86188,153
821,30.080607,-97.8601,153
822,30.070587,-97.864712,153
823,29.953701,-97.889945,254
824,29.973582,-97.882525,254
825,29.983051,-97.900371,254
826,29.985158,-97.879181,254
827,29.987072,-97.887542,254
828,30.040951,-97.895792,683
829,30.021565,-97.896007,683
830,29.994624,-97.874248,254
831,29.991428,-97.879703,254
832,29.996685,-97.8902,254
833,29.927373,-97.884313,503
834,29.898203,-97.896467,355
835,29.900537,-97.901977,355
836,29.909386,-97.905904,737
837,29.936266,-97.889216,8
838,29.900711,-97.942748,458
839,29.904187,-97.949324,733
840,29.894799,-97.945184,733
841,29.932993,-97.839249,723
842,29.909249,-97.869469,503
843,29.893191,-97.890449,433
844,29.9514,-97.81998,628
845,30.012707,-97.90673,683
846,30.276044,-97.858429,319
847,30.226363,-97.874022,351
848,30.174384,-97.984925,674
849,30.269483,-97.748407,392
850,30.629693,-97.936611,159
851,30.56515,-97.878483,711
852,30.671293,-97.949297,505
853,30.639453,-97.894479,604
854,30.561981,-97.854201,252
855,30.683345,-97.94289,505
856,30.766585,-97.9192,384
857,30.629598,-97.845097,604
858,30.639299,-97.6662,151
859,30.642343,-97.674662,461
860,30.668799,-97.659879,172
861,30.628872,-97.671426,151
862,30.668363,-97.686088,480
863,30.880283,-97.824754,376
864,30.470096,-97.449694,745
865,30.74618,-97.845772,91
866,30.689129,-97.862864,472
867,30.575118,-97.820445,79
868,30.876242,-97.77401,376
869,30.840902,-97.747424,17
870,30.78796,-97.831057,647
871,30.685782,-97.776485,362
872,30.658614,-97.695213,480
873,30.637172,-97.681379,705
874,30.629455,-97.700115,336
875,30.627732,-97.68395,226
876,30.852528,-97.680214,434
877,30.831092,-97.612867,531
878,30.625071,-97.676133,705
879,30.616469,-97.686217,226
880,30.623086,-97.697171,336
881,30.834316,-97.589673,487
882,30.656402,-97.262914,456
883,30.631001,-97.410462,575
884,30.577103,-97.332716,670
885,30.577643,-97.392433,451
886,30.539989,-97.216877,80
887,30.549645,-97.386987,535
888,30.567615,-97.398214,346
889,30.572072,-97.41793,659
890,30.460507,-97.1884,334
891,30.54927,-97.453586,255
892,29.861169,-97.937891,149
893,29.864771,-97.935216,739
894,29.867991,-97.937213,739
895,29.870864,-97.934639,739
896,29.864473,-97.916837,732
897,29.862569,-97.930338,739
898,29.857715,-97.936981,149
899,29.877395,-97.931265,275
900,29.871417,-97.93772,567
901,29.875356,-97.933272,567
902,29.870438,-97.94043,567
903,29.874089,-97.937071,567
904,29.879425,-97.934873,734
905,29.873855,-97.941696,436
906,29.882817,-97.936327,734
907,29.888777,-97.953068,552
908,29.881982,-97.94009,734
909,29.884244,-97.940672,445
910,29.875972,-97.939316,436
911,29.880838,-97.938202,734
912,29.88466,-97.938557,718
913,29.88739,-97.941105,271
914,29.866701,-97.955129,447
915,29.859982,-97.953523,102
916,29.871867,-97.948372,436
917,29.87049,-97.955337,447
918,29.892357,-97.94926,552
919,29.877414,-97.937005,436
920,29.846154,-97.898921,732
921,29.883181,-97.956601,533
922,29.890512,-97.962115,533
923,30.581871,-97.431543,667
924,30.570241,-97.845304,252
925,30.547881,-97.832053,252
926,30.516189,-97.819854,169
927,30.498781,-97.810987,426
928,30.476706,-97.789975,591
929,30.526117,-97.8279,169
930,30.532518,-97.804664,425
931,30.537807,-97.790202,425
