,lat,long,cluster
1,30.550045,-97.861763,356
2,30.595955,-97.873341,134
3,30.537706,-97.842574,7
4,30.531993,-97.967226,76
5,30.49655,-97.901257,346
6,30.460701,-97.882086,259
7,30.498174,-97.827879,490
8,30.434403,-98.083907,65
9,30.488843,-98.053644,186
10,30.405429,-97.968645,331
11,30.367501,-98.056627,377
12,30.421566,-97.941993,108
13,30.416288,-97.888347,36
14,30.449261,-97.839977,181
15,30.398674,-97.83899,409
16,30.33372,-98.076591,288
17,30.320471,-97.972406,266
18,30.349621,-98.009337,20
19,30.367501,-97.984566,172
20,30.382464,-97.926677,108
21,30.351176,-97.937276,368
22,30.373525,-97.86814,217
23,30.374974,-97.834683,151
24,30.351794,-97.845706,151
25,30.221922,-97.974997,82
26,30.292875,-97.964299,266
27,30.32358,-97.939978,95
28,30.343668,-97.905759,368
29,30.321831,-97.89921,487
30,30.653697,-97.705243,499
31,30.344763,-97.869942,70
32,30.332143,-97.858595,70
33,30.318718,-97.841425,298
34,30.30131,-97.832125,298
35,30.304379,-97.919182,419
36,30.298805,-97.888816,487
37,30.352597,-97.921387,368
38,30.308173,-97.871556,487
39,30.351189,-97.779089,91
40,30.384802,-97.744053,229
41,30.288711,-97.833651,92
42,30.286234,-97.902792,419
43,30.272366,-98.013199,262
44,30.286428,-97.879621,269
45,30.267169,-97.899068,10
46,30.287223,-97.86426,269
47,30.513457,-97.665825,105
48,30.308846,-97.703502,287
49,30.286457,-97.843688,92
50,30.279555,-97.836009,92
51,30.205053,-97.932402,223
52,30.273341,-97.873192,269
53,30.196482,-97.909655,223
54,30.172804,-97.901713,33
55,30.260857,-97.851746,428
56,30.259205,-97.829376,63
57,30.247459,-97.825581,154
58,30.235346,-97.819398,154
59,30.25396,-97.895281,10
60,30.24144,-97.879541,210
61,30.246756,-97.872037,210
62,30.245081,-97.858211,428
63,30.240247,-97.852166,428
64,30.267416,-97.928478,228
65,30.237106,-97.93101,407
66,30.244016,-97.915824,228
67,30.249879,-97.909155,228
68,30.238308,-97.892018,10
69,30.244942,-97.985156,317
70,30.250014,-97.943499,407
71,30.209143,-97.954558,82
72,30.21593,-97.947086,407
73,30.221875,-97.905353,158
74,30.210384,-97.884729,158
75,30.222138,-97.883969,158
76,30.22221,-97.928999,407
77,30.230631,-97.858915,64
78,30.229226,-97.850001,64
79,30.232836,-97.839501,375
80,30.224841,-97.835974,375
81,30.225853,-97.862221,64
82,30.217987,-97.865677,64
83,30.220626,-97.849136,64
84,30.214768,-97.858294,64
85,30.214574,-97.836175,316
86,30.206238,-97.845563,316
87,30.39592,-97.773059,483
88,30.20472,-97.872225,189
89,30.188692,-97.858353,301
90,30.194893,-97.937337,223
91,30.209985,-97.920445,223
92,30.191616,-97.895714,33
93,30.179056,-97.914187,223
94,30.183883,-97.890011,33
95,30.342242,-97.809077,440
96,30.166515,-97.868659,124
97,30.152804,-97.866404,124
98,30.204417,-97.829257,316
99,30.188004,-97.841393,301
100,30.17107,-97.842194,301
101,30.164297,-97.854535,124
102,30.133666,-97.842915,208
103,30.599148,-97.832171,431
104,30.579994,-97.799189,433
105,30.589421,-97.756155,289
106,30.614041,-97.692748,175
107,30.627603,-97.663039,361
108,30.575265,-97.671384,282
109,30.569989,-97.644672,282
110,30.522036,-97.803089,397
111,30.518674,-97.768768,66
112,30.527329,-97.737027,130
113,30.542739,-97.739952,300
114,30.540723,-97.693987,327
115,30.544608,-97.683218,327
116,30.550837,-97.664092,358
117,30.480535,-97.811989,432
118,30.471692,-97.806242,432
119,30.500992,-97.793977,488
120,30.483751,-97.758083,376
121,30.506262,-97.733466,130
122,30.516396,-97.710151,198
123,30.526432,-97.699474,325
124,30.529538,-97.693185,325
125,30.530948,-97.677935,325
126,30.537547,-97.657977,358
127,30.537873,-97.628339,213
128,30.525447,-97.687699,325
129,30.522907,-97.674702,105
130,30.527937,-97.660354,334
131,30.514658,-97.684306,349
132,30.517125,-97.675414,105
133,30.468471,-97.609093,390
134,30.51606,-97.649805,334
135,30.520364,-97.690696,325
136,30.510451,-97.681971,349
137,30.512392,-97.675429,105
138,30.516269,-97.659832,334
139,30.477235,-97.748408,174
140,30.499365,-97.699917,349
141,30.506831,-97.681264,349
142,30.489825,-97.687935,31
143,30.500887,-97.678514,349
144,30.503811,-97.668835,105
145,30.505463,-97.648706,334
146,30.512273,-97.621085,89
147,30.481309,-97.698393,463
148,30.482178,-97.683939,31
149,30.488674,-97.669035,31
150,30.492029,-97.631009,481
151,30.454371,-97.816014,181
152,30.460688,-97.804425,260
153,30.463568,-97.786828,260
154,30.469152,-97.769391,376
155,30.465101,-97.734708,212
156,30.473658,-97.703262,463
157,30.460659,-97.68639,1
158,30.453786,-97.671883,379
159,30.467254,-97.654187,273
160,30.460126,-97.635163,390
161,30.452107,-97.799555,52
162,30.443651,-97.78093,464
163,30.45527,-97.785175,52
164,30.458188,-97.771871,284
165,30.449527,-97.776564,464
166,30.452449,-97.763846,284
167,30.453141,-97.704426,1
168,30.446519,-97.76236,284
169,30.442063,-97.755978,284
170,30.442247,-97.731102,212
171,30.43446,-97.712671,59
172,30.444289,-97.681327,242
173,30.431584,-97.679807,178
174,30.43806,-97.654831,178
175,30.429712,-97.632319,51
176,30.446884,-97.613692,313
177,30.412276,-97.756928,173
178,30.440343,-97.825646,181
179,30.433092,-97.812579,340
180,30.426198,-97.80419,340
181,30.440545,-97.792283,52
182,30.430965,-97.790268,340
183,30.432578,-97.745077,212
184,30.419188,-97.836201,409
185,30.409079,-97.806945,340
186,30.418049,-97.785683,483
187,30.44012,-97.782925,464
188,30.427536,-97.772391,106
189,30.416096,-97.776502,483
190,30.421041,-97.757609,173
191,30.422727,-97.734935,173
192,30.421209,-97.724833,59
193,30.419626,-97.687169,39
194,30.474927,-97.628126,390
195,30.402543,-97.774264,483
196,30.393165,-97.763188,459
197,30.405087,-97.764003,483
198,30.40121,-97.75365,306
199,30.407812,-97.737938,306
200,30.416374,-97.713136,59
201,30.401368,-97.723123,475
202,30.400383,-97.71107,475
203,30.412333,-97.7016,59
204,30.406628,-97.684758,39
205,30.396503,-97.676128,265
