,lat,long,async_cluster,async_congest_cluster
3883,30.327675,-97.739522,866,917
3884,30.325571,-97.739362,866,1553
3885,30.323963,-97.735579,612,1553
3886,30.335641,-97.729032,1536,1050
3887,30.342578,-97.730718,1536,1703
3888,30.340329,-97.72611,1728,904
3889,30.318561,-97.730551,1494,411
3890,30.325807,-97.72599,533,1957
3891,30.329631,-97.729165,1473,1050
3892,30.330649,-97.731279,498,1050
3893,30.330256,-97.723583,533,1957
3894,30.323466,-97.723982,785,1535
3895,30.312454,-97.731185,880,411
3896,30.317586,-97.728383,880,411
3897,30.317811,-97.739672,417,451
3898,30.319163,-97.738862,612,806
3899,30.320285,-97.743853,1044,1513
3900,30.315994,-97.743053,417,1321
3901,30.319328,-97.738731,612,806
3902,30.313189,-97.737326,756,1127
3903,30.322612,-97.732742,756,1127
3904,30.315185,-97.735509,612,1127
3905,30.321314,-97.737265,612,806
3906,30.316635,-97.744265,587,1321
3907,30.324701,-97.743632,1044,1553
3908,30.323194,-97.741321,1044,451
3909,30.321757,-97.73908,866,806
3910,30.312042,-97.735101,756,1127
3911,30.334644,-97.739606,1346,1656
3912,30.338302,-97.738981,1346,1703
3913,30.3299,-97.739692,1346,917
3914,30.33228,-97.734655,498,1656
3915,30.314016,-97.719568,361,1486
3916,30.316105,-97.725089,445,1486
3917,30.318715,-97.72451,1494,1565
3918,30.323413,-97.727517,533,1382
3919,30.322202,-97.719356,785,1535
3920,30.317393,-97.720878,1946,1565
3921,30.321748,-97.718269,1946,1646
3922,30.316155,-97.718167,1946,1565
3923,30.315284,-97.716327,1946,1382
3924,30.339042,-97.723383,1728,904
3925,30.336413,-97.728551,1536,904
3926,30.336581,-97.719513,1728,904
3927,30.331677,-97.722701,533,904
3928,30.333912,-97.716883,950,1941
3929,30.37734,-97.764383,170,104
3930,30.352045,-97.748718,1101,1568
3931,30.355305,-97.746604,1101,1568
3932,30.351614,-97.748345,407,1793
3933,30.371596,-97.75722,170,1219
3934,30.377409,-97.753217,1761,625
3935,30.374388,-97.755373,1761,1219
3936,30.387564,-97.745798,160,418
3937,30.392821,-97.746882,1540,146
3938,30.394125,-97.747009,1460,845
3939,30.394171,-97.745969,1460,845
3940,30.400753,-97.748856,632,1166
3941,30.400563,-97.746366,1115,1673
3942,30.359421,-97.745953,377,1211
3943,30.356797,-97.746959,377,1211
3944,30.360824,-97.745047,377,608
3945,30.352191,-97.749012,576,89
3946,30.361727,-97.746918,1869,102
3947,30.363764,-97.749312,1869,752
3948,30.358383,-97.75071,775,1211
3949,30.368537,-97.74314,1869,1097
3950,30.371962,-97.747241,1869,1219
3951,30.373997,-97.739991,325,1540
3952,30.380342,-97.737259,325,991
3953,30.374437,-97.739669,984,1987
3954,30.379871,-97.735827,984,373
3955,30.37521,-97.739435,984,1540
3956,30.377127,-97.738548,984,709
3957,30.37555,-97.739733,1082,224
3958,30.383448,-97.736237,691,1437
3959,30.375795,-97.732156,764,958
3960,30.37768,-97.735323,764,709
3961,30.37493,-97.729481,1480,1967
3962,30.376586,-97.732738,1480,1204
3963,30.374806,-97.727672,1359,1252
3964,30.377111,-97.732472,1359,1252
3965,30.375104,-97.719473,1582,1119
3966,30.382947,-97.74427,160,709
3967,30.379092,-97.752016,1761,625
3968,30.377387,-97.73966,1049,128
3969,30.373192,-97.740919,1049,128
3970,30.37842,-97.739074,1082,224
3971,30.375775,-97.732937,240,958
3972,30.39908,-97.746465,1460,845
3973,30.379902,-97.724622,891,1433
3974,30.374072,-97.726007,581,1404
3975,30.359718,-97.766647,1239,1770
3976,30.358795,-97.767053,1078,645
3977,30.357226,-97.761172,775,752
3978,30.353906,-97.759903,775,645
3979,30.358999,-97.753959,775,752
3980,30.36485,-97.763358,1239,1770
3981,30.351867,-97.77188,1078,1776
3982,30.349928,-97.755455,41,1185
3983,30.347745,-97.750984,41,1185
3984,30.353015,-97.758006,775,645
3985,30.355174,-97.756664,775,752
3986,30.353458,-97.753166,775,1185
3987,30.351955,-97.749755,576,1793
3988,30.349819,-97.750094,576,1793
3989,30.35472,-97.747993,576,1211
3990,30.367775,-97.753554,170,327
3991,30.365483,-97.750069,1869,327
3992,30.40077,-97.761161,632,1469
3993,30.388164,-97.759747,289,9
3994,30.384906,-97.766654,1165,595
3995,30.394193,-97.74982,668,1759
3996,30.391036,-97.759181,668,1218
3997,30.39489,-97.754694,668,1759
3998,30.381882,-97.765554,1165,104
3999,30.39712,-97.757812,632,1759
4000,30.406544,-97.750454,20,1166
4001,30.358233,-97.745423,1278,1733
4002,30.360664,-97.744671,1278,1733
4003,30.361227,-97.743888,1278,102
4004,30.351919,-97.733041,18,1711
4005,30.350105,-97.729021,18,1711
4006,30.355995,-97.730568,426,735
4007,30.353656,-97.725648,139,735
4008,30.361327,-97.745377,377,102
4009,30.361012,-97.740816,215,1828
4010,30.356378,-97.739853,215,1828
4011,30.358546,-97.72989,426,735
4012,30.358987,-97.736949,928,544
4013,30.36718,-97.727689,1740,1580
4014,30.373517,-97.728859,240,1404
4015,30.374573,-97.731156,240,958
4016,30.348959,-97.734995,166,1711
4017,30.359302,-97.729689,426,1045
4018,30.361714,-97.729101,204,1045
4019,30.361289,-97.725224,204,449
4020,30.364196,-97.717298,1617,518
4021,30.364044,-97.733895,99,544
4022,30.37441,-97.729213,764,958
4023,30.362383,-97.719797,1224,449
4024,30.359475,-97.721065,890,449
4025,30.362701,-97.718471,1224,284
4026,30.356775,-97.716701,1224,284
4027,30.363054,-97.717743,817,801
4028,30.356393,-97.715739,817,801
4029,30.3596,-97.738119,928,544
4030,30.357715,-97.738588,1073,544
4031,30.350382,-97.734128,166,1711
4032,30.353154,-97.7409,1061,603
4033,30.356272,-97.74608,1101,1733
4034,30.354445,-97.736086,1042,1828
4035,30.356587,-97.736352,1073,544
4036,30.358103,-97.735243,928,544
4037,30.362398,-97.74395,1278,1733
4038,30.370462,-97.741445,325,1540
4039,30.364669,-97.742852,1278,1097
4040,30.367942,-97.741905,767,1097
4041,30.364389,-97.73935,781,1059
4042,30.366349,-97.738618,767,1059
4043,30.366928,-97.743349,1869,102
4044,30.370038,-97.741969,1082,608
4045,30.365087,-97.743307,1082,608
4046,30.363364,-97.739808,1151,1059
4047,30.36985,-97.737783,767,1059
4048,30.364478,-97.734807,767,544
4049,30.371937,-97.740588,984,1097
4050,30.370383,-97.742203,1049,702
4051,30.371856,-97.741099,1082,702
4052,30.372438,-97.737026,240,1987
4053,30.346675,-97.720609,237,1466
4054,30.349569,-97.722736,237,809
4055,30.352313,-97.722864,139,809
4056,30.351721,-97.721639,890,1053
4057,30.350117,-97.718243,890,1053
4058,30.349009,-97.726714,18,1711
4059,30.347472,-97.723446,237,376
4060,30.355278,-97.721113,890,1053
4061,30.367579,-97.727615,1740,1580
4062,30.372402,-97.726433,317,1404
4063,30.37104,-97.724007,317,1404
4064,30.369558,-97.721588,317,1986
4065,30.372876,-97.725947,81,958
4066,30.370603,-97.722031,81,1986
4067,30.360706,-97.723791,204,449
4068,30.369109,-97.718914,1617,518
4069,30.368429,-97.717663,1480,1967
4070,30.367134,-97.719645,317,1986
4071,30.371367,-97.721742,1480,1967
4072,30.371682,-97.72078,581,518
4073,30.368661,-97.71951,81,1986
4074,30.365424,-97.718433,81,1986
4075,30.362729,-97.728826,204,1045
4076,30.371068,-97.71978,581,518
4077,30.391444,-97.746324,846,146
4078,30.392667,-97.746644,846,1789
4079,30.391899,-97.746047,12,1599
4080,30.399251,-97.745793,12,1673
4081,30.39053,-97.744834,1460,1599
4082,30.390939,-97.734201,1253,1693
4083,30.394612,-97.73329,828,1693
4084,30.391019,-97.733849,833,1478
4085,30.393541,-97.733122,833,1478
4086,30.39118,-97.733383,833,1478
4087,30.39547,-97.732061,1378,1943
4088,30.390656,-97.746478,1540,1789
4089,30.393403,-97.73965,1375,1753
4090,30.390699,-97.739333,1375,1977
4091,30.392147,-97.734457,828,1693
4092,30.396168,-97.733467,1378,1943
4093,30.392673,-97.726566,1378,1943
4094,30.398312,-97.730988,1404,885
4095,30.4002,-97.730084,1404,1124
4096,30.398481,-97.732269,1404,885
4097,30.390878,-97.721548,140,1433
4098,30.396158,-97.732414,1404,1124
4099,30.404639,-97.726084,1945,885
4100,30.399964,-97.730802,1945,885
4101,30.399525,-97.718571,1252,860
4102,30.385977,-97.728418,1378,1943
4103,30.38369,-97.742412,846,835
4104,30.380152,-97.74057,1049,128
4105,30.382203,-97.740368,1096,690
4106,30.380201,-97.739898,846,835
4107,30.380956,-97.736293,846,1228
4108,30.380724,-97.739492,405,1204
4109,30.384152,-97.741447,1096,690
4110,30.3864,-97.743353,405,1599
4111,30.382093,-97.740562,984,709
4112,30.385299,-97.742632,405,1599
4113,30.386059,-97.74382,1049,395
4114,30.385418,-97.742039,1096,690
4115,30.39006,-97.734995,828,1977
4116,30.38081,-97.740178,764,709
4117,30.379193,-97.7359,1480,667
4118,30.384158,-97.735556,325,991
4119,30.382157,-97.737302,691,690
4120,30.384879,-97.735769,1253,1437
4121,30.382449,-97.735577,325,373
4122,30.384545,-97.734841,828,236
4123,30.38336,-97.735623,325,1228
4124,30.377659,-97.734652,405,1204
4125,30.384583,-97.736353,691,1437
4126,30.384612,-97.736118,1253,120
4127,30.383894,-97.736351,764,120
4128,30.387409,-97.7431,1157,1599
4129,30.389832,-97.744252,1157,1599
4130,30.387926,-97.744905,1554,395
4131,30.378828,-97.735425,1480,667
4132,30.388328,-97.735002,1253,120
4133,30.388172,-97.734541,833,1478
4134,30.387243,-97.734489,828,236
4135,30.387047,-97.735583,1253,120
4136,30.387862,-97.735454,691,1977
4137,30.389772,-97.733865,828,236
4138,30.400346,-97.745409,1115,1673
4139,30.403101,-97.745183,1115,1685
4140,30.397172,-97.735573,1375,1753
4141,30.397831,-97.746338,515,845
4142,30.405927,-97.745147,1115,1685
4143,30.400286,-97.74283,1115,1753
4144,30.399079,-97.73943,1375,1753
4145,30.402971,-97.746063,515,1200
4146,30.397182,-97.732347,1945,1693
4147,30.383302,-97.723823,908,1433
4148,30.382021,-97.720032,891,985
4149,30.403845,-97.726531,409,1124
4150,30.405343,-97.723673,409,1142
4151,30.406953,-97.720575,225,1142
4152,30.407883,-97.718522,409,1142
4153,30.310238,-97.711353,34,660
4154,30.31019,-97.708063,463,540
4155,30.3111,-97.70669,1527,1345
4156,30.289917,-97.679542,23,466
4157,30.313454,-97.69127,1140,268
4158,30.295766,-97.68215,1818,6
4159,30.293525,-97.677438,1697,1879
4160,30.306617,-97.685277,940,573
4161,30.312061,-97.687829,940,573
4162,30.310559,-97.709705,937,940
4163,30.307677,-97.711512,937,654
4164,30.311359,-97.709684,34,1393
4165,30.312961,-97.70782,627,1330
4166,30.30652,-97.711244,627,799
4167,30.313317,-97.706836,463,1330
4168,30.313856,-97.69229,69,268
4169,30.307503,-97.696177,69,573
4170,30.320168,-97.686875,1879,876
4171,30.32195,-97.679283,572,194
4172,30.321047,-97.684731,1879,876
4173,30.323406,-97.677336,776,1276
4174,30.322481,-97.684571,169,947
4175,30.323653,-97.681146,122,1534
4176,30.335011,-97.680084,669,436
4177,30.2857,-97.682225,23,466
4178,30.286261,-97.676871,1661,466
4179,30.304233,-97.681103,1141,6
4180,30.300804,-97.684753,940,1946
4181,30.311489,-97.685023,780,108
4182,30.308319,-97.670495,1141,1547
4183,30.310135,-97.661924,1518,539
4184,30.314406,-97.664065,353,1176
4185,30.309724,-97.661109,1406,1659
4186,30.316825,-97.662419,138,51
4187,30.319518,-97.665049,862,1601
4188,30.314463,-97.680654,320,108
4189,30.312053,-97.684323,780,108
4190,30.324701,-97.675862,1029,271
4191,30.321602,-97.686339,169,987
4192,30.309821,-97.666935,353,1176
4193,30.319049,-97.665932,1397,539
4194,30.332382,-97.686119,1374,889
4195,30.309873,-97.71043,937,940
4196,30.311912,-97.650264,449,1125
4197,30.308384,-97.652307,449,1125
4198,30.31489,-97.67373,1395,1176
4199,30.328801,-97.679354,122,1534
4200,30.328765,-97.678082,1817,1039
4201,30.332391,-97.687171,1172,802
4202,30.32851,-97.678312,1131,802
4203,30.330027,-97.680319,648,889
4204,30.332674,-97.685902,648,889
4205,30.331775,-97.686464,1374,628
4206,30.293827,-97.707533,389,431
4207,30.299917,-97.7117,389,431
4208,30.305753,-97.697286,1505,938
4209,30.30364,-97.698626,1401,1473
4210,30.301206,-97.691005,1401,1189
4211,30.283989,-97.6927,1642,1242
4212,30.28288,-97.699929,710,1242
4213,30.282283,-97.70365,1399,1871
4214,30.288941,-97.698191,710,92
4215,30.292024,-97.689005,1818,1946
4216,30.297891,-97.686729,1818,1946
4217,30.284396,-97.705,1399,121
4218,30.28608,-97.706096,448,121
4219,30.28528,-97.711037,1785,899
4220,30.281676,-97.707297,570,1871
4221,30.287403,-97.700943,448,121
4222,30.289011,-97.706953,883,121
4223,30.285292,-97.699802,710,1242
4224,30.290135,-97.710146,883,121
4225,30.282635,-97.701336,1399,1242
4226,30.290916,-97.699127,710,92
4227,30.305457,-97.71103,627,799
4228,30.308695,-97.709155,877,1929
4229,30.306633,-97.704863,877,1473
4230,30.305128,-97.712135,1415,799
4231,30.309855,-97.710808,34,660
4232,30.308811,-97.711673,1471,654
4233,30.282364,-97.684392,23,466
4234,30.300884,-97.690249,1505,1189
4235,30.32298,-97.703201,1951,825
4236,30.322029,-97.694297,1631,1747
4237,30.320525,-97.699297,415,1384
4238,30.320139,-97.695759,1918,1747
4239,30.321023,-97.698005,649,876
4240,30.320538,-97.69277,1879,876
4241,30.323602,-97.693305,171,1254
4242,30.328651,-97.695283,1027,1254
4243,30.3271,-97.704494,1027,973
4244,30.321668,-97.711493,997,1082
4245,30.327633,-97.706925,479,893
4246,30.326407,-97.706281,479,972
4247,30.323886,-97.707461,479,893
4248,30.324716,-97.704865,198,1919
4249,30.329182,-97.705906,479,972
4250,30.330932,-97.704343,1303,1251
4251,30.323866,-97.70584,198,1392
4252,30.337415,-97.699435,609,1298
4253,30.341625,-97.696741,725,43
4254,30.315714,-97.696106,69,1495
4255,30.316998,-97.69931,1918,1384
4256,30.321278,-97.693037,1631,987
4257,30.322084,-97.70182,1951,825
4258,30.325779,-97.691914,171,1254
4259,30.327962,-97.694146,171,1254
4260,30.328741,-97.690073,1374,628
4261,30.330931,-97.700418,248,1251
4262,30.334722,-97.701083,248,1298
4263,30.339322,-97.698138,609,43
4264,30.336173,-97.693107,1665,409
4265,30.324382,-97.689035,169,1271
4266,30.326825,-97.687624,169,1271
4267,30.327835,-97.702174,248,973
4268,30.324231,-97.69463,171,1254
4269,30.325901,-97.708609,997,1923
4270,30.334214,-97.69178,1374,628
4271,30.315419,-97.701136,1527,1769
4272,30.316953,-97.706922,646,1392
4273,30.321618,-97.704049,649,1310
4274,30.319086,-97.707979,1587,514
4275,30.318002,-97.708101,1587,1393
4276,30.320402,-97.707975,1587,514
4277,30.320888,-97.705478,1587,1244
4278,30.322606,-97.707651,479,893
4279,30.323022,-97.705048,198,1919
4280,30.322574,-97.706824,243,972
4281,30.314329,-97.708189,243,1393
4282,30.31785,-97.705946,646,1244
4283,30.315618,-97.706326,463,1822
4284,30.31821,-97.702235,415,1384
4285,30.32062,-97.700657,415,1384
4286,30.31453,-97.707302,547,1330
4287,30.316027,-97.708322,34,1393
4288,30.31975,-97.710179,1570,514
4289,30.321848,-97.710822,997,1923
4290,30.322116,-97.709827,399,415
4291,30.316721,-97.703998,1527,1769
4292,30.320676,-97.701459,94,191
4293,30.320796,-97.703176,94,191
4294,30.335896,-97.71048,921,556
4295,30.335612,-97.703334,302,1408
4296,30.333057,-97.705022,302,761
4297,30.329668,-97.706496,479,761
4298,30.334184,-97.703324,302,1408
4299,30.334558,-97.702153,1303,1298
4300,30.337165,-97.701467,1605,954
4301,30.333332,-97.705551,921,37
4302,30.33049,-97.706508,998,37
4303,30.32943,-97.70401,1303,1251
4304,30.332062,-97.702825,248,1251
4305,30.328697,-97.704245,1027,973
4306,30.341165,-97.703869,826,1173
4307,30.33851,-97.701502,826,1173
4308,30.31989,-97.693895,765,1747
4309,30.31989,-97.692073,765,1747
4310,30.320108,-97.688559,1140,947
4311,30.321926,-97.692126,1631,987
4312,30.322191,-97.688857,169,947
4313,30.313183,-97.690581,1140,268
4314,30.33548,-97.683978,648,1419
4315,30.333629,-97.690475,1374,628
4316,30.334783,-97.690191,648,409
4317,30.293381,-97.673043,1697,1879
4318,30.292377,-97.663885,1426,1694
4319,30.300532,-97.672864,1141,6
4320,30.304646,-97.66425,1697,1176
4321,30.302369,-97.660084,1644,421
4322,30.302693,-97.66126,565,1682
4323,30.284927,-97.661811,512,1800
4324,30.283689,-97.671599,551,1884
4325,30.286181,-97.6689,551,1884
4326,30.286368,-97.670191,839,874
4327,30.286441,-97.674977,839,874
4328,30.29052,-97.672613,839,874
4329,30.288426,-97.669068,839,874
4330,30.30782,-97.67303,1141,1547
4331,30.307523,-97.677988,1141,1547
4332,30.308585,-97.669013,353,1547
4333,30.284509,-97.65972,512,1800
4334,30.28123,-97.660393,512,1800
4335,30.280156,-97.661512,512,1800
4336,30.302674,-97.656988,449,421
4337,30.309099,-97.654129,449,188
4338,30.326282,-97.673713,1181,499
4339,30.327082,-97.674774,885,778
4340,30.327153,-97.668708,199,271
4341,30.326598,-97.668199,776,1276
4342,30.325919,-97.674575,1168,499
4343,30.320886,-97.659773,1458,51
4344,30.326601,-97.67447,1817,1039
4345,30.326379,-97.674654,1131,290
4346,30.327588,-97.677151,1168,290
4347,30.328359,-97.676654,1817,778
4348,30.323128,-97.67605,572,194
4349,30.324318,-97.672454,363,194
4350,30.324634,-97.671539,1181,194
4351,30.318371,-97.679867,320,108
4352,30.323456,-97.670929,363,290
4353,30.323327,-97.67025,1181,1222
4354,30.324832,-97.677375,1029,1534
4355,30.323016,-97.669486,1181,194
4356,30.322776,-97.670457,363,539
4357,30.333725,-97.677994,286,436
4358,30.335676,-97.678559,669,1153
4359,30.335411,-97.66908,1033,1153
4360,30.329883,-97.667088,1033,1156
4361,30.330579,-97.672592,885,1156
4362,30.328982,-97.673778,885,1156
4363,30.332483,-97.679633,286,436
4364,30.328076,-97.676095,885,778
4365,30.319195,-97.660866,138,51
4366,30.371583,-97.710858,1521,1516
4367,30.376973,-97.709878,1521,1725
4368,30.375623,-97.700247,7,531
4369,30.377251,-97.70001,7,531
4370,30.354354,-97.68169,800,1717
4371,30.352414,-97.678628,269,665
4372,30.360613,-97.684684,610,932
4373,30.366049,-97.681247,610,932
4374,30.365679,-97.682373,610,932
4375,30.37345,-97.677494,610,1214
4376,30.379405,-97.682053,1511,1839
4377,30.381612,-97.686121,1402,1839
4378,30.372053,-97.69149,1402,61
4379,30.386307,-97.683767,1402,1839
4380,30.399134,-97.679034,1402,1135
4381,30.3722,-97.68021,1233,1904
4382,30.366673,-97.683664,1909,956
4383,30.372571,-97.678995,1543,1904
4384,30.364326,-97.684116,1543,954
4385,30.375187,-97.672028,800,1238
4386,30.376399,-97.674626,1124,1214
4387,30.378845,-97.681021,1511,1839
4388,30.376232,-97.677561,1233,1904
4389,30.375088,-97.677379,1543,1904
4390,30.372525,-97.677118,610,1214
4391,30.380319,-97.673633,27,1214
4392,30.383331,-97.673659,1295,650
4393,30.3734,-97.663247,386,1238
4394,30.374144,-97.669794,354,1238
4395,30.378411,-97.666521,354,1238
4396,30.361885,-97.679328,269,665
4397,30.355992,-97.683184,269,1717
4398,30.361855,-97.709533,1391,477
4399,30.359423,-97.704104,1391,477
4400,30.359656,-97.698534,1618,238
4401,30.35748,-97.699778,1581,1342
4402,30.350356,-97.69398,1250,841
4403,30.360618,-97.693354,1501,841
4404,30.353257,-97.705262,1501,1342
4405,30.359052,-97.685671,610,932
4406,30.362796,-97.696762,1618,238
4407,30.364998,-97.701203,1342,872
4408,30.364583,-97.695756,1618,956
4409,30.366606,-97.700189,1342,45
4410,30.360039,-97.692269,1250,841
4411,30.35837,-97.688887,1250,841
4412,30.366853,-97.700722,1342,45
4413,30.359977,-97.685992,977,995
4414,30.365309,-97.684517,1909,841
4415,30.350236,-97.713028,1767,1133
4416,30.351092,-97.712449,1767,1177
4417,30.35443,-97.703913,1581,1342
4418,30.345573,-97.707277,1675,1026
4419,30.34773,-97.710661,1191,1233
4420,30.345573,-97.706022,1675,1233
4421,30.346353,-97.712488,359,1193
4422,30.348228,-97.711238,359,452
4423,30.345942,-97.710213,777,801
4424,30.346936,-97.71328,359,1193
4425,30.348919,-97.711753,359,452
4426,30.346655,-97.710042,1675,1133
4427,30.349688,-97.712008,1767,452
4428,30.367433,-97.706184,1391,1516
4429,30.36904,-97.705431,7,1516
4430,30.365189,-97.701594,1342,45
4431,30.364905,-97.707672,1391,26
4432,30.37087,-97.709336,1521,1516
4433,30.363468,-97.712885,24,464
4434,30.351975,-97.690174,977,995
4435,30.348201,-97.692554,1665,1939
4436,30.357307,-97.686743,977,932
4437,30.355249,-97.683366,1400,1717
4438,30.355683,-97.684078,1657,1717
4439,30.355361,-97.682261,1400,1717
4440,30.353104,-97.685992,1657,1717
4441,30.358347,-97.686153,977,932
4442,30.35481,-97.682544,1400,1717
4443,30.370957,-97.692104,1618,956
4444,30.392076,-97.707934,1749,1467
4445,30.387461,-97.698456,111,1013
4446,30.385886,-97.695512,111,531
4447,30.39811,-97.704036,1482,1735
4448,30.400335,-97.702582,1482,1735
4449,30.388683,-97.710122,1749,1467
4450,30.382191,-97.709561,1521,985
4451,30.378407,-97.706304,1521,1725
4452,30.400311,-97.707452,1482,1735
4453,30.358571,-97.670468,800,125
4454,30.362684,-97.668125,386,125
4455,30.372294,-97.665463,386,125
4456,30.358514,-97.674798,269,665
4457,30.344808,-97.674314,1091,265
4458,30.35637,-97.671858,800,665
4459,30.350479,-97.675576,1091,665
4460,30.345585,-97.677071,1091,665
4461,30.363857,-97.679043,269,1238
4462,30.395723,-97.672955,1295,650
4463,30.384349,-97.674249,1124,650
4464,30.396128,-97.67138,27,1596
4465,30.39548,-97.670307,27,1596
4466,30.380967,-97.672507,27,1214
4467,30.396761,-97.672592,1295,650
4468,30.398475,-97.671595,13,226
4469,30.392208,-97.66119,13,1857
4470,30.393151,-97.653868,121,1979
4471,30.377232,-97.676904,1124,1904
4472,30.379816,-97.672884,1124,1214
4473,30.401546,-97.67888,575,1135
4474,30.400589,-97.676574,575,1135
4475,30.399285,-97.674571,575,226
4476,30.404124,-97.67596,315,114
4477,30.402029,-97.673979,665,1596
4478,30.402853,-97.673361,13,226
4479,30.405365,-97.673503,13,1434
4480,30.382004,-97.661142,182,819
4481,30.390634,-97.658879,182,819
4482,30.182514,-97.540951,1723,1721
4483,30.222104,-97.632903,1596,1055
4484,30.257058,-97.611354,1596,1630
4485,30.247968,-97.579125,514,483
4486,30.157766,-97.59934,983,211
4487,30.177262,-97.639538,1753,963
4488,30.163145,-97.636769,150,1598
4489,30.202109,-97.637544,788,580
4490,30.261929,-97.620468,1634,1920
4491,30.274339,-97.63525,1438,949
4492,30.262993,-97.62151,1355,949
4493,30.248544,-97.560827,514,681
4494,30.255091,-97.555928,3,681
4495,30.256684,-97.554974,1079,884
4496,30.342829,-97.615454,183,701
4497,30.346027,-97.613586,183,1398
4498,30.352483,-97.639109,1995,1038
4499,30.358734,-97.60582,95,1908
4500,30.343886,-97.579923,1103,360
4501,30.342182,-97.570596,1920,1429
4502,30.342352,-97.585073,740,959
4503,30.340873,-97.557365,661,1095
4504,30.343072,-97.542135,1500,579
4505,30.378256,-97.583616,455,1317
4506,30.34856,-97.558961,1781,1498
4507,30.342048,-97.568912,661,1095
4508,30.366481,-97.566501,295,1317
4509,30.385635,-97.584546,455,1317
4510,30.349038,-97.538265,592,579
4511,30.290951,-97.627772,180,1296
4512,30.322023,-97.630316,757,199
4513,30.2983,-97.623014,1201,1455
4514,30.311584,-97.614485,1201,600
4515,30.32621,-97.605033,1308,600
4516,30.338515,-97.618409,1800,701
4517,30.297339,-97.640996,180,1485
4518,30.286378,-97.63067,1853,222
4519,30.294123,-97.625719,757,199
4520,30.299094,-97.64632,180,1485
4521,30.330815,-97.62313,1800,1892
4522,30.334312,-97.621131,1800,17
4523,30.352404,-97.615769,183,34
4524,30.375829,-97.62828,681,1348
4525,30.364442,-97.628657,1056,1302
4526,30.390038,-97.624432,1212,1739
4527,30.381294,-97.606003,1212,440
4528,30.367186,-97.615171,1674,302
4529,30.365429,-97.617722,1056,302
4530,30.378277,-97.635707,1715,213
4531,30.364355,-97.612439,95,34
4532,30.362644,-97.629357,1056,1302
4533,30.394418,-97.644066,796,495
4534,30.40338,-97.638272,796,1109
4535,30.352565,-97.61191,461,1398
4536,30.394636,-97.595064,1212,1463
4537,30.305063,-97.563979,924,1566
4538,30.337437,-97.558221,1989,879
4539,30.321883,-97.542475,1699,1940
4540,30.304888,-97.530454,636,686
4541,30.30054,-97.527943,636,686
4542,30.338695,-97.525887,373,579
4543,30.38719,-97.553175,1957,710
4544,30.373788,-97.561842,295,763
4545,30.380946,-97.540065,1957,1474
4546,30.367369,-97.528273,797,901
4547,30.402272,-97.530808,88,1450
4548,30.510388,-98.038942,653,1559
4549,30.47257,-97.780251,1493,227
4550,30.474049,-97.773758,26,227
4551,30.474812,-97.774529,895,1180
4552,30.473105,-97.78044,1493,1180
4553,30.471878,-97.783285,530,1763
4554,30.474461,-97.770869,530,1763
4555,30.45312,-97.77596,393,520
4556,30.451496,-97.780649,393,840
4557,30.664729,-97.922419,1638,257
4558,30.674549,-97.933511,278,33
4559,30.667956,-97.911038,174,1545
4560,30.682241,-97.893854,1776,1634
4561,30.428919,-97.78237,1597,555
4562,30.432049,-97.776088,318,555
4563,30.445967,-97.779272,1457,1715
4564,30.450154,-97.784945,1432,694
4565,30.4565,-97.776623,1070,737
4566,30.463153,-97.779733,1070,227
4567,30.508765,-97.789636,1786,966
4568,30.507764,-97.775032,699,662
4569,30.537217,-97.776255,1502,382
4570,30.662809,-97.879073,1334,396
4571,30.688883,-97.878742,1776,1634
4572,30.590239,-97.804445,1710,818
4573,30.596977,-97.76432,425,818
4574,30.576287,-97.783603,425,1765
4575,30.582212,-97.776335,425,389
4576,30.688299,-97.832567,112,1313
4577,30.63684,-97.798583,157,388
4578,30.634317,-97.779071,157,388
4579,30.660277,-97.947207,1638,1819
4580,30.68251,-97.849655,112,1313
4581,30.666478,-97.868297,1334,361
4582,30.7129,-97.797916,1613,557
4583,30.705619,-97.777088,1613,878
4584,30.714424,-97.766509,1019,878
4585,30.733725,-97.794622,1982,599
4586,30.720897,-97.773644,1356,1199
4587,30.779696,-97.792564,1984,1199
4588,30.784815,-97.776718,1984,820
4589,30.819274,-97.777995,1562,820
4590,30.844098,-97.784946,897,1381
4591,30.852156,-97.746004,897,1381
4592,30.539889,-97.779875,1502,382
4593,30.567858,-97.776853,898,759
4594,30.66944,-97.737971,58,1216
4595,30.682861,-97.717634,694,330
4596,30.666229,-97.665892,229,1472
4597,30.674023,-97.662287,543,1502
4598,30.670135,-97.66586,290,1502
4599,30.674998,-97.621543,1838,1714
4600,30.676805,-97.542356,927,1374
4601,30.659603,-97.538345,1950,341
4602,30.677696,-97.53097,369,1374
4603,30.738582,-97.774019,1222,1199
4604,30.673487,-97.701638,694,76
4605,30.675055,-97.669762,958,925
4606,30.667619,-97.669401,229,925
4607,30.675336,-97.664613,958,925
4608,30.675304,-97.662512,290,1502
4609,30.676516,-97.662888,1672,925
4610,30.661745,-97.672155,458,925
4611,30.835002,-97.790807,312,1306
4612,30.86635,-97.801423,897,1224
4613,30.669994,-97.633275,1838,1714
4614,30.674731,-97.585937,1788,1962
4615,30.668111,-97.583107,1788,1962
4616,30.474651,-97.770795,650,1180
4617,30.471985,-97.783326,650,1180
4618,30.441101,-97.782399,75,1386
4619,30.439185,-97.779349,620,1386
