id,lat,long,cluster
1,30.550045,-97.861763,166
2,30.595955,-97.873341,1312
3,30.537706,-97.842574,285
4,30.531993,-97.967226,1456
5,30.49655,-97.901257,902
6,30.460701,-97.882086,745
7,30.498174,-97.827879,294
8,30.434403,-98.083907,1460
9,30.488843,-98.053644,1288
10,30.405429,-97.968645,849
11,30.367501,-98.056627,773
12,30.421566,-97.941993,531
13,30.416288,-97.888347,425
14,30.449261,-97.839977,745
15,30.398674,-97.83899,135
16,30.33372,-98.076591,773
17,30.320471,-97.972406,892
18,30.349621,-98.009337,153
19,30.367501,-97.984566,905
20,30.382464,-97.926677,531
21,30.351176,-97.937276,531
22,30.373525,-97.86814,623
23,30.374974,-97.834683,781
24,30.351794,-97.845706,623
25,30.221922,-97.974997,548
26,30.292875,-97.964299,892
27,30.32358,-97.939978,892
28,30.343668,-97.905759,526
29,30.321831,-97.89921,526
30,30.653697,-97.705243,450
31,30.344763,-97.869942,526
32,30.332143,-97.858595,341
33,30.318718,-97.841425,397
34,30.30131,-97.832125,804
35,30.304379,-97.919182,811
36,30.298805,-97.888816,1264
37,30.352597,-97.921387,526
38,30.308173,-97.871556,341
39,30.351189,-97.779089,885
40,30.384802,-97.744053,587
41,30.288711,-97.833651,1365
42,30.286234,-97.902792,161
43,30.272366,-98.013199,673
44,30.286428,-97.879621,1104
45,30.267169,-97.899068,1016
46,30.287223,-97.86426,1104
47,30.513457,-97.665825,502
48,30.308846,-97.703502,379
49,30.286457,-97.843688,57
50,30.279555,-97.836009,57
51,30.205053,-97.932402,1338
52,30.273341,-97.873192,1016
53,30.196482,-97.909655,606
54,30.172804,-97.901713,831
55,30.260857,-97.851746,1157
56,30.259205,-97.829376,347
57,30.247459,-97.825581,999
58,30.235346,-97.819398,716
59,30.25396,-97.895281,409
60,30.24144,-97.879541,746
61,30.246756,-97.872037,746
62,30.245081,-97.858211,1185
63,30.240247,-97.852166,725
64,30.267416,-97.928478,161
65,30.237106,-97.93101,577
66,30.244016,-97.915824,1375
67,30.249879,-97.909155,409
68,30.238308,-97.892018,284
69,30.244942,-97.985156,11
70,30.250014,-97.943499,577
71,30.209143,-97.954558,548
72,30.21593,-97.947086,11
73,30.221875,-97.905353,194
74,30.210384,-97.884729,1354
75,30.222138,-97.883969,194
76,30.22221,-97.928999,577
77,30.230631,-97.858915,474
78,30.229226,-97.850001,1067
79,30.232836,-97.839501,80
80,30.224841,-97.835974,1171
81,30.225853,-97.862221,474
82,30.217987,-97.865677,474
83,30.220626,-97.849136,994
84,30.214768,-97.858294,353
85,30.214574,-97.836175,1052
86,30.206238,-97.845563,496
87,30.39592,-97.773059,1474
88,30.20472,-97.872225,1354
89,30.188692,-97.858353,1295
90,30.194893,-97.937337,1338
91,30.209985,-97.920445,606
92,30.191616,-97.895714,635
93,30.179056,-97.914187,831
94,30.183883,-97.890011,955
95,30.342242,-97.809077,424
96,30.166515,-97.868659,1295
97,30.152804,-97.866404,124
98,30.204417,-97.829257,552
99,30.188004,-97.841393,842
100,30.17107,-97.842194,1308
101,30.164297,-97.854535,709
102,30.133666,-97.842915,223
103,30.599148,-97.832171,515
104,30.579994,-97.799189,907
105,30.589421,-97.756155,1079
106,30.614041,-97.692748,36
107,30.627603,-97.663039,1141
108,30.575265,-97.671384,1200
109,30.569989,-97.644672,628
110,30.522036,-97.803089,93
111,30.518674,-97.768768,314
112,30.527329,-97.737027,186
113,30.542739,-97.739952,1420
114,30.540723,-97.693987,472
115,30.544608,-97.683218,1441
116,30.550837,-97.664092,551
117,30.480535,-97.811989,168
118,30.471692,-97.806242,864
119,30.500992,-97.793977,1211
120,30.483751,-97.758083,1198
121,30.506262,-97.733466,1095
122,30.516396,-97.710151,807
123,30.526432,-97.699474,752
124,30.529538,-97.693185,810
125,30.530948,-97.677935,148
126,30.537547,-97.657977,1368
127,30.537873,-97.628339,1172
128,30.525447,-97.687699,310
129,30.522907,-97.674702,448
130,30.527937,-97.660354,1368
131,30.514658,-97.684306,310
132,30.517125,-97.675414,966
133,30.468471,-97.609093,452
134,30.51606,-97.649805,70
135,30.520364,-97.690696,443
136,30.510451,-97.681971,1154
137,30.512392,-97.675429,502
138,30.516269,-97.659832,464
139,30.477235,-97.748408,87
140,30.499365,-97.699917,1081
141,30.506831,-97.681264,1321
142,30.489825,-97.687935,1044
143,30.500887,-97.678514,1305
144,30.503811,-97.668835,464
145,30.505463,-97.648706,1463
146,30.512273,-97.621085,260
147,30.481309,-97.698393,823
148,30.482178,-97.683939,802
149,30.488674,-97.669035,736
150,30.492029,-97.631009,1459
151,30.454371,-97.816014,32
152,30.460688,-97.804425,992
153,30.463568,-97.786828,1458
154,30.469152,-97.769391,1267
155,30.465101,-97.734708,835
156,30.473658,-97.703262,197
157,30.460659,-97.68639,1423
158,30.453786,-97.671883,1120
159,30.467254,-97.654187,1102
160,30.460126,-97.635163,1102
161,30.452107,-97.799555,1409
162,30.443651,-97.78093,674
163,30.45527,-97.785175,455
164,30.458188,-97.771871,217
165,30.449527,-97.776564,63
166,30.452449,-97.763846,1492
167,30.453141,-97.704426,1230
168,30.446519,-97.76236,558
169,30.442063,-97.755978,835
170,30.442247,-97.731102,1118
171,30.43446,-97.712671,1230
172,30.444289,-97.681327,1269
173,30.431584,-97.679807,1269
174,30.43806,-97.654831,886
175,30.429712,-97.632319,106
176,30.446884,-97.613692,1490
177,30.412276,-97.756928,1012
178,30.440343,-97.825646,775
179,30.433092,-97.812579,1268
180,30.426198,-97.80419,1409
181,30.440545,-97.792283,674
182,30.430965,-97.790268,457
183,30.432578,-97.745077,1118
184,30.419188,-97.836201,775
185,30.409079,-97.806945,449
186,30.418049,-97.785683,1306
187,30.44012,-97.782925,236
188,30.427536,-97.772391,722
189,30.416096,-97.776502,601
190,30.421041,-97.757609,601
191,30.422727,-97.734935,911
192,30.421209,-97.724833,1128
193,30.419626,-97.687169,1140
194,30.474927,-97.628126,452
195,30.402543,-97.774264,1474
196,30.393165,-97.763188,98
197,30.405087,-97.764003,646
198,30.40121,-97.75365,1303
199,30.407812,-97.737938,911
200,30.416374,-97.713136,1130
201,30.401368,-97.723123,1270
202,30.400383,-97.71107,879
203,30.412333,-97.7016,879
204,30.406628,-97.684758,604
205,30.396503,-97.676128,435
206,30.402956,-97.652095,827
207,30.385822,-97.629909,390
208,30.398609,-97.616178,199
209,30.420193,-97.603293,107
210,30.396551,-97.82942,135
211,30.271191,-97.642884,1330
212,30.395144,-97.78675,449
213,30.393237,-97.800872,250
214,30.391578,-97.752089,98
215,30.394219,-97.74096,788
216,30.38687,-97.738158,1114
217,30.384116,-97.728635,1270
218,30.379353,-97.722328,1495
219,30.380339,-97.706944,243
220,30.395126,-97.69242,243
221,30.384254,-97.678624,24
222,30.380068,-97.668098,897
223,30.383394,-97.660601,747
224,30.373993,-97.650303,708
