,lat,long,cluster
1,30.550045,-97.861763,695
2,30.595955,-97.873341,187
3,30.537706,-97.842574,184
4,30.531993,-97.967226,544
5,30.49655,-97.901257,571
6,30.460701,-97.882086,431
7,30.498174,-97.827879,240
8,30.434403,-98.083907,78
9,30.488843,-98.053644,242
10,30.405429,-97.968645,54
11,30.367501,-98.056627,153
12,30.421566,-97.941993,644
13,30.416288,-97.888347,677
14,30.449261,-97.839977,126
15,30.398674,-97.83899,30
16,30.33372,-98.076591,153
17,30.320471,-97.972406,20
18,30.349621,-98.009337,46
19,30.367501,-97.984566,357
20,30.382464,-97.926677,350
21,30.351176,-97.937276,309
22,30.373525,-97.86814,200
23,30.374974,-97.834683,288
24,30.351794,-97.845706,625
25,30.221922,-97.974997,43
26,30.292875,-97.964299,20
27,30.32358,-97.939978,724
28,30.343668,-97.905759,309
29,30.321831,-97.89921,648
30,30.653697,-97.705243,576
31,30.344763,-97.869942,425
32,30.332143,-97.858595,425
33,30.318718,-97.841425,311
34,30.30131,-97.832125,522
35,30.304379,-97.919182,214
36,30.298805,-97.888816,648
37,30.352597,-97.921387,309
38,30.308173,-97.871556,110
39,30.351189,-97.779089,346
40,30.384802,-97.744053,640
41,30.288711,-97.833651,620
42,30.286234,-97.902792,438
43,30.272366,-98.013199,347
44,30.286428,-97.879621,328
45,30.267169,-97.899068,388
46,30.287223,-97.86426,328
47,30.513457,-97.665825,385
48,30.308846,-97.703502,189
49,30.286457,-97.843688,620
50,30.279555,-97.836009,620
51,30.205053,-97.932402,413
52,30.273341,-97.873192,328
53,30.196482,-97.909655,596
54,30.172804,-97.901713,746
55,30.260857,-97.851746,737
56,30.259205,-97.829376,163
57,30.247459,-97.825581,119
58,30.235346,-97.819398,119
59,30.25396,-97.895281,388
60,30.24144,-97.879541,353
61,30.246756,-97.872037,353
62,30.245081,-97.858211,9
63,30.240247,-97.852166,9
64,30.267416,-97.928478,438
65,30.237106,-97.93101,584
66,30.244016,-97.915824,70
67,30.249879,-97.909155,70
68,30.238308,-97.892018,135
69,30.244942,-97.985156,367
70,30.250014,-97.943499,248
71,30.209143,-97.954558,704
72,30.21593,-97.947086,704
73,30.221875,-97.905353,577
74,30.210384,-97.884729,581
75,30.222138,-97.883969,577
76,30.22221,-97.928999,584
77,30.230631,-97.858915,600
78,30.229226,-97.850001,631
79,30.232836,-97.839501,631
80,30.224841,-97.835974,460
81,30.225853,-97.862221,600
82,30.217987,-97.865677,600
83,30.220626,-97.849136,460
84,30.214768,-97.858294,195
85,30.214574,-97.836175,460
86,30.206238,-97.845563,732
87,30.39592,-97.773059,530
88,30.20472,-97.872225,581
89,30.188692,-97.858353,45
90,30.194893,-97.937337,413
91,30.209985,-97.920445,596
92,30.191616,-97.895714,746
93,30.179056,-97.914187,132
94,30.183883,-97.890011,477
95,30.342242,-97.809077,47
96,30.166515,-97.868659,370
97,30.152804,-97.866404,257
98,30.204417,-97.829257,227
99,30.188004,-97.841393,732
100,30.17107,-97.842194,583
101,30.164297,-97.854535,370
102,30.133666,-97.842915,499
103,30.599148,-97.832171,275
104,30.579994,-97.799189,518
105,30.589421,-97.756155,391
106,30.614041,-97.692748,48
107,30.627603,-97.663039,361
108,30.575265,-97.671384,556
109,30.569989,-97.644672,597
110,30.522036,-97.803089,665
111,30.518674,-97.768768,525
112,30.527329,-97.737027,212
113,30.542739,-97.739952,212
114,30.540723,-97.693987,741
115,30.544608,-97.683218,741
116,30.550837,-97.664092,549
117,30.480535,-97.811989,465
118,30.471692,-97.806242,457
119,30.500992,-97.793977,66
120,30.483751,-97.758083,626
121,30.506262,-97.733466,603
122,30.516396,-97.710151,628
123,30.526432,-97.699474,628
124,30.529538,-97.693185,168
125,30.530948,-97.677935,168
126,30.537547,-97.657977,549
127,30.537873,-97.628339,10
128,30.525447,-97.687699,168
129,30.522907,-97.674702,385
130,30.527937,-97.660354,385
131,30.514658,-97.684306,32
132,30.517125,-97.675414,385
133,30.468471,-97.609093,360
134,30.51606,-97.649805,435
135,30.520364,-97.690696,168
136,30.510451,-97.681971,32
137,30.512392,-97.675429,385
138,30.516269,-97.659832,435
139,30.477235,-97.748408,447
140,30.499365,-97.699917,368
141,30.506831,-97.681264,32
142,30.489825,-97.687935,604
143,30.500887,-97.678514,472
144,30.503811,-97.668835,472
145,30.505463,-97.648706,435
146,30.512273,-97.621085,420
147,30.481309,-97.698393,83
148,30.482178,-97.683939,604
149,30.488674,-97.669035,152
150,30.492029,-97.631009,80
151,30.454371,-97.816014,643
152,30.460688,-97.804425,457
153,30.463568,-97.786828,6
154,30.469152,-97.769391,237
155,30.465101,-97.734708,663
156,30.473658,-97.703262,83
157,30.460659,-97.68639,730
158,30.453786,-97.671883,18
159,30.467254,-97.654187,627
160,30.460126,-97.635163,546
161,30.452107,-97.799555,731
162,30.443651,-97.78093,143
163,30.45527,-97.785175,437
164,30.458188,-97.771871,237
165,30.449527,-97.776564,143
166,30.452449,-97.763846,496
167,30.453141,-97.704426,730
168,30.446519,-97.76236,496
