minute,type,VMT,origin_walk,dest_walk,total_walk
0,Arrival,85715.52,29.92,0.0,29.92
0,Reallocation,78397.43999999997,0.0,0.0,0.0
0,Ride,66060.192,26.4,13.728,40.128
1,Arrival,80511.2,0.0,55.733333333333334,55.733333333333334
1,Reallocation,73708.8,0.0,0.0,0.0
1,Ride,87978.0,0.0,0.0,0.0
1,Rideshare,88321.2,0.0,0.0,0.0
2,Arrival,78259.65714285712,103.08571428571429,0.0,103.08571428571429
2,Reallocation,78672.00000000001,0.0,0.0,0.0
2,Ride,60139.2,0.0,92.4,92.4
2,Rideshare,129901.19999999998,0.0,0.0,0.0
3,Arrival,68950.20000000001,132.0,0.0,132.0
3,Reallocation,139655.99999999997,0.0,0.0,0.0
3,Ride,115975.19999999998,0.0,0.0,0.0
3,Rideshare,115315.20000000001,554.4000000000001,0.0,554.4000000000001
4,Arrival,64043.466666666674,64.53333333333333,26.4,90.93333333333334
4,Reallocation,93544.0,0.0,0.0,0.0
4,Ride,97986.23999999999,0.0,0.0,0.0
4,Rideshare,51462.4,0.0,0.0,0.0
5,Arrival,69586.62857142856,158.4,49.028571428571425,207.42857142857142
5,Reallocation,91872.00000000003,0.0,0.0,0.0
5,Ride,73101.59999999999,0.0,0.0,0.0
6,Arrival,76578.85714285714,0.0,52.800000000000004,52.800000000000004
6,Reallocation,77158.39999999998,0.0,0.0,0.0
6,Ride,95884.80000000002,0.0,0.0,0.0
7,Arrival,94689.03529411764,0.0,21.741176470588236,21.741176470588236
7,Reallocation,99752.4,0.0,0.0,0.0
7,Ride,81576.0,0.0,171.60000000000002,171.60000000000002
8,Arrival,80932.79999999999,0.0,0.0,0.0
8,Reallocation,103477.43999999999,0.0,0.0,0.0
8,Ride,119380.80000000002,0.0,0.0,0.0
8,Rideshare,93033.59999999999,0.0,0.0,0.0
9,Arrival,92442.24,34.32,0.0,34.32
9,Reallocation,74764.8,0.0,0.0,0.0
9,Ride,110391.59999999999,0.0,0.0,0.0
9,Rideshare,87130.55999999998,0.0,0.0,0.0
10,Arrival,97630.30588235296,52.800000000000004,0.0,52.800000000000004
10,Reallocation,156763.19999999998,0.0,0.0,0.0
10,Ride,55545.600000000006,0.0,0.0,0.0
10,Rideshare,50564.799999999996,0.0,0.0,0.0
11,Arrival,86588.22857142857,120.68571428571428,37.714285714285715,158.4
11,Reallocation,125281.20000000001,0.0,0.0,0.0
11,Ride,82755.2,0.0,0.0,0.0
12,Arrival,107316.0,0.0,110.88000000000002,110.88000000000002
12,Reallocation,113493.6,0.0,0.0,0.0
12,Ride,104940.0,0.0,0.0,0.0
12,Rideshare,144038.40000000002,0.0,0.0,0.0
13,Arrival,112824.79999999999,26.400000000000002,0.0,26.400000000000002
13,Reallocation,121123.19999999998,0.0,0.0,0.0
13,Ride,96113.59999999998,457.59999999999997,0.0,457.59999999999997
13,Rideshare,118852.79999999999,0.0,0.0,0.0
14,Arrival,113735.59999999998,149.60000000000002,30.8,180.4
14,Reallocation,85272.0,0.0,0.0,0.0
14,Ride,36220.8,0.0,0.0,0.0
15,Arrival,94605.17647058825,40.37647058823529,0.0,40.37647058823529
15,Reallocation,111038.4,0.0,0.0,0.0
15,Ride,104755.20000000001,0.0,0.0,0.0
16,Arrival,99882.5142857143,0.0,0.0,0.0
16,Reallocation,117656.00000000001,0.0,0.0,0.0
16,Ride,70197.59999999998,0.0,660.0,660.0
16,Rideshare,226168.79999999996,0.0,0.0,0.0
17,Arrival,121786.13333333336,0.0,82.13333333333334,82.13333333333334
17,Reallocation,110299.2,0.0,0.0,0.0
17,Ride,44246.399999999994,0.0,0.0,0.0
17,Rideshare,95497.59999999999,0.0,0.0,0.0
18,Arrival,125954.4,0.0,73.92,73.92
18,Reallocation,127371.20000000001,0.0,0.0,0.0
18,Ride,57789.59999999999,0.0,0.0,0.0
19,Arrival,116219.4,0.0,0.0,0.0
19,Reallocation,110447.04,0.0,0.0,0.0
19,Ride,124143.36000000002,73.92,73.92,147.84
19,Rideshare,66660.0,0.0,0.0,0.0
20,Arrival,88266.0705882353,62.11764705882353,0.0,62.11764705882353
20,Reallocation,86196.0,0.0,0.0,0.0
20,Ride,39420.479999999996,0.0,0.0,0.0
21,Arrival,121730.4,72.6,0.0,72.6
21,Reallocation,84400.79999999999,0.0,0.0,0.0
21,Ride,64996.8,0.0,0.0,0.0
22,Arrival,111720.00000000001,0.0,0.0,0.0
22,Reallocation,117828.48000000001,0.0,0.0,0.0
22,Ride,73550.40000000002,0.0,0.0,0.0
23,Arrival,152560.32,110.88,0.0,110.88
23,Reallocation,117353.27999999998,0.0,0.0,0.0
23,Ride,57842.4,198.0,0.0,198.0
23,Rideshare,85588.79999999999,0.0,0.0,0.0
24,Arrival,124116.95999999999,0.0,0.0,0.0
24,Reallocation,136672.80000000002,0.0,0.0,0.0
24,Ride,57860.0,0.0,0.0,0.0
24,Rideshare,144496.00000000003,0.0,0.0,0.0
25,Arrival,88684.8,96.0,0.0,96.0
25,Reallocation,136963.19999999998,0.0,0.0,0.0
25,Ride,62902.39999999997,0.0,0.0,0.0
25,Rideshare,122566.40000000004,0.0,0.0,0.0
26,Arrival,102468.96000000002,105.6,0.0,105.6
26,Reallocation,131102.4,0.0,0.0,0.0
26,Ride,107319.77142857142,294.1714285714285,0.0,294.1714285714285
27,Arrival,165237.59999999995,0.0,0.0,0.0
27,Reallocation,141732.79999999996,0.0,0.0,0.0
27,Ride,112569.60000000003,0.0,0.0,0.0
27,Rideshare,114021.60000000002,0.0,0.0,0.0
28,Arrival,127576.53333333331,0.0,0.0,0.0
28,Ride,123921.60000000005,0.0,0.0,0.0
29,Arrival,116922.66666666667,0.0,0.0,0.0
29,Reallocation,161655.99999999994,0.0,0.0,0.0
29,Ride,92611.19999999998,0.0,0.0,0.0
30,Arrival,126693.60000000002,0.0,0.0,0.0
30,Reallocation,144654.4,0.0,0.0,0.0
30,Ride,108855.99999999997,46.93333333333333,0.0,46.93333333333333
31,Arrival,152891.19999999998,0.0,0.0,0.0
31,Reallocation,132897.6,0.0,0.0,0.0
31,Ride,39600.0,0.0,0.0,0.0
31,Rideshare,109876.80000000002,0.0,0.0,0.0
32,Arrival,119527.46666666666,0.0,0.0,0.0
32,Ride,43559.99999999999,686.4000000000001,0.0,686.4000000000001
32,Rideshare,152064.00000000003,0.0,0.0,0.0
33,Arrival,75650.66666666669,381.3333333333333,0.0,381.3333333333333
33,Reallocation,124871.99999999999,0.0,0.0,0.0
33,Ride,94057.92000000001,95.03999999999999,0.0,95.03999999999999
34,Arrival,134602.2857142857,0.0,0.0,0.0
34,Ride,123481.60000000002,0.0,0.0,0.0
35,Arrival,120172.8,0.0,0.0,0.0
