minute,type,VMT,origin_walk,dest_walk,total_walk
0,Ride,86077.728,0.0,0.0,0.0
1,Arrival,950.4,0.0,0.0,0.0
1,Ride,106180.79999999999,0.0,0.0,0.0
2,Ride,73669.19999999998,0.0,0.0,0.0
3,Ride,157990.80000000005,0.0,0.0,0.0
4,Arrival,5385.6,0.0,0.0,0.0
4,Ride,119887.68000000002,0.0,0.0,0.0
5,Ride,89522.40000000002,0.0,0.0,0.0
6,Arrival,9556.8,0.0,0.0,0.0
6,Ride,135735.59999999998,0.0,0.0,0.0
7,Ride,109467.59999999999,0.0,0.0,0.0
8,Ride,112200.0,0.0,0.0,0.0
9,Arrival,14044.8,0.0,0.0,0.0
9,Ride,124502.40000000001,0.0,0.0,0.0
10,Ride,64244.40000000001,0.0,0.0,0.0
11,Arrival,15945.599999999999,0.0,0.0,0.0
11,Ride,108574.40000000001,0.0,0.0,0.0
12,Ride,128708.8,0.0,0.0,0.0
13,Arrival,16051.199999999999,0.0,0.0,0.0
13,Ride,107043.20000000001,0.0,0.0,0.0
14,Arrival,12689.6,0.0,0.0,0.0
14,Ride,35851.200000000004,0.0,0.0,0.0
15,Arrival,21542.399999999998,0.0,0.0,0.0
15,Ride,145226.40000000002,0.0,0.0,0.0
16,Ride,82394.40000000002,0.0,0.0,0.0
17,Arrival,14942.400000000001,0.0,0.0,0.0
17,Ride,63993.600000000006,0.0,0.0,0.0
18,Ride,65788.80000000002,0.0,0.0,0.0
19,Arrival,13939.199999999999,0.0,0.0,0.0
19,Ride,160776.0,0.0,0.0,0.0
20,Arrival,15681.599999999999,0.0,0.0,0.0
20,Ride,53634.24000000001,0.0,0.0,0.0
21,Arrival,28934.400000000005,0.0,0.0,0.0
21,Ride,82394.4,0.0,0.0,0.0
22,Arrival,15813.6,0.0,0.0,0.0
22,Ride,83160.00000000001,0.0,0.0,0.0
23,Ride,67887.6,0.0,0.0,0.0
24,Ride,76076.0,0.0,0.0,0.0
25,Ride,72952.0,0.0,0.0,0.0
26,Arrival,2534.4,0.0,0.0,0.0
26,Ride,130566.85714285714,0.0,0.0,0.0
27,Ride,128766.00000000001,0.0,0.0,0.0
28,Arrival,15312.0,0.0,0.0,0.0
28,Ride,171283.20000000004,0.0,0.0,0.0
29,Arrival,15100.800000000001,0.0,0.0,0.0
29,Ride,101640.0,0.0,0.0,0.0
30,Ride,154017.6,0.0,0.0,0.0
31,Arrival,34091.200000000004,0.0,0.0,0.0
31,Ride,37171.2,0.0,0.0,0.0
32,Ride,49209.6,0.0,0.0,0.0
33,Arrival,37752.0,0.0,0.0,0.0
33,Ride,118916.16,0.0,0.0,0.0
34,Ride,151342.40000000002,0.0,0.0,0.0
35,Arrival,61142.4,0.0,0.0,0.0
35,Ride,90974.4,0.0,0.0,0.0
36,Arrival,30861.600000000002,0.0,0.0,0.0
36,Ride,91132.79999999999,0.0,0.0,0.0
37,Arrival,29858.4,0.0,0.0,0.0
37,Ride,158901.60000000003,0.0,0.0,0.0
38,Ride,39019.20000000001,0.0,0.0,0.0
39,Ride,117796.80000000002,0.0,0.0,0.0
40,Arrival,55580.80000000001,0.0,0.0,0.0
40,Ride,88228.80000000002,0.0,0.0,0.0
41,Arrival,37297.92,0.0,0.0,0.0
41,Ride,58977.60000000002,0.0,0.0,0.0
42,Arrival,54542.4,0.0,0.0,0.0
42,Ride,134513.28000000006,0.0,0.0,0.0
43,Ride,11668.800000000001,0.0,0.0,0.0
44,Arrival,21014.4,0.0,0.0,0.0
44,Ride,108750.40000000004,0.0,0.0,0.0
45,Arrival,22176.0,0.0,0.0,0.0
45,Ride,115407.59999999995,0.0,0.0,0.0
46,Arrival,51796.8,0.0,0.0,0.0
47,Arrival,53257.6,0.0,0.0,0.0
47,Ride,180628.8,0.0,0.0,0.0
48,Arrival,46120.799999999996,0.0,0.0,0.0
48,Ride,84501.12000000002,0.0,0.0,0.0
49,Arrival,47995.19999999999,0.0,0.0,0.0
49,Ride,128251.19999999998,0.0,0.0,0.0
50,Arrival,89654.4,0.0,0.0,0.0
50,Ride,142335.59999999998,0.0,0.0,0.0
51,Arrival,50397.600000000006,0.0,0.0,0.0
51,Ride,114221.48571428574,0.0,0.0,0.0
52,Arrival,70699.2,0.0,0.0,0.0
52,Ride,126706.79999999999,0.0,0.0,0.0
53,Arrival,59664.0,0.0,0.0,0.0
53,Ride,157146.0,0.0,0.0,0.0
54,Arrival,34320.00000000001,0.0,0.0,0.0
54,Ride,110774.39999999998,0.0,0.0,0.0
55,Arrival,138811.2,0.0,0.0,0.0
55,Ride,5227.2,0.0,0.0,0.0
56,Arrival,18057.6,0.0,0.0,0.0
56,Ride,60473.600000000006,0.0,0.0,0.0
57,Arrival,54106.799999999996,0.0,0.0,0.0
57,Ride,79270.40000000001,0.0,0.0,0.0
58,Ride,77721.59999999998,0.0,0.0,0.0
59,Ride,174292.8000000001,0.0,0.0,0.0
60,Ride,152539.2,0.0,0.0,0.0
61,Ride,81879.6,0.0,0.0,0.0
62,Arrival,30887.999999999996,0.0,0.0,0.0
62,Ride,76137.60000000002,0.0,0.0,0.0
63,Arrival,36220.799999999996,0.0,0.0,0.0
64,Ride,109507.20000000003,0.0,0.0,0.0
65,Arrival,43507.2,0.0,0.0,0.0
65,Ride,126759.6,0.0,0.0,0.0
66,Arrival,70250.40000000001,0.0,0.0,0.0
66,Ride,120938.40000000007,0.0,0.0,0.0
67,Arrival,60367.99999999998,0.0,0.0,0.0
67,Ride,95796.8,0.0,0.0,0.0
68,Arrival,87542.40000000001,0.0,0.0,0.0
68,Reallocation,86697.6,0.0,0.0,0.0
68,Ride,71649.59999999999,0.0,0.0,0.0
69,Arrival,77985.59999999999,0.0,0.0,0.0
69,Ride,141715.19999999998,0.0,0.0,0.0
70,Arrival,117242.4,0.0,0.0,0.0
70,Ride,78038.4,0.0,0.0,0.0
71,Arrival,67812.8,0.0,0.0,0.0
71,Ride,64046.40000000001,0.0,0.0,0.0
72,Arrival,59532.000000000015,0.0,0.0,0.0
72,Ride,157311.0,0.0,0.0,0.0
73,Arrival,120410.4,0.0,0.0,0.0
73,Ride,126045.33333333336,0.0,0.0,0.0
74,Arrival,45170.40000000001,0.0,0.0,0.0
74,Ride,158875.2,0.0,0.0,0.0
75,Arrival,72916.79999999999,0.0,0.0,0.0
75,Ride,169567.19999999998,0.0,0.0,0.0
76,Ride,187862.40000000002,0.0,0.0,0.0
77,Arrival,49209.6,0.0,0.0,0.0
77,Ride,196838.40000000005,0.0,0.0,0.0
78,Arrival,102220.8,0.0,0.0,0.0
78,Ride,80977.60000000002,0.0,0.0,0.0
79,Arrival,78672.0,0.0,0.0,0.0
79,Ride,163178.39999999997,0.0,0.0,0.0
81,Ride,171784.80000000005,0.0,0.0,0.0
82,Arrival,32577.600000000006,0.0,0.0,0.0
83,Arrival,82051.2,0.0,0.0,0.0
83,Ride,82183.20000000001,0.0,0.0,0.0
84,Arrival,57728.0,0.0,0.0,0.0
84,Reallocation,103065.6,0.0,0.0,0.0
84,Ride,200376.00000000006,0.0,0.0,0.0
85,Arrival,64468.8,0.0,0.0,0.0
85,Ride,96822.00000000003,0.0,0.0,0.0
86,Arrival,23126.399999999998,0.0,0.0,0.0
86,Ride,105529.60000000002,0.0,140.79999999999998,140.79999999999998
87,Arrival,109837.20000000001,0.0,0.0,0.0
87,Ride,70461.60000000002,0.0,0.0,0.0
88,Arrival,107989.20000000001,0.0,0.0,0.0
88,Ride,106497.6,0.0,0.0,0.0
89,Arrival,86539.2,0.0,0.0,0.0
89,Ride,110000.0,0.0,0.0,0.0
90,Arrival,82104.0,0.0,0.0,0.0
90,Ride,92917.44,0.0,0.0,0.0
91,Arrival,61864.00000000001,0.0,0.0,0.0
91,Ride,44704.0,0.0,0.0,0.0
92,Arrival,106603.20000000003,0.0,0.0,0.0
92,Ride,77211.2,0.0,0.0,0.0
93,Arrival,128356.80000000005,0.0,0.0,0.0
93,Ride,30624.0,0.0,0.0,0.0
94,Arrival,155548.80000000005,0.0,0.0,0.0
94,Ride,147470.40000000002,0.0,0.0,0.0
95,Arrival,116793.60000000002,0.0,0.0,0.0
95,Ride,137412.00000000003,0.0,0.0,0.0
96,Arrival,73110.40000000001,0.0,0.0,0.0
96,Reallocation,117902.40000000002,0.0,0.0,0.0
96,Ride,143052.8,0.0,0.0,0.0
97,Arrival,33607.200000000004,0.0,0.0,0.0
97,Ride,70308.48000000003,0.0,0.0,0.0
98,Arrival,103857.6,0.0,0.0,0.0
98,Ride,94538.40000000001,0.0,0.0,0.0
99,Reallocation,46780.8,0.0,0.0,0.0
99,Ride,67900.8,0.0,0.0,0.0
100,Ride,59980.80000000002,0.0,0.0,0.0
101,Arrival,52747.19999999999,0.0,0.0,0.0
101,Ride,89073.60000000003,0.0,0.0,0.0
102,Arrival,137385.6,0.0,0.0,0.0
102,Ride,165105.6,0.0,0.0,0.0
103,Reallocation,174715.19999999998,0.0,0.0,0.0
103,Ride,258667.2,0.0,0.0,0.0
104,Arrival,81364.8,0.0,0.0,0.0
104,Ride,145411.2,0.0,0.0,0.0
105,Arrival,70136.0,0.0,0.0,0.0
105,Reallocation,187070.39999999997,0.0,0.0,0.0
105,Ride,108442.39999999998,0.0,0.0,0.0
106,Arrival,111639.00000000001,0.0,0.0,0.0
106,Ride,112384.80000000002,0.0,0.0,0.0
107,Arrival,54225.6,0.0,0.0,0.0
108,Arrival,85377.6,0.0,0.0,0.0
109,Ride,173078.39999999997,0.0,0.0,0.0
110,Arrival,118518.40000000001,0.0,0.0,0.0
110,Ride,91037.76000000001,0.0,0.0,0.0
111,Arrival,72987.20000000001,0.0,0.0,0.0
111,Ride,132937.2,0.0,0.0,0.0
112,Arrival,106846.08,0.0,0.0,0.0
112,Ride,111513.60000000002,0.0,0.0,0.0
113,Arrival,90692.8,0.0,0.0,0.0
113,Ride,84744.0,0.0,0.0,0.0
114,Arrival,73986.0,0.0,0.0,0.0
115,Arrival,97539.2,0.0,0.0,0.0
115,Ride,158347.2,0.0,0.0,0.0
116,Arrival,101059.2,0.0,0.0,0.0
116,Ride,89839.19999999998,0.0,0.0,0.0
117,Arrival,182212.80000000002,0.0,0.0,0.0
117,Reallocation,229257.5999999999,0.0,0.0,0.0
117,Ride,74448.0,0.0,0.0,0.0
118,Arrival,21806.4,0.0,0.0,0.0
118,Ride,62568.00000000001,0.0,0.0,0.0
119,Arrival,133443.19999999998,0.0,0.0,0.0
119,Ride,121281.6,0.0,0.0,0.0
120,Arrival,94459.20000000003,0.0,0.0,0.0
120,Ride,174451.2,0.0,0.0,0.0
121,Arrival,82227.2,0.0,0.0,0.0
122,Arrival,123921.6,0.0,0.0,0.0
122,Ride,15364.8,0.0,0.0,0.0
123,Arrival,157964.40000000002,0.0,0.0,0.0
123,Reallocation,250219.19999999987,0.0,0.0,0.0
123,Ride,127459.20000000001,0.0,0.0,0.0
124,Ride,86592.00000000001,0.0,0.0,0.0
125,Arrival,134098.80000000005,0.0,0.0,0.0
125,Ride,184219.19999999995,0.0,0.0,0.0
126,Arrival,128838.59999999998,0.0,0.0,0.0
126,Ride,114065.60000000002,0.0,0.0,0.0
127,Arrival,220756.80000000002,0.0,0.0,0.0
127,Ride,114985.19999999998,0.0,0.0,0.0
128,Arrival,90815.99999999999,0.0,0.0,0.0
128,Ride,104200.79999999997,0.0,0.0,0.0
129,Arrival,112432.32000000002,0.0,0.0,0.0
129,Ride,88466.4,0.0,0.0,0.0
130,Arrival,106413.12000000002,0.0,0.0,0.0
131,Arrival,14414.400000000001,0.0,0.0,0.0
131,Ride,33633.600000000006,0.0,0.0,0.0
132,Arrival,154228.79999999996,0.0,0.0,0.0
132,Ride,172101.60000000003,0.0,0.0,0.0
133,Arrival,176352.0,0.0,0.0,0.0
134,Arrival,123948.00000000003,0.0,0.0,0.0
134,Reallocation,75926.4,0.0,0.0,0.0
134,Ride,142005.60000000003,0.0,0.0,0.0
135,Arrival,168284.15999999997,0.0,0.0,0.0
135,Ride,158153.59999999995,0.0,0.0,0.0
136,Arrival,174556.80000000002,0.0,0.0,0.0
136,Reallocation,202118.3999999999,0.0,0.0,0.0
136,Ride,115315.20000000001,0.0,0.0,0.0
137,Arrival,27139.2,0.0,0.0,0.0
137,Ride,60535.2,0.0,0.0,0.0
137,Rideshare,135326.4,0.0,0.0,0.0
138,Arrival,109929.6,0.0,0.0,0.0
138,Ride,69361.59999999999,0.0,0.0,0.0
139,Arrival,62233.600000000006,0.0,0.0,0.0
139,Reallocation,104755.2,0.0,0.0,0.0
139,Ride,83754.0,0.0,0.0,0.0
140,Arrival,178068.00000000003,0.0,0.0,0.0
140,Ride,93104.0,0.0,0.0,0.0
141,Arrival,105864.00000000001,0.0,0.0,0.0
141,Reallocation,157449.6,0.0,0.0,0.0
141,Ride,47942.39999999999,0.0,0.0,0.0
142,Arrival,195782.40000000005,0.0,0.0,0.0
142,Ride,87568.80000000002,0.0,0.0,0.0
143,Arrival,131076.00000000006,0.0,0.0,0.0
143,Reallocation,210988.80000000002,0.0,0.0,0.0
143,Ride,23020.8,0.0,0.0,0.0
144,Ride,308228.7999999999,0.0,0.0,0.0
145,Arrival,79587.20000000003,0.0,0.0,0.0
145,Ride,153331.19999999998,0.0,0.0,0.0
146,Arrival,147613.71428571432,0.0,0.0,0.0
146,Ride,146533.19999999995,0.0,0.0,0.0
147,Arrival,79886.40000000001,0.0,0.0,0.0
147,Ride,97020.00000000003,0.0,0.0,0.0
147,Rideshare,285489.6,0.0,0.0,0.0
148,Arrival,80282.39999999997,0.0,0.0,0.0
148,Ride,140976.0,0.0,0.0,0.0
149,Arrival,126733.20000000003,0.0,0.0,0.0
149,Ride,93482.40000000001,0.0,0.0,0.0
150,Arrival,115513.2,0.0,0.0,0.0
150,Ride,187756.80000000005,0.0,0.0,0.0
151,Arrival,56020.80000000001,0.0,0.0,0.0
151,Ride,118553.60000000002,0.0,0.0,0.0
152,Arrival,96967.19999999997,0.0,0.0,0.0
152,Ride,131300.4,0.0,0.0,0.0
153,Arrival,134921.60000000003,0.0,0.0,0.0
153,Ride,78764.4,0.0,0.0,0.0
154,Arrival,131366.40000000002,0.0,0.0,0.0
154,Ride,4118.4,0.0,0.0,0.0
155,Arrival,95436.00000000001,0.0,0.0,0.0
155,Ride,76823.99999999999,0.0,0.0,0.0
156,Ride,139022.40000000002,0.0,0.0,0.0
157,Arrival,192376.79999999996,0.0,0.0,0.0
157,Ride,47731.19999999999,0.0,0.0,0.0
158,Arrival,21806.399999999998,0.0,0.0,0.0
158,Ride,86011.20000000004,0.0,0.0,0.0
159,Arrival,173838.72000000003,0.0,0.0,0.0
159,Ride,99263.99999999999,0.0,0.0,0.0
160,Ride,130521.60000000002,0.0,0.0,0.0
161,Arrival,160371.20000000004,0.0,0.0,0.0
161,Ride,57446.399999999994,0.0,0.0,0.0
162,Arrival,94393.20000000001,0.0,0.0,0.0
162,Reallocation,270071.9999999999,0.0,0.0,0.0
162,Ride,44774.40000000001,0.0,0.0,0.0
163,Arrival,175401.59999999992,0.0,0.0,0.0
163,Reallocation,217588.7999999999,0.0,0.0,0.0
163,Ride,128409.6,0.0,0.0,0.0
164,Arrival,110880.0,0.0,0.0,0.0
164,Reallocation,148156.80000000005,0.0,0.0,0.0
164,Ride,201361.6,0.0,0.0,0.0
165,Arrival,91726.79999999999,0.0,0.0,0.0
165,Ride,130864.79999999999,0.0,0.0,0.0
166,Arrival,27350.4,0.0,0.0,0.0
166,Ride,81364.8,0.0,0.0,0.0
167,Arrival,115227.20000000001,0.0,140.79999999999998,140.79999999999998
167,Ride,92822.40000000001,0.0,0.0,0.0
168,Arrival,104033.59999999999,0.0,0.0,0.0
168,Ride,149067.59999999995,0.0,0.0,0.0
169,Arrival,208401.59999999995,0.0,0.0,0.0
169,Reallocation,214420.80000000002,0.0,0.0,0.0
169,Ride,137142.72,0.0,0.0,0.0
170,Arrival,98260.8,0.0,0.0,0.0
170,Ride,57446.399999999994,211.2,0.0,211.2
171,Arrival,185037.6,0.0,0.0,0.0
171,Reallocation,230102.3999999999,0.0,0.0,0.0
171,Ride,166443.20000000004,0.0,0.0,0.0
172,Arrival,134129.6,0.0,0.0,0.0
173,Arrival,151430.40000000002,0.0,0.0,0.0
173,Ride,82896.00000000001,0.0,0.0,0.0
174,Arrival,75609.60000000002,0.0,0.0,0.0
174,Reallocation,92136.0,0.0,0.0,0.0
174,Ride,61459.200000000026,0.0,0.0,0.0
175,Arrival,245203.2,0.0,0.0,0.0
176,Arrival,26452.799999999996,0.0,0.0,0.0
176,Ride,188601.6,0.0,0.0,0.0
177,Arrival,139726.4,0.0,0.0,0.0
177,Ride,127485.59999999999,0.0,0.0,0.0
178,Arrival,85694.40000000001,0.0,0.0,0.0
178,Reallocation,60931.200000000004,0.0,0.0,0.0
178,Ride,50714.4,0.0,0.0,0.0
179,Arrival,107749.71428571429,0.0,0.0,0.0
179,Ride,76560.00000000001,0.0,0.0,0.0
180,Arrival,54366.40000000002,0.0,0.0,0.0
180,Reallocation,87595.20000000001,0.0,0.0,0.0
180,Ride,75042.0,0.0,0.0,0.0
181,Ride,167551.99999999997,0.0,0.0,0.0
182,Arrival,16896.0,0.0,0.0,0.0
182,Ride,12936.000000000002,0.0,0.0,0.0
183,Arrival,50899.2,0.0,0.0,0.0
183,Ride,178129.6,0.0,0.0,0.0
184,Arrival,177918.40000000002,0.0,0.0,0.0
184,Ride,0.0,0.0,0.0,0.0
185,Arrival,198448.80000000002,0.0,0.0,0.0
185,Reallocation,106075.20000000001,0.0,0.0,0.0
185,Ride,99580.79999999999,0.0,0.0,0.0
186,Arrival,115200.79999999999,0.0,0.0,0.0
186,Ride,75917.6,0.0,0.0,0.0
187,Arrival,83740.80000000002,0.0,0.0,0.0
188,Arrival,57789.59999999999,0.0,0.0,0.0
188,Ride,152961.60000000003,0.0,0.0,0.0
189,Arrival,78742.40000000001,0.0,0.0,0.0
189,Ride,141820.80000000002,0.0,0.0,0.0
190,Ride,92637.6,0.0,0.0,0.0
