minute,vehicles_at_PUDOs,vehicles_enroute,vehicles reallocating,num_rideshares
813,12084.556896551725,7884.443103448276,31.0,554.9879310344828
814,12138.462962962964,7830.537037037037,31.0,553.716049382716
815,12259.039024390244,7709.960975609756,31.0,544.1365853658536
816,12113.393992932863,7855.056537102473,31.54946996466431,544.648409893993
817,12141.05325443787,7826.94674556213,32.0,536.0177514792899
818,12277.475,7690.525,32.0,527.445
819,12134.29054054054,7833.989864864865,31.719594594594593,529.2668918918919
820,12163.245810055865,7805.754189944134,31.0,520.4022346368715
821,12276.492063492064,7692.910052910053,30.597883597883598,510.86772486772486
822,12125.769624573379,7844.230375426621,30.0,514.7201365187714
823,12171.804020100502,7799.231155778894,28.964824120603016,507.035175879397
824,12303.73142857143,7668.268571428572,28.0,502.5885714285714
825,12140.198333333334,7830.913333333333,28.888333333333332,509.3433333333333
826,12154.19895287958,7816.801047120419,29.0,507.68586387434556
827,12283.310734463277,7688.598870056498,28.09039548022599,494.03389830508473
828,12131.420138888889,7840.579861111111,28.0,494.12847222222223
829,12161.66081871345,7811.304093567252,27.035087719298247,488.3625730994152
830,12276.69696969697,7697.30303030303,26.0,479.5939393939394
831,12123.62147887324,7849.470070422535,26.908450704225352,485.3292253521127
832,12159.982035928144,7813.365269461078,26.652694610778443,480.81437125748505
833,12283.738888888889,7690.261111111111,26.0,473.5388888888889
834,12122.117741935484,7851.8822580645165,26.0,481.81774193548387
835,12147.271604938273,7827.049382716049,25.679012345679013,476.37654320987656
836,12258.056818181818,7716.943181818182,25.0,465.25
837,12072.088923556943,7902.911076443058,25.0,464.85179407176287
838,12094.80310880829,7881.927461139896,23.269430051813472,457.60103626943004
839,12219.60119047619,7758.398809523809,22.0,448.69642857142856
840,11558.751295336788,8418.169257340242,23.07944732297064,542.2158894645942
841,11165.490099009901,8810.509900990099,24.0,635.059405940594
842,11308.160975609757,8667.839024390243,24.0,624.8585365853659
843,11155.167487684728,8819.108374384237,25.724137931034484,647.8981937602628
844,11182.431578947368,8792.568421052632,25.0,661.2789473684211
845,11296.755952380952,8678.244047619048,25.0,655.3392857142857
846,11112.806041335452,8860.72813990461,26.465818759936408,679.8871224165342
847,11137.026455026455,8836.973544973545,26.0,686.7248677248677
848,11257.863387978143,8716.136612021857,26.0,676.9289617486339
849,11087.196457326892,8886.803542673108,26.0,695.4847020933978
850,11123.9417989418,8850.0582010582,26.0,702.3227513227513
851,11246.12643678161,8727.87356321839,26.0,690.8908045977012
852,11056.949554896142,8917.050445103858,26.0,710.1587537091988
853,11054.021621621621,8919.978378378379,26.0,718.8810810810811
854,11189.786096256685,8784.213903743315,26.0,709.3529411764706
855,11010.757053291536,8962.415360501567,26.82758620689655,723.1974921630094
856,11029.467032967033,8943.532967032967,27.0,727.7472527472528
857,11141.649681528663,8831.350318471337,27.0,722.5987261146497
858,10958.468468468469,9013.767267267267,27.764264264264263,751.7132132132132
859,11008.746268656716,8964.253731343284,27.0,762.2885572139304
860,11147.291479820628,8826.103139013452,26.605381165919283,753.3811659192825
861,10975.273846153847,8998.726153846153,26.0,772.8446153846154
862,10999.703703703704,8974.296296296296,26.0,769.9444444444445
863,11136.34659090909,8837.65340909091,26.0,761.1647727272727
864,10941.49856321839,9032.683908045978,25.817528735632184,779.9353448275862
865,10966.814606741573,9008.185393258427,25.0,778.2471910112359
866,11089.852459016394,8885.147540983606,25.0,766.0874316939891
867,10930.421474358975,9043.908653846154,25.669871794871796,781.3717948717949
868,10970.697115384615,9004.302884615385,25.0,782.0721153846154
869,11102.435294117648,8872.564705882352,25.0,770.4411764705883
870,10907.212464589235,9067.961756373938,24.825779036827196,785.457507082153
871,10936.04,9039.96,24.0,789.9428571428572
872,11062.39175257732,8913.60824742268,24.0,778.6134020618557
873,10901.895475819032,9074.104524180968,24.0,794.02496099844
874,10964.213114754099,9011.786885245901,24.0,800.896174863388
875,11083.33918128655,8892.66081871345,24.0,791.9590643274854
876,10897.854599406528,9078.145400593472,24.0,807.4109792284867
877,10945.427947598253,9030.572052401747,24.0,803.2008733624455
878,11072.302857142857,8904.617142857143,23.08,790.5542857142857
879,10869.525179856115,9107.080575539569,23.394244604316548,813.8359712230216
880,10906.27659574468,9072.351063829787,21.372340425531913,829.5
881,11046.150259067357,8932.849740932643,21.0,813.1761658031088
882,10883.333839150228,9094.7875569044,21.878603945371776,826.8285280728377
883,10935.7461928934,9042.02538071066,22.228426395939085,829.9035532994924
884,11066.27840909091,8911.72159090909,22.0,818.4261363636364
885,10891.323144104803,9086.171761280932,22.50509461426492,842.4788937409024
886,10941.383084577114,9037.288557213931,21.328358208955223,850.2537313432836
887,11066.486486486487,8912.513513513513,21.0,836.2477477477478
888,10860.663853727145,9117.770745428974,21.565400843881857,856.4008438818565
889,10881.91256830601,9096.08743169399,22.0,871.6229508196722
890,11005.918367346938,8972.081632653062,22.0,861.1632653061224
891,10846.927299703264,9131.072700296736,22.0,889.5074183976261
892,10914.08743169399,9063.91256830601,22.0,897.8579234972677
893,11034.861111111111,8944.083333333334,21.055555555555557,887.2722222222222
894,10859.447717231222,9119.552282768778,21.0,910.9396170839469
895,10890.424242424242,9088.575757575758,21.0,913.8939393939394
896,11030.822429906542,8948.177570093458,21.0,893.2570093457944
897,10877.070444104134,9101.929555895866,21.0,906.3399693721286
898,10940.463541666666,9038.739583333334,20.796875,902.8489583333334
899,11064.863157894737,8915.136842105263,20.0,894.3842105263158
900,10632.086193745232,9346.816933638444,21.096872616323417,984.3157894736842
901,10478.304932735426,9499.11659192825,22.57847533632287,1058.57399103139
902,10618.935135135134,9359.064864864866,22.0,1044.0648648648648
903,10380.9486521181,9596.250320924262,22.801026957637998,1082.079589216945
904,10382.121212121212,9594.878787878788,23.0,1098.6010101010102
905,10512.649746192894,9464.350253807106,23.0,1086.6294416243654
906,10304.153642384106,9672.846357615894,23.0,1131.2953642384107
907,10328.894736842105,9647.875598086124,23.229665071770334,1158.8564593301435
908,10478.882591093117,9496.117408906883,25.0,1140.3481781376518
909,10259.97842639594,9715.02157360406,25.0,1184.3388324873097
910,10265.229268292684,9711.365853658537,23.40487804878049,1216.1756097560976
911,10409.203883495145,9568.796116504855,22.0,1196.9660194174758
912,10186.645320197043,9791.402709359605,21.951970443349754,1250.807881773399
913,10186.084507042253,9792.915492957747,21.0,1277.413145539906
