lat,long,weight
30.887022,-97.703803,1
30.857003,-97.589002,1
30.837785,-97.539898,1
30.670972,-97.244333,5
30.794371,-97.425623,7
30.826011,-97.51054,1
30.747149,-97.300292,3
30.171221,-97.519633,77
30.136738,-97.560852,132
30.217666,-97.479311,278
30.32676,-97.419806,73
30.359273,-97.397532,85
30.351976,-97.39802,94
30.397006,-97.36545,5
30.42561,-97.259456,121
30.529067,-97.185122,1
30.474429,-97.162178,9
30.609838,-97.218848,1
29.934113,-98.150473,1
29.82497,-97.918829,1
29.800449,-98.015358,1
29.812023,-98.018414,1
29.806018,-97.944241,3
29.835521,-97.9049,30
29.930219,-97.813404,38
30.0113,-97.687029,83
29.988874,-97.742832,24
29.9607,-97.773983,56
30.030532,-97.672595,43
30.102202,-97.609481,63
29.994705,-98.236289,3
30.106389,-98.270406,3
30.270539,-98.206818,1
30.15493,-98.251617,1
30.193282,-98.236528,3
30.320581,-98.18806,5
30.422055,-98.127277,18
30.530257,-98.103332,332
30.659689,-98.030267,76
30.709085,-98.002919,37
30.840504,-97.903407,32
29.869985,-97.892405,11
30.43398,-98.04384,91
30.4147,-97.974328,22
30.406566,-97.85219,138
30.416801,-97.846884,213
30.407083,-97.761927,18
30.409064,-97.764124,7
30.408449,-97.758688,7
30.408061,-97.744922,3
30.41402,-97.745725,37
30.407847,-97.744691,35
30.415637,-97.745701,32
30.412533,-97.731664,71
30.407919,-97.715814,70
30.40912,-97.716095,37
30.410378,-97.684787,114
30.407524,-97.677913,208
30.415302,-97.676469,124
30.409447,-97.647814,29
30.231017,-97.516594,7
30.236316,-97.520151,1
30.401773,-97.634956,40
30.413554,-97.623711,3
30.395078,-97.589682,1
30.416815,-97.575833,21
30.30344,-97.526112,3
30.307684,-97.514671,7
30.33638,-97.51792,5
30.334995,-97.509891,5
30.375385,-97.528483,35
30.397315,-97.519255,5
30.408455,-97.512478,5
30.409589,-98.109364,1
30.385513,-98.086011,25
30.406921,-98.058975,52
30.407793,-97.874061,37
30.439673,-97.873379,33
30.403618,-97.853717,39
30.410956,-97.791897,1
30.399573,-97.783123,3
30.411092,-97.768154,17
30.404545,-97.768691,48
30.409917,-97.747504,104
30.407781,-97.747856,71
30.414459,-97.746412,45
30.407968,-97.745632,1
30.413568,-97.745912,115
30.405556,-97.745455,121
30.406374,-97.724071,192
30.408849,-97.7147,3
30.407206,-97.721641,33
30.408731,-97.712834,27
30.407364,-97.714123,46
30.409801,-97.711471,17
30.408358,-97.715529,1
30.407968,-97.696596,211
30.412293,-97.67463,26
30.40787,-97.675483,80
30.4133,-97.673628,9
30.403298,-97.675161,39
30.414308,-97.672668,11
30.406589,-97.674045,13
30.412976,-97.672042,181
30.407529,-97.673112,15
30.403013,-97.605632,1
30.400877,-97.545066,7
30.425266,-97.532488,1
30.407188,-97.541096,14
30.505154,-97.519605,5
30.51811,-97.517307,1
30.539446,-97.527361,1
30.537219,-97.513917,3
30.546126,-97.526327,3
30.550371,-97.502511,1
30.593317,-97.519759,7
30.59844,-97.503766,7
30.637256,-97.519283,3
30.637913,-97.503543,1
30.674133,-97.519584,1
30.655746,-97.51178,3
30.715859,-97.509234,1
30.736201,-97.517674,3
30.72774,-97.51612,1
30.786327,-97.570382,5
30.813891,-97.514762,1
30.753481,-97.522255,3
30.759103,-97.502626,3
30.276789,-97.502484,76
30.294375,-97.524078,3
30.350266,-97.500359,3
30.410372,-97.51129,3
30.397977,-97.470816,1
30.405153,-97.499596,11
30.418875,-97.427254,3
30.415024,-97.460113,9
30.399374,-97.381992,3
30.410031,-97.37493,27
30.417783,-97.521358,5
30.443669,-97.517121,9
30.440796,-97.521724,5
30.493528,-97.493465,1
30.589415,-97.53659,5
30.607574,-97.506741,1
30.615287,-97.542575,1
30.666963,-97.495278,3
30.687437,-97.492532,1
30.690823,-97.524148,1
30.729133,-97.531196,1
30.783688,-97.524716,1
30.740209,-97.493845,1
30.766484,-97.479858,1
30.410299,-97.695637,253
30.412131,-97.702847,52
30.408633,-97.70461,107
30.410893,-97.709342,9
30.413835,-97.661196,111
30.405328,-97.66238,239
30.42208,-97.625593,95
30.40409,-97.637802,9
29.987074,-98.049768,5
29.984562,-98.038465,1
30.026318,-98.043982,3
30.03215,-98.039656,12
30.052957,-98.049297,3
30.047991,-98.025834,17
30.1098,-98.068304,31
30.123192,-98.031115,11
30.131643,-98.031699,1
30.149237,-98.051563,25
30.153385,-98.016194,17
30.286319,-98.064664,53
30.291368,-98.034598,13
30.355722,-98.066735,20
30.331214,-98.024116,13
30.37458,-98.041928,37
29.883707,-97.965652,11
29.893214,-97.964866,11
29.886653,-97.962478,9
29.887965,-97.953982,1
29.884175,-97.948286,1
29.884944,-97.949509,5
29.885791,-97.945866,3
29.884912,-97.942571,5
29.88521,-97.940536,1
29.884527,-97.923961,3
29.885258,-97.929695,1
29.882201,-97.921188,1
29.886173,-97.918068,1
29.883649,-97.922986,1
29.882561,-97.921502,3
29.887678,-97.917035,1
29.887809,-97.916563,1
29.884282,-97.908492,1
29.888212,-97.9054,7
29.882033,-97.895876,1
29.888655,-97.886721,11
29.940677,-98.022744,1
29.908608,-98.008721,1
29.917247,-98.051817,9
29.885597,-97.946803,1
29.884687,-97.943954,1
29.883846,-97.94376,1
29.885079,-97.941552,1
29.884391,-97.941438,1
29.885267,-97.940102,1
29.884481,-97.940026,1
29.883169,-97.93868,1
29.884754,-97.936819,1
29.883316,-97.93731,1
29.884907,-97.930244,1
29.88435,-97.931116,1
29.886723,-97.919149,1
29.883183,-97.922476,1
29.888646,-97.916622,1
29.882931,-97.92178,1
30.193978,-98.03592,3
30.194871,-98.049602,17
30.245989,-98.027316,15
30.246378,-98.043262,13
30.345872,-98.027208,31
30.159975,-98.178438,5
30.129515,-98.173062,25
30.143223,-98.135221,19
30.157746,-98.131657,18
30.144817,-98.089328,21
30.16069,-98.090996,7
30.167313,-98.085854,37
30.13787,-98.157966,19
29.967769,-98.189493,5
29.981565,-98.147097,7
30.035229,-98.179821,9
30.058892,-98.162858,11
30.089786,-98.19487,3
30.08205,-98.171247,13
30.104379,-98.17688,1
30.126281,-98.170259,9
30.004317,-98.18761,1
30.012098,-98.120381,7
30.019125,-98.130309,11
29.999239,-98.101129,5
30.02115,-98.101837,12
30.009134,-98.077175,5
30.015618,-98.070197,1
30.008634,-98.051193,17
30.020471,-98.153274,23
30.094404,-98.170976,1
30.000072,-98.200099,5
30.101001,-98.223676,1
30.047826,-98.198919,19
30.097785,-98.239317,1
30.096546,-98.216512,1
30.099451,-98.18839,7
29.974506,-98.092413,5
29.980102,-98.093545,5
29.994609,-98.090602,3
29.987964,-98.111264,15
30.002568,-98.105036,3
29.941015,-98.091712,5
30.008008,-98.117772,13
29.938804,-98.081782,3
29.981565,-98.139629,9
29.986542,-98.120568,1
29.92891,-98.069342,3
29.925171,-98.064188,7
29.985071,-98.089903,1
29.985865,-98.075657,7
29.998843,-98.084241,3
30.081168,-98.171429,7
30.072243,-98.140645,3
30.107668,-98.131384,3
30.045394,-98.101753,9
30.03475,-98.118658,39
30.06887,-98.125564,5
30.069955,-98.090106,9
30.102064,-98.096006,3
30.12629,-98.112328,13
30.121344,-98.088327,11
30.061194,-98.075962,5
30.027515,-98.128455,53
30.116391,-98.137431,13
30.129918,-98.135692,7
30.123076,-98.135616,21
30.048688,-98.097949,17
30.058309,-98.049009,5
30.055926,-98.092073,1
30.058932,-98.080648,9
30.10984,-98.090537,9
30.131976,-98.08916,5
30.179424,-98.191269,35
30.182829,-98.162832,3
30.257611,-98.169802,21
30.22719,-98.169205,33
30.272555,-98.179416,23
30.300608,-98.166031,4
30.300407,-98.170914,1
30.162056,-98.141627,10
30.199549,-98.184398,29
30.197855,-98.162057,1
30.198206,-98.179426,1
30.200172,-98.194485,29
30.27055,-98.068497,25
30.280318,-98.155751,23
30.256065,-98.154836,3
30.255864,-98.132785,1
30.285707,-98.103249,12
30.256388,-98.109119,5
30.173312,-98.240938,1
30.178501,-98.232143,1
30.159139,-98.245775,3
30.179132,-98.230195,13
30.188182,-98.214616,1
30.193112,-98.214579,15
30.189203,-98.109283,5
30.189269,-98.102602,1
30.221912,-98.151964,1
30.205816,-98.144811,2
30.205308,-98.133052,24
30.219776,-98.118518,44
30.20463,-98.11855,46
30.198217,-98.107129,41
30.210052,-98.087482,60
30.213293,-98.084826,3
30.191588,-98.095033,7
30.246396,-98.12472,13
30.254291,-98.082014,11
30.182808,-98.124873,3
30.198168,-98.161836,5
30.191378,-98.162277,1
30.18744,-98.115318,11
30.205647,-98.128349,21
30.227215,-98.154469,1
30.256152,-98.143003,5
30.233872,-98.124752,29
30.167629,-98.086571,11
30.179423,-98.087313,25
30.159349,-98.068204,7
30.191384,-98.081811,13
30.191338,-98.087434,3
30.193977,-98.102295,5
30.181782,-98.087413,5
30.19133,-98.093042,7
30.189304,-98.099051,9
30.192514,-98.064321,15
30.237465,-98.065915,29
30.249399,-98.058146,7
30.246189,-98.047347,3
30.299922,-98.088865,35
30.368436,-98.072766,15
30.393322,-98.067956,27
29.841741,-97.912779,1
29.848594,-97.905366,3
29.869138,-97.91176,1
29.869205,-97.902758,1
29.883152,-97.909806,3
29.880615,-97.912757,3
29.878232,-97.907425,5
29.818075,-97.998524,1
29.823262,-98.005313,1
29.817127,-97.99684,1
29.818931,-97.994699,1
29.823926,-97.980733,1
29.82181,-98.007133,5
29.81739,-98.012155,1
29.819486,-97.994863,3
29.818343,-97.996504,1
29.814034,-98.000977,1
29.820301,-97.993655,1
29.814105,-98.000616,1
29.822026,-97.99246,1
29.815446,-97.96404,1
29.830284,-97.96121,1
29.828849,-97.983841,1
29.835607,-97.976302,1
29.834256,-97.978198,1
29.841971,-97.974684,1
29.846351,-97.979676,1
29.842559,-97.975355,1
29.850844,-97.974942,3
29.813421,-97.967589,3
29.806774,-97.978529,1
29.838967,-97.973318,1
29.834027,-97.978787,1
29.840191,-97.972651,1
29.836078,-97.976833,1
29.840025,-97.97189,1
29.84932,-97.976323,3
29.820649,-97.955213,3
29.825662,-97.942213,3
29.810918,-98.003617,1
29.797524,-97.994277,1
29.780004,-97.992683,3
29.80978,-98.005157,1
29.810878,-98.004831,1
29.804461,-97.982193,1
29.816411,-97.996523,1
29.80115,-97.994277,1
29.810904,-98.003892,1
29.815126,-97.999061,1
29.815366,-97.999757,1
29.812963,-98.00256,1
29.817537,-97.997344,1
29.862223,-97.998377,1
29.85096,-97.984969,7
29.860719,-97.996498,3
29.850231,-97.984131,3
29.824507,-97.988654,1
29.831786,-97.995633,1
29.847718,-97.981245,5
29.821828,-97.992251,1
29.823465,-97.990057,1
29.834039,-97.992218,3
29.83723,-97.989055,3
29.835006,-97.9781,1
29.827288,-97.985579,3
29.827121,-97.984705,1
29.827685,-97.98604,3
29.825198,-97.988915,1
29.829455,-97.984188,1
29.830066,-97.982813,1
29.830282,-97.98298,1
29.82378,-97.990143,3
29.82846,-97.986415,1
29.796368,-97.968037,1
29.846826,-97.963812,1
29.85373,-97.956148,1
29.828217,-97.944615,1
29.828578,-97.941912,1
29.833369,-97.946962,1
29.832843,-97.941569,1
29.848735,-97.943496,3
29.843343,-97.940454,1
29.855146,-97.971213,7
29.85336,-97.957648,1
29.85126,-97.959659,1
29.847441,-97.964333,1
29.853528,-97.957082,3
29.853599,-97.956728,1
29.84383,-97.967646,1
29.852997,-97.948412,5
29.859231,-97.95031,1
29.865634,-97.943201,1
29.854864,-97.939497,5
29.863038,-97.945704,3
29.865021,-97.943426,3
29.856628,-97.939361,3
29.876116,-97.943103,1
29.869203,-97.940235,3
29.872973,-97.939549,1
29.87758,-97.945016,3
29.879629,-97.94301,1
29.876869,-97.944064,1
29.881903,-97.943378,3
29.883538,-97.943689,1
29.882495,-97.943449,5
29.845758,-97.940197,1
29.854604,-97.930246,3
29.860255,-97.940449,1
29.862253,-97.944222,3
29.866176,-97.943259,1
29.865091,-97.944442,1
29.866953,-97.941952,3
29.861566,-97.948009,5
29.849604,-97.924394,1
29.882041,-97.945704,3
29.823166,-97.952518,1
29.839462,-97.971821,1
29.844947,-97.959837,9
29.839028,-97.953008,1
29.846832,-97.964546,1
29.842668,-97.968462,1
29.844076,-97.967651,1
29.843249,-97.968908,1
29.862841,-97.959953,15
29.861112,-97.957928,5
29.874544,-97.955576,1
29.868395,-97.961723,1
29.867764,-97.961879,1
29.87309,-97.9555,1
29.876557,-97.957934,15
29.880121,-97.961806,14
29.857091,-97.969138,7
29.859917,-97.966063,1
29.865419,-97.962971,5
29.881201,-97.962979,11
29.856668,-97.952744,1
29.858371,-97.950815,1
29.858727,-97.955116,1
29.858642,-97.951706,1
29.857214,-97.953331,3
29.860948,-97.947894,3
29.857198,-97.952916,1
29.862274,-97.947591,1
29.874772,-97.955843,1
29.880348,-97.950762,7
29.880895,-97.949407,1
29.877075,-97.951105,1
29.87622,-97.952048,5
29.877722,-97.950392,3
29.873806,-97.95471,1
29.879877,-97.94805,3
29.878314,-97.94591,5
29.880721,-97.949175,1
29.882637,-97.946433,1
29.880975,-97.946805,1
29.880625,-97.947202,1
29.882953,-97.946819,1
29.881193,-97.949803,7
29.883234,-97.94931,3
29.841662,-97.936114,1
29.834243,-97.928599,3
29.83758,-97.921594,1
29.847286,-97.941906,1
29.845039,-97.918815,7
29.868707,-97.939662,1
29.866108,-97.94225,3
29.868541,-97.938929,1
29.867505,-97.938735,3
29.870902,-97.936456,1
29.867945,-97.935361,1
29.868963,-97.931929,1
29.866739,-97.942596,1
29.868758,-97.939972,1
29.876506,-97.929006,1
29.878542,-97.926102,1
29.88122,-97.92453,5
29.856022,-97.931812,3
29.869094,-97.925668,1
29.872084,-97.91934,1
29.871191,-97.918273,1
29.870111,-97.928014,2
29.874672,-97.9286,3
29.87846,-97.927101,5
29.876501,-97.929761,1
29.879317,-97.926499,5
29.877335,-97.929068,1
29.880004,-97.924818,3
29.87679,-97.928989,3
29.857879,-97.933204,3
29.859559,-97.939136,1
29.86196,-97.938952,1
29.859356,-97.938419,1
29.860462,-97.935727,1
29.85872,-97.934025,1
29.859132,-97.93763,1
29.866104,-97.937439,3
29.862164,-97.937389,5
29.857033,-97.93933,1
29.865529,-97.938682,1
29.865203,-97.938703,1
29.863338,-97.937733,11
29.866078,-97.938666,1
29.872465,-97.934293,1
29.876948,-97.935627,1
29.874456,-97.934677,1
29.876274,-97.939969,1
29.875412,-97.93981,1
29.876448,-97.9387,3
29.875464,-97.938568,1
29.877058,-97.934952,3
29.872558,-97.935146,1
29.871952,-97.936352,1
29.873279,-97.934553,1
29.874938,-97.934728,1
29.879132,-97.936033,1
29.883692,-97.935194,1
29.871325,-97.936415,1
29.87528,-97.931813,1
29.871376,-97.939427,1
29.871593,-97.939456,3
29.870143,-97.939265,1
29.869401,-97.940087,1
29.874302,-97.93838,3
29.874166,-97.939576,1
29.873541,-97.939562,1
29.870384,-97.937174,1
29.88011,-97.939989,1
29.880182,-97.939324,1
29.88144,-97.943323,3
29.879804,-97.942005,3
29.882041,-97.941035,1
29.880037,-97.940663,1
29.88177,-97.939579,1
29.88305,-97.939784,1
29.880724,-97.93681,1
29.882252,-97.939656,1
29.879754,-97.942292,1
29.878688,-97.940413,1
29.88265,-97.942749,1
29.882348,-97.941092,1
29.882869,-97.941188,1
29.882698,-97.942407,1
29.882965,-97.940445,1
29.876883,-97.936028,1
29.877932,-97.938963,1
29.883228,-97.938129,1
29.882553,-97.937165,1
29.877473,-97.932861,1
29.878668,-97.930725,3
29.877842,-97.929681,1
29.882305,-97.931934,3
29.88393,-97.933255,1
29.879275,-97.918292,3
29.88104,-97.920099,3
29.881947,-97.92016,1
29.882011,-97.917562,5
29.877475,-97.916194,3
29.873535,-97.921075,5
29.872239,-97.922415,5
29.880316,-97.923785,1
29.881773,-97.923014,1
29.87959,-97.913879,1
29.852885,-97.898439,9
29.869256,-97.89591,1
29.870444,-97.895752,1
29.878486,-97.901872,1
29.87339,-97.900478,1
30.131698,-98.010044,25
30.147484,-97.983461,73
30.152035,-97.971907,33
29.971708,-97.787475,1
29.963481,-97.777722,5
30.008939,-97.764874,21
30.027667,-97.785745,1
30.033957,-97.778844,1
30.013464,-97.769916,1
30.113119,-97.784722,1
30.116689,-97.781607,5
30.113119,-97.782165,1
30.101967,-97.759692,7
30.148253,-97.854836,179
30.145025,-97.852244,35
30.149554,-97.832825,221
30.140349,-97.832826,145
30.146979,-97.794565,89
30.140553,-97.797024,1
30.148136,-97.793388,15
30.13889,-97.796827,3
30.149231,-97.79128,78
30.144042,-97.793174,93
30.155776,-97.790058,8
30.145684,-97.793334,39
30.164578,-97.77902,104
30.166859,-97.784401,56
30.17234,-97.782741,29
30.178169,-97.778888,6
30.178354,-97.779637,9
30.204722,-97.774484,249
30.227454,-97.779953,44
30.227656,-97.778749,152
30.227437,-97.779343,44
30.230105,-97.788895,1
30.26528,-97.784538,37
30.267711,-97.779086,3
30.265256,-97.783519,15
30.267761,-97.778362,24
30.26533,-97.782286,84
30.266689,-97.779575,68
30.268797,-97.777774,3
30.267535,-97.771498,17
30.325587,-97.779934,49
30.311853,-97.782363,61
30.341,-97.77894,22
30.341546,-97.781731,21
30.399031,-97.782486,1
30.392306,-97.777798,15
29.95748,-97.786545,3
30.044544,-97.794242,11
30.061135,-97.780788,1
30.085718,-97.767393,1
30.092449,-97.781509,1
30.145501,-97.765776,23
30.14972,-97.766207,52
30.153347,-97.711128,1
30.158266,-97.681272,13
30.137567,-97.584342,65
30.147217,-97.577793,33
30.140648,-97.567176,13
30.159513,-97.555305,89
30.158348,-97.776137,142
30.157205,-97.781488,63
30.172017,-97.783811,2
30.179544,-97.782873,49
30.18261,-97.774018,39
30.171832,-97.781082,53
30.183546,-97.77423,39
30.17127,-97.782507,35
30.187451,-97.780446,96
30.192997,-97.778594,204
30.194254,-97.78212,105
30.188994,-97.77993,102
30.206957,-97.778439,67
30.208275,-97.781155,177
30.211058,-97.778963,231
30.210002,-97.779795,87
30.154302,-97.735082,184
30.142173,-97.728856,1
30.22782,-97.774012,1
30.227927,-97.780151,37
30.246641,-97.777001,265
30.244055,-97.781187,219
30.257205,-97.7808,66
30.247075,-97.784821,95
30.260413,-97.770657,91
30.267311,-97.780537,37
30.145195,-97.699584,1
30.149434,-97.696636,1
30.143977,-97.69652,1
30.152491,-97.670395,13
30.145534,-97.673128,23
30.153362,-97.668847,17
30.153831,-97.639306,5
30.283155,-97.776483,235
30.288501,-97.78036,119
30.293797,-97.783106,82
30.295908,-97.783359,87
30.357981,-97.785307,138
30.38252,-97.771031,5
30.146457,-97.624194,7
30.294852,-97.781125,51
30.291665,-97.774304,99
30.297507,-97.780138,17
30.300641,-97.775754,25
30.228138,-97.778887,97
30.228226,-97.781444,104
30.223421,-97.781914,108
30.14862,-97.807197,206
30.144604,-97.808804,27
29.891123,-97.914054,1
29.896446,-97.909096,1
29.893021,-97.911456,5
29.895908,-97.909218,3
29.896952,-97.909541,1
29.904764,-97.912,1
29.915818,-97.910772,1
29.918339,-97.90818,1
29.956683,-97.903285,3
30.028014,-97.910045,15
29.893886,-97.912702,1
29.900771,-97.905448,1
29.894057,-97.911678,3
30.016504,-97.897091,5
29.990932,-97.892708,15
29.966324,-97.926509,1
30.011987,-97.891282,143
30.020791,-97.889466,55
30.014425,-97.859689,1
30.019364,-97.856183,1
30.028356,-97.854691,3
30.014248,-97.85921,3
30.019858,-97.855075,1
30.016986,-97.847265,88
30.014363,-97.812917,21
30.01829,-97.80929,15
30.028376,-97.926097,1
30.015748,-97.859108,19
30.00581,-97.865017,1
30.004704,-97.82677,46
30.095394,-97.895715,23
30.09644,-97.930063,23
30.018492,-97.871239,213
29.89864,-97.973549,7
29.925388,-97.947524,1
29.956176,-97.969228,11
29.937726,-97.932325,9
29.969026,-97.989404,11
29.900238,-97.982998,1
29.983412,-98.00407,1
29.888059,-97.942108,3
29.892343,-97.941204,1
29.884842,-97.943001,1
29.886138,-97.944191,3
29.887377,-97.944393,3
29.891347,-97.941083,1
29.892214,-97.944405,1
29.894504,-97.942072,1
29.896304,-97.944082,1
29.896828,-97.94477,3
29.90526,-97.929784,1
29.917193,-97.933274,3
29.921256,-97.93543,1
29.887756,-97.961289,7
29.891718,-97.95702,3
29.896152,-97.964475,1
29.900516,-97.958233,21
29.896785,-97.948392,1
29.898021,-97.947013,3
29.888057,-97.951664,1
29.889125,-97.950476,1
29.890261,-97.951863,1
29.895617,-97.949694,3
29.893969,-97.951532,3
29.891572,-97.953462,5
29.889994,-97.95523,5
29.890985,-97.952746,1
29.888145,-97.945395,1
29.888858,-97.946341,1
29.890193,-97.947309,1
29.897713,-97.947357,7
29.888328,-97.93012,1
29.885608,-97.926853,1
29.89445,-97.923727,3
29.900543,-97.926663,1
29.891716,-97.926737,1
29.889409,-97.931367,3
29.891985,-97.926032,5
29.89425,-97.928245,1
29.898973,-97.918589,13
29.903718,-97.91319,3
29.892871,-97.941268,1
29.889904,-97.935206,1
29.891224,-97.936081,3
29.894618,-97.935685,3
29.896258,-97.936477,3
29.888698,-97.934407,1
29.887445,-97.935513,1
29.89017,-97.935888,1
29.888847,-97.933304,3
29.895579,-97.932475,1
29.897822,-97.938325,7
29.885398,-97.93914,1
29.88764,-97.939234,1
29.888443,-97.940612,3
29.890831,-97.940999,1
29.887845,-97.93802,1
29.89031,-97.936246,3
29.886562,-97.941802,3
29.885175,-97.940808,3
29.886157,-97.940243,1
29.886604,-97.940314,1
29.888282,-97.941299,1
29.887342,-97.941936,1
29.88561,-97.937555,1
29.886856,-97.937814,1
29.885949,-97.936406,1
29.8872,-97.937886,1
29.885461,-97.938676,1
29.889151,-97.93708,1
29.895984,-97.941451,5
29.887415,-97.923324,1
29.891811,-97.918543,19
29.896415,-97.921533,3
29.88842,-97.917542,1
29.892288,-97.922507,1
29.892966,-97.915739,1
29.892884,-97.917288,11
29.891351,-97.913416,5
29.892317,-97.921909,8
29.893086,-97.91346,5
29.891997,-97.914136,3
29.891126,-97.914385,1
29.885393,-97.925649,1
29.886585,-97.924278,1
29.890532,-97.915493,1
29.887113,-97.917196,1
29.896288,-97.915415,1
30.03879,-97.948547,1
30.047178,-97.988048,18
30.044053,-97.964363,1
30.084815,-98.013181,15
30.075656,-98.001528,1
30.12097,-97.966499,3
30.068102,-97.95782,47
30.059516,-97.989525,58
30.117416,-98.027066,4
30.124197,-98.031112,5
30.131151,-98.015189,5
30.12078,-97.957285,3
29.938037,-97.893994,3
29.950238,-97.884295,1
29.94924,-97.87881,3
29.950177,-97.878941,1
29.957876,-97.876596,5
29.915845,-97.848869,7
29.926522,-97.83059,1
29.947856,-97.880945,3
29.942481,-97.882516,1
29.95831,-97.877762,1
29.959461,-97.877099,1
29.947617,-97.880283,1
29.94602,-97.844755,3
29.987605,-97.836644,5
29.997898,-97.850285,127
29.992531,-97.842281,35
29.940408,-97.846714,1
29.942311,-97.82705,5
29.952679,-97.837463,3
29.955021,-97.83949,14
29.963873,-97.849113,29
29.941387,-97.80234,5
29.953695,-97.808346,1
29.944065,-97.798207,17
29.914969,-97.896677,1
29.925772,-97.891058,1
29.916378,-97.895242,1
29.922265,-97.892317,1
29.893323,-97.88093,11
29.90875,-97.859715,3
29.916639,-97.878747,5
29.918328,-97.876762,1
29.917495,-97.895689,1
29.910342,-97.899412,1
29.9187,-97.895591,1
29.946666,-97.879885,1
29.928819,-97.864431,1
29.92182,-97.856035,1
29.899395,-97.905689,1
29.901008,-97.904288,1
29.900499,-97.905254,1
29.903743,-97.902465,1
29.895047,-97.899234,3
29.900391,-97.889634,1
29.902267,-97.90481,1
29.900165,-97.906472,1
29.902384,-97.904131,1
29.894185,-97.900996,7
29.895378,-97.904373,1
29.902694,-97.902857,1
29.906661,-97.900582,1
29.909831,-97.900124,1
29.907766,-97.900401,1
29.932,-97.888354,1
29.932101,-97.888748,1
29.93194,-97.88714,1
29.942942,-97.88172,1
29.943195,-97.882564,1
29.944055,-97.88247,1
29.926976,-97.86222,1
29.967815,-97.875762,1
29.969687,-97.89606,11
29.980784,-97.89222,1
29.988604,-97.877025,74
29.98734,-97.881341,13
29.980893,-97.88974,15
29.991005,-97.87655,13
29.998405,-97.875004,27
29.955968,-97.877251,3
29.960048,-97.877361,1
29.961741,-97.879345,3
29.977884,-97.8736,11
29.983903,-97.872529,1
29.980909,-97.869032,34
29.989237,-97.881134,29
29.98842,-97.874175,43
29.979466,-97.874473,5
29.984511,-97.872966,1
29.976854,-97.873979,1
29.984943,-97.873281,17
29.978504,-97.874173,1
29.995007,-97.875758,7
29.993397,-97.880581,17
29.98998,-97.859024,38
29.97571,-97.893847,1
29.991391,-97.883102,33
29.990351,-97.888739,46
29.98995,-97.885996,3
29.989498,-97.882908,3
29.964168,-97.87511,1
29.968051,-97.874544,9
29.967861,-97.875366,1
29.962752,-97.87637,1
29.96523,-97.875565,1
29.971791,-97.858385,33
29.973956,-97.874605,10
29.973379,-97.87508,1
29.999674,-97.872733,25
29.994143,-97.870195,5
29.999144,-97.868018,38
29.99763,-97.86942,11
29.999883,-97.868179,21
30.004292,-97.856041,133
29.999739,-97.86852,23
29.998763,-97.869521,1
30.003548,-97.866759,131
30.005121,-97.865053,17
30.009416,-97.862153,91
30.012584,-97.860204,5135
30.013012,-97.861302,108
30.007356,-97.864561,34
29.988217,-97.872226,3
29.988055,-97.871805,31
29.988493,-97.87533,23
29.992077,-97.873158,7
30.005926,-97.864224,12
29.934329,-97.81764,3
29.968192,-97.82357,9
29.95593,-97.810699,1
29.971545,-97.818273,3
29.976888,-97.808745,3
29.989278,-97.80845,23
29.993819,-97.813678,45
29.984568,-97.817677,3
29.961303,-97.832749,7
29.99912,-97.834605,13
30.000962,-97.821896,27
29.965926,-97.795661,1
29.964911,-97.794449,1
30.0323,-97.847014,34
30.041811,-97.842152,1
30.032835,-97.846357,27
30.035577,-97.844714,30
30.035737,-97.846154,5
30.056751,-97.844468,27
30.079887,-97.874335,67
30.085233,-97.874376,84
30.057411,-97.859417,94
30.057888,-97.844172,1
30.085233,-97.849017,27
30.071266,-97.84389,52
30.038451,-97.84427,26
30.032572,-97.847181,45
30.040561,-97.843567,3
30.078846,-97.843981,75
30.081515,-97.842408,138
30.072526,-97.855312,31
30.087256,-97.830648,249
30.07893,-97.823356,7
30.08137,-97.821978,41
30.070274,-97.810744,30
30.094569,-97.810998,11
30.084451,-97.781297,1
30.086583,-97.848656,45
30.081757,-97.823239,15
30.079485,-97.824447,47
30.08252,-97.822475,59
30.076016,-97.825784,1
30.082232,-97.822216,71
30.077746,-97.824566,1
30.092478,-97.848376,15
30.141052,-97.839895,49
30.140901,-97.846645,23
30.042635,-97.884639,7
30.049961,-97.874437,3
30.02744,-97.88916,52
30.027821,-97.874967,34
30.034703,-97.874957,5
30.019116,-97.899698,9
30.021271,-97.854719,1
30.029776,-97.848174,13
30.029759,-97.849023,1
30.02232,-97.853646,1
30.022693,-97.854123,1
30.01694,-97.858252,102
30.068251,-97.873629,3
30.104231,-97.874942,123
30.092148,-97.874553,91
30.097269,-97.874777,39
30.095573,-97.891498,51
30.114723,-97.874813,154
30.124805,-97.862555,28
30.100671,-97.848911,41
30.100605,-97.860949,60
30.117934,-97.872072,60
30.048613,-97.838751,66
30.044463,-97.840432,7
30.04977,-97.837808,22
30.030178,-97.8244,21
30.024867,-97.789988,9
30.058252,-97.821052,19
30.046184,-97.80319,19
30.0519,-97.838021,60
30.046293,-97.840771,13
30.050612,-97.838215,25
30.046387,-97.840289,1
30.058509,-97.803453,1
30.071613,-97.821368,31
30.039995,-97.842572,23
30.04291,-97.842069,5
30.041884,-97.842901,3
30.066202,-97.843692,3
30.058164,-97.833704,5
30.062222,-97.831705,23
30.070839,-97.827419,1
30.057803,-97.840129,11
30.07068,-97.828798,79
30.07683,-97.834637,15
