lat,long,weight
30.235658,-97.72957,186
30.228055,-97.720917,51
30.218025,-97.701277,143
30.268739,-97.812312,150
30.262467,-97.80009,121
30.257482,-97.807261,31
30.247294,-97.799248,5
30.258186,-97.789672,140
30.250663,-97.791535,98
30.240428,-97.794477,1
30.236384,-97.787768,258
30.23376,-97.779795,183
30.243976,-97.774117,145
30.251311,-97.772077,37
30.246241,-97.762422,230
30.240171,-97.766963,185
30.23169,-97.771333,181
30.227782,-97.764302,56
30.235703,-97.759859,85
30.243373,-97.754573,117
30.241194,-97.744361,125
30.238356,-97.748602,123
30.231751,-97.751904,105
30.223802,-97.757112,183
30.218675,-97.746881,27
30.22543,-97.739635,159
30.226569,-97.732462,168
30.219904,-97.725743,67
30.274722,-97.824877,91
30.255952,-97.814911,3
30.235591,-97.807971,68
30.227237,-97.795844,55
30.222209,-97.784683,51
30.219404,-97.77595,164
30.219174,-97.770121,347
30.213479,-97.762511,257
30.203546,-97.749497,163
30.211973,-97.741725,81
30.199342,-97.739267,32
30.199427,-97.727805,14
30.185219,-97.702259,8
30.207604,-97.705674,130
30.200401,-97.668694,77
30.224758,-97.664314,117
30.207631,-97.603752,7
30.229851,-97.806673,13
30.223724,-97.812739,39
30.213238,-97.819622,152
30.211461,-97.808543,45
30.219912,-97.800719,33
30.21642,-97.7932,39
30.207136,-97.801517,35
30.205816,-97.794697,79
30.214075,-97.788886,32
30.211162,-97.783613,35
30.204494,-97.787716,31
30.201568,-97.781077,257
30.209973,-97.775986,235
30.198303,-97.771828,245
30.192167,-97.76229,69
30.19005,-97.752272,53
30.191559,-97.741838,90
30.183884,-97.735419,47
30.179088,-97.714023,9
30.168372,-97.676869,3
30.128184,-97.613068,114
30.166566,-97.569847,11
30.204201,-97.575259,13
30.195468,-97.820597,25
30.192671,-97.79731,64
30.190192,-97.786001,104
30.188088,-97.777584,25
30.182413,-97.772149,32
30.179217,-97.759163,27
30.170457,-97.748821,33
30.16781,-97.730989,33
30.160499,-97.709547,9
30.143493,-97.687533,1
30.182246,-97.830203,135
30.180777,-97.806741,27
30.178806,-97.78988,40
30.174277,-97.783503,44
30.170566,-97.77519,7
30.171015,-97.763446,119
30.164418,-97.745521,39
30.160598,-97.815586,343
30.161894,-97.781648,88
30.134292,-97.724486,1
30.123992,-97.702255,5
30.118841,-97.815712,47
30.138629,-97.789007,43
30.1398,-97.779669,36
30.122344,-97.793243,1
30.11474,-97.761745,1
30.10091,-97.742406,5
30.10704,-97.711796,1
30.099935,-97.644403,1
30.099777,-97.794275,1
30.079091,-97.708895,17
30.061879,-97.67384,106
30.45357,-97.57921,95
30.44074,-97.596368,11
30.384952,-97.572308,1
30.371482,-97.546382,1
30.316307,-97.498617,1
30.30919,-97.550996,1
30.277114,-97.57567,3
30.264,-97.537069,1
30.239086,-97.53474,1
30.149404,-97.877778,29
30.562892,-97.81444,39
30.556527,-97.784048,13
30.560541,-97.747161,286
30.565681,-97.707149,1
30.543998,-97.702414,126
30.426107,-97.404165,3
30.494096,-97.797771,59
30.479701,-97.776675,97
30.474974,-97.690281,1
30.42248,-97.862996,59
30.130563,-97.947983,49
30.113558,-97.857472,131
30.095669,-97.82522,5
30.079619,-97.796332,1
30.054632,-97.768528,3
30.03508,-97.739866,9
30.044241,-97.823901,49
30.064542,-97.813059,66
30.067321,-97.837672,42
30.081642,-97.956989,28
29.886396,-97.922651,1
30.028229,-97.982658,1
30.002999,-97.878479,81
30.001839,-97.785715,42
29.979146,-97.846817,13
30.34613,-97.703574,346
30.488497,-97.600807,159
30.48319,-97.56746,232
30.463281,-97.525215,3
30.087585,-97.751571,3
30.058818,-97.723985,9
30.438973,-97.543138,5
30.428163,-97.513846,1
30.144669,-97.747936,79
30.132946,-97.82476,11
30.145593,-97.817215,119
30.199903,-97.523203,43
30.114833,-97.680519,11
30.131976,-97.668147,7
30.145238,-97.583182,35
30.467008,-97.489938,7
30.152791,-97.651583,13
30.165474,-97.640056,15
30.237554,-97.674932,27
30.183483,-97.637009,25
30.172582,-97.602786,72
30.442805,-97.462556,1
30.230896,-97.570828,107
30.254773,-97.510731,7
30.274879,-97.472702,100
30.297379,-97.511156,25
30.327288,-97.527973,29
30.311798,-97.470836,1
30.345114,-97.524893,17
30.332948,-97.468369,5
30.35486,-97.554176,96
30.400775,-97.566228,3
30.39936,-97.440864,6
30.367707,-97.520502,143
30.362081,-97.455986,4
30.389228,-97.501275,11
30.408462,-97.527893,3
30.419177,-97.556499,5
30.417448,-97.486022,5
30.51116,-97.432012,37
30.758933,-97.61981,3
30.787235,-97.461624,1
30.762333,-97.570963,5
30.714855,-97.635692,1
30.721902,-97.655039,1
30.721962,-97.43449,11
30.7155,-97.453439,1
30.659308,-97.591075,5
30.645536,-97.648227,1
30.688991,-97.697896,144
30.70538,-97.717715,205
30.688418,-97.290934,3
30.708185,-97.434506,5
30.707375,-97.44851,1
30.617408,-97.492335,5
30.63058,-97.608464,5
30.670268,-97.365601,3
30.614327,-97.438935,1
30.556867,-97.534104,154
30.549309,-97.552697,115
30.585801,-97.403788,3
30.593637,-97.422708,49
30.589385,-97.4345,37
30.417908,-97.324987,7
30.454708,-97.409402,7
30.519091,-97.37656,1
30.548378,-97.339944,15
30.543711,-97.426921,5
30.564158,-97.412627,25
30.544213,-97.502359,1
30.518844,-97.603226,151
30.553467,-97.632417,120
30.37016,-97.793486,90
30.52616,-97.553431,277
29.896453,-98.064179,3
29.955213,-98.126496,1
29.956289,-98.065857,3
29.950139,-98.009999,1
29.868981,-97.990969,3
29.857558,-98.012298,1
29.832913,-98.018237,5
29.979552,-98.108467,13
29.997999,-98.058955,15
30.019846,-98.0279,13
29.967048,-97.95913,15
29.952026,-97.983606,9
29.979371,-98.082087,9
30.030066,-98.080249,5
29.918913,-97.948067,1
30.043596,-98.053382,3
29.877956,-97.952311,5
29.87017,-97.962849,5
29.878492,-97.965586,7
30.177624,-98.067552,21
30.183656,-98.035565,19
30.204068,-98.063961,5
30.132727,-98.066773,15
30.142357,-98.017092,7
30.123464,-98.013422,11
30.103535,-97.972025,34
30.156158,-97.922656,9
30.083197,-98.064494,13
30.046219,-97.956417,15
30.249732,-98.090132,11
30.221504,-98.001452,47
30.232619,-98.041958,3
30.256626,-98.041382,9
30.188322,-97.952201,70
29.890125,-97.944039,1
29.889557,-97.938971,1
29.887069,-97.939213,1
29.887943,-97.936567,1
29.881756,-97.942358,1
29.88051,-97.945474,7
29.87795,-97.943205,3
29.875888,-97.949028,7
29.882519,-97.927999,3
29.881815,-97.932862,5
29.887993,-97.932527,1
29.886075,-97.93607,1
29.893192,-97.93209,1
29.888441,-97.926399,1
29.893447,-97.938495,5
29.896727,-97.936225,1
29.886506,-97.942882,1
29.887606,-97.948487,1
29.884797,-97.945336,3
29.884042,-97.942473,1
29.881787,-97.947927,1
29.884353,-97.901427,1
29.873067,-97.90967,1
29.883636,-97.91573,1
29.892753,-97.908106,5
29.864351,-97.902071,3
29.867046,-97.923945,1
29.880741,-97.917204,3
29.875409,-97.92325,17
30.207493,-98.032242,133
29.889728,-97.918411,1
29.898736,-97.913953,1
30.06917,-98.022446,67
30.079967,-97.990787,7
30.055404,-97.91209,3
29.886781,-97.991968,1
29.908987,-97.972402,1
29.889408,-97.970463,15
29.863587,-97.978738,15
29.897388,-97.954655,11
29.85407,-97.978959,7
29.842171,-97.996419,10
30.139214,-98.214295,3
30.190007,-98.168253,1
30.174555,-98.153721,31
30.1517,-98.154464,1
30.212417,-98.172451,11
30.22956,-98.135289,1
30.220277,-98.100548,33
30.158316,-98.110565,7
30.0445,-98.141486,107
30.072636,-98.204517,3
30.115504,-98.192023,7
30.019708,-98.232533,3
29.995598,-98.167437,5
30.1139,-98.246902,19
29.996347,-98.122024,5
30.02551,-98.111827,50
30.067054,-98.102025,3
30.10241,-98.14819,1
30.133525,-98.106678,1
30.271372,-98.086092,3
29.908768,-97.917075,3
30.277913,-98.137608,11
30.3165,-98.139466,13
30.291503,-98.177276,1
30.24439,-98.18288,37
30.167197,-98.235175,1
30.185976,-98.229548,1
30.191844,-98.103685,3
30.184616,-98.091417,1
29.876772,-97.898031,1
29.850646,-97.932248,3
29.850705,-97.913015,9
29.859432,-97.925423,1
29.835223,-97.937747,1
29.855514,-97.945814,5
29.832686,-97.918297,1
29.826014,-97.932603,1
29.807481,-97.955,3
29.773576,-97.997444,1
29.786936,-97.976479,1
29.845097,-97.972475,1
29.855842,-97.963431,1
29.836644,-97.955373,1
29.837248,-97.982015,1
29.825153,-97.995132,1
29.859848,-97.970835,3
29.814299,-98.008047,1
29.826534,-97.980837,1
29.813303,-97.980242,1
29.805415,-98.002584,1
29.947011,-97.918627,3
29.928589,-97.917713,1
30.501019,-97.716276,1
29.89784,-97.928405,1
29.837992,-97.945905,1
29.871145,-97.9443,7
29.868781,-97.942805,5
29.863849,-97.941585,3
29.863564,-97.948336,3
29.860725,-97.944829,3
29.846717,-97.954871,8
30.012564,-97.752352,13
30.067731,-97.825872,23
30.01983,-97.868262,20
30.038809,-97.873747,6
30.067665,-97.849967,1
30.08096,-97.83664,38
30.083844,-97.815399,23
30.142626,-97.856741,39
30.126275,-97.877768,62
30.103692,-97.899298,79
30.090338,-97.88967,65
29.959885,-97.801203,1
29.989355,-97.816935,5
29.953982,-97.862871,1
29.993338,-97.863652,81
30.005026,-97.844911,44
30.017435,-97.826144,33
30.093477,-97.86188,73
30.080607,-97.8601,64
30.070587,-97.864712,1
29.953701,-97.889945,3
29.973582,-97.882525,3
29.983051,-97.900371,5
29.985158,-97.879181,45
29.987072,-97.887542,1
30.040951,-97.895792,17
30.021565,-97.896007,43
29.994624,-97.874248,13
29.991428,-97.879703,76
29.996685,-97.8902,56
29.927373,-97.884313,1
29.898203,-97.896467,1
29.900537,-97.901977,3
29.909386,-97.905904,1
29.936266,-97.889216,1
29.900711,-97.942748,3
29.904187,-97.949324,3
29.894799,-97.945184,1
29.932993,-97.839249,1
29.909249,-97.869469,1
29.893191,-97.890449,5
29.9514,-97.81998,7
30.012707,-97.90673,1
30.276044,-97.858429,27
30.226363,-97.874022,3
30.174384,-97.984925,103
30.269483,-97.748407,161
30.629693,-97.936611,1
30.56515,-97.878483,60
30.671293,-97.949297,19
30.639453,-97.894479,21
30.561981,-97.854201,99
30.683345,-97.94289,5
30.766585,-97.9192,5
30.629598,-97.845097,1
30.639299,-97.6662,12
30.642343,-97.674662,1
30.668799,-97.659879,13
30.628872,-97.671426,19
30.668363,-97.686088,27
30.880283,-97.824754,13
30.470096,-97.449694,1
30.74618,-97.845772,30
30.689129,-97.862864,3
30.575118,-97.820445,68
30.876242,-97.77401,1
30.840902,-97.747424,1
30.78796,-97.831057,1
30.685782,-97.776485,15
30.658614,-97.695213,9
30.637172,-97.681379,69
30.629455,-97.700115,1
30.627732,-97.68395,98
30.852528,-97.680214,3
30.831092,-97.612867,27
30.625071,-97.676133,13
30.616469,-97.686217,1
30.623086,-97.697171,53
30.834316,-97.589673,1
30.656402,-97.262914,1
30.631001,-97.410462,1
30.577103,-97.332716,1
30.577643,-97.392433,5
30.539989,-97.216877,7
30.549645,-97.386987,5
30.567615,-97.398214,1
30.572072,-97.41793,36
30.460507,-97.1884,17
30.54927,-97.453586,7
29.861169,-97.937891,1
29.864771,-97.935216,15
29.867991,-97.937213,1
29.870864,-97.934639,1
29.864473,-97.916837,1
29.862569,-97.930338,1
29.857715,-97.936981,1
29.877395,-97.931265,1
29.871417,-97.93772,1
29.875356,-97.933272,1
29.870438,-97.94043,1
29.874089,-97.937071,7
29.879425,-97.934873,1
29.873855,-97.941696,3
29.882817,-97.936327,1
29.888777,-97.953068,1
29.881982,-97.94009,1
29.884244,-97.940672,1
29.875972,-97.939316,1
29.880838,-97.938202,1
29.88466,-97.938557,1
29.88739,-97.941105,1
29.866701,-97.955129,3
29.859982,-97.953523,1
29.871867,-97.948372,7
29.87049,-97.955337,1
29.892357,-97.94926,3
29.877414,-97.937005,1
29.846154,-97.898921,9
29.883181,-97.956601,25
29.890512,-97.962115,9
30.581871,-97.431543,55
30.570241,-97.845304,43
30.547881,-97.832053,312
30.516189,-97.819854,69
30.498781,-97.810987,26
30.476706,-97.789975,25
30.526117,-97.8279,39
30.532518,-97.804664,55
30.537807,-97.790202,1
30.52354,-97.78296,5
30.65866,-97.776031,5
30.658855,-97.849323,1
30.678669,-97.678827,1
30.69052,-97.662227,1
30.69345,-97.644873,3
30.70634,-97.676452,11
30.717388,-97.745749,89
30.756782,-97.762274,5
30.84433,-97.792283,5
30.83935,-97.791475,1
30.84407,-97.797976,7
30.833925,-97.833141,1
30.820892,-97.877474,3
30.809086,-97.788775,1
30.787546,-97.733844,1
30.594021,-97.681147,76
30.592574,-97.705395,1
30.610956,-97.746309,1
30.624548,-97.751006,3
30.603434,-97.659525,17
30.605496,-97.646404,7
30.633028,-97.636136,7
30.623878,-97.634323,1
30.6491,-97.637474,3
30.675787,-97.63588,1
30.67039,-97.646313,1
30.659924,-97.615333,1
30.68416,-97.648796,1
30.580698,-97.634348,3
30.688393,-97.56823,1
30.605618,-97.407175,1
30.547251,-97.412218,1
30.572237,-97.424569,1
30.650184,-97.46063,1
30.675472,-97.416823,1
30.749076,-97.498686,3
30.728051,-97.451663,1
30.75436,-97.408646,1
30.570439,-97.411401,1
30.43632,-97.251463,1
30.472299,-97.262528,1
30.48328,-97.224474,3
30.445868,-97.232566,11
30.479296,-97.306116,1
30.43847,-97.286145,1
30.443943,-97.370321,5
30.455046,-97.339311,1
30.515092,-97.408642,1
30.488553,-97.410368,1
30.479036,-97.392374,1
30.493829,-97.35547,1
30.522277,-97.308176,1
30.505589,-97.247565,1
30.504025,-97.182869,3
30.565058,-97.259618,3
30.62155,-97.263684,3
30.631593,-97.319296,1
30.660884,-97.299336,1
30.599844,-97.309353,1
30.590803,-97.346743,1
30.621102,-97.369973,1
30.65527,-97.346524,1
30.584139,-97.4234,3
30.560575,-97.423818,15
30.555834,-97.41098,1
30.581104,-97.381876,1
30.511418,-97.468827,1
30.526407,-97.530192,34
30.517308,-97.502997,1
30.509986,-97.55816,39
30.477489,-97.481873,1
30.575191,-97.510374,9
30.578301,-97.465299,1
30.58379,-97.592003,25
30.581783,-97.6213,1
30.603935,-97.594838,9
30.593494,-97.559051,1
30.571888,-97.562385,32
30.550444,-97.586759,76
30.544585,-97.60774,4
30.559709,-97.615336,43
30.612544,-97.569962,1
30.603709,-97.521503,1
30.657724,-97.497322,1
30.681438,-97.518758,5
30.684143,-97.475931,1
30.727033,-97.485999,1
30.741662,-97.534252,1
30.707529,-97.522309,1
30.767866,-97.516497,3
30.804915,-97.569578,11
30.750264,-97.681406,1
30.791238,-97.642916,1
30.69837,-97.627671,9
30.682848,-97.597727,1
30.715183,-97.599677,4
30.726483,-97.560001,1
30.652202,-97.567221,3
30.658509,-97.527026,1
30.744464,-97.349428,1
30.723527,-97.294568,1
30.718481,-97.340303,1
30.711832,-97.41274,1
30.699874,-97.356277,1
30.721099,-97.804395,9
30.713284,-97.917453,23
30.707511,-97.937796,5
30.505476,-97.850632,71
30.502098,-97.831932,51
30.511753,-97.834159,79
30.043099,-97.852821,17
30.521169,-97.847519,119
30.524123,-97.837526,53
30.550258,-97.847503,23
30.536438,-97.857691,109
30.465145,-97.829934,168
30.740886,-97.717294,27
30.476281,-97.719732,1
30.489708,-97.655412,61
30.587174,-97.415829,31
30.405887,-98.02832,56
30.49147,-97.824934,204
30.47081,-97.820694,94
30.530568,-97.821047,189
30.539373,-97.783615,1
30.527955,-97.767089,125
30.506117,-97.763655,49
30.491587,-97.764424,93
30.48459,-97.794481,15
30.498519,-97.782491,115
30.488025,-97.78106,1
30.48333,-97.840841,103
30.545795,-97.825633,243
30.546888,-97.806481,25
30.600584,-97.804895,1
30.628699,-97.811,14
30.508377,-97.815848,47
30.52396,-97.791741,127
30.507357,-97.806002,17
30.511773,-97.789939,1
30.486395,-97.805868,9
30.492048,-97.5281,3
30.905132,-97.800454,2
