head,tail,origin_addr,dest_addr,distance,duration,traffic_duration,speed_mph,
101,2339,"3112 Sesbania Dr, Austin, TX 78748, USA","3401 Split Rock Trail, Austin, TX 78739, USA",680,60,86,18.52413793,1.433333333
2341,88,"5701 W Slaughter Ln, Austin, TX 78749, USA","5612 Sunny Vista Dr, Austin, TX 78749, USA",916,172,180,11.99403315,1.046511628
88,2341,"5612 Sunny Vista Dr, Austin, TX 78749, USA","5701 W Slaughter Ln, Austin, TX 78749, USA",916,169,172,12.54867052,1.017751479
2340,89,"4408 Chickasaw Ct, Austin, TX 78749, USA","4103 W Slaughter Ln, Austin, TX 78749, USA",1147,150,157,17.205,1.046666667
89,2340,"4103 W Slaughter Ln, Austin, TX 78749, USA","4408 Chickasaw Ct, Austin, TX 78749, USA",796,136,140,13.37957447,1.029411765
2342,86,"8900 Ovalla Dr, Austin, TX 78749, USA","8100 Los Ranchos Dr, Austin, TX 78749, USA",2385,215,243,23.16577869,1.130232558
86,2342,"8100 Los Ranchos Dr, Austin, TX 78749, USA","8900 Ovalla Dr, Austin, TX 78749, USA",1745,207,215,19.14652778,1.038647343
2345,75,"6307 Oasis Dr, Austin, TX 78749, USA","8016 Tommy Nowotny Dr, Austin, TX 78737, USA",4386,407,508,20.42204322,1.248157248
75,2345,"8016 Tommy Nowotny Dr, Austin, TX 78737, USA","6307 Oasis Dr, Austin, TX 78749, USA",4383,384,487,21.28629098,1.268229167
2299,63,"6189 Southwest Pkwy, Austin, TX 78735, USA","5908 Oakclaire Dr, Austin, TX 78735, USA",2859,278,311,21.71740385,1.118705036
63,2299,"5908 Oakclaire Dr, Austin, TX 78735, USA","6189 Southwest Pkwy, Austin, TX 78735, USA",2560,250,286,21.14006969,1.144
2360,73,"8517 Farm to Market Rd 1826, Austin, TX 78737, USA","9116 La Fauna View, Austin, TX 78737, USA",2582,363,366,16.67395095,1.008264463
73,2360,"9116 La Fauna View, Austin, TX 78737, USA","8517 Farm to Market Rd 1826, Austin, TX 78737, USA",2573,348,349,17.42288571,1.002873563
2210,68,"8107 US-290, Austin, TX 78736, USA","7304 Scenic Brook Dr, Austin, TX 78736, USA",1867,139,162,27.14595092,1.165467626
68,2210,"7304 Scenic Brook Dr, Austin, TX 78736, USA","8107 US-290, Austin, TX 78736, USA",1867,177,206,21.3757971,1.163841808
2350,68,"7612 TX-71, Austin, TX 78735, USA","7304 Scenic Brook Dr, Austin, TX 78736, USA",2178,210,254,20.24258824,1.20952381
68,2350,"7304 Scenic Brook Dr, Austin, TX 78736, USA","7612 TX-71, Austin, TX 78735, USA",1937,185,194,23.542,1.048648649
2348,60,"7824 TX-71, Austin, TX 78735, USA","7413 Old Bee Cave Rd, Austin, TX 78735, USA",446,78,79,13.21275,1.012820513
60,2348,"7413 Old Bee Cave Rd, Austin, TX 78735, USA","7824 TX-71, Austin, TX 78735, USA",446,62,63,16.5159375,1.016129032
2364,59,"6000 Mountain Shadows Dr, Austin, TX 78735, USA","6210 Mountain Shadows Dr, Austin, TX 78735, USA",486,81,81,14.04658537,1
59,2364,"6210 Mountain Shadows Dr, Austin, TX 78735, USA","6000 Mountain Shadows Dr, Austin, TX 78735, USA",486,72,72,15.77835616,1
2367,67,"9120 TX-71, Austin, TX 78736, USA","7004 Bright Star Ln, Austin, TX 78736, USA",1163,131,131,20.88113636,1
67,2367,"7004 Bright Star Ln, Austin, TX 78736, USA","9120 TX-71, Austin, TX 78736, USA",1148,139,138,19.57381295,0.992805755
2366,59,"8738 TX-71, Austin, TX 78735, USA","6210 Mountain Shadows Dr, Austin, TX 78735, USA",3359,237,283,28.03109155,1.194092827
59,2366,"6210 Mountain Shadows Dr, Austin, TX 78735, USA","8738 TX-71, Austin, TX 78735, USA",3359,241,273,29.05412409,1.132780083
2368,84,"7741 Kiva Dr, Austin, TX 78749, USA","7810 Vail Valley Dr, Austin, TX 78749, USA",1063,154,166,15.08568862,1.077922078
84,2368,"7810 Vail Valley Dr, Austin, TX 78749, USA","7741 Kiva Dr, Austin, TX 78749, USA",1063,148,164,15.26854545,1.108108108
2379,84,"4922 Convict Hill/Flaming Oak, Austin, TX 78749, USA","7810 Vail Valley Dr, Austin, TX 78749, USA",1337,172,181,17.41038462,1.052325581
84,2379,"7810 Vail Valley Dr, Austin, TX 78749, USA","4922 Convict Hill/Flaming Oak, Austin, TX 78749, USA",1316,174,185,16.7683871,1.063218391
2381,83,"5115 Woodcreek Rd, Austin, TX 78749, USA","4959 Woodcreek Rd, Austin, TX 78749, USA",602,95,94,15.01831579,0.989473684
83,2381,"4959 Woodcreek Rd, Austin, TX 78749, USA","5115 Woodcreek Rd, Austin, TX 78749, USA",602,105,104,13.588,0.99047619
2380,83,"7000 Wheeler Branch Trail, Austin, TX 78749, USA","4959 Woodcreek Rd, Austin, TX 78749, USA",1278,127,143,21.03375,1.125984252
83,2380,"4959 Woodcreek Rd, Austin, TX 78749, USA","7000 Wheeler Branch Trail, Austin, TX 78749, USA",823,123,122,15.85780488,0.991869919
2375,63,"6128 W Hwy 290, Austin, TX 78735, USA","5908 Oakclaire Dr, Austin, TX 78735, USA",521,58,58,20.92830508,1
63,2375,"5908 Oakclaire Dr, Austin, TX 78735, USA","6128 W Hwy 290, Austin, TX 78735, USA",521,55,54,22.45036364,0.981818182
2297,78,"4719 Monterey Oaks Blvd, Austin, TX 78749, USA","5301 Badger Bend, Austin, TX 78749, USA",2760,282,318,20.50532915,1.127659574
78,2297,"5301 Badger Bend, Austin, TX 78749, USA","4719 Monterey Oaks Blvd, Austin, TX 78749, USA",5085,395,520,23.13138196,1.316455696
2388,542,"1312 Slaughter/Bilbrook, Austin, TX 78748, USA","10405 Sentenal Dr, Austin, TX 78748, USA",1610,143,154,24.61741935,1.076923077
542,2388,"10405 Sentenal Dr, Austin, TX 78748, USA","1312 Slaughter/Bilbrook, Austin, TX 78748, USA",1610,154,167,22.7125,1.084415584
2302,100,"2629 Riddle Rd, Austin, TX 78748, USA","Bauerle Ranch At Slaughter Creek Greenbelt: Bauerle Creek Trail, Austin, TX 78748, USA",2321,310,321,17.08313665,1.035483871
100,2302,"Bauerle Ranch At Slaughter Creek Greenbelt: Bauerle Creek Trail, Austin, TX 78748, USA","2629 Riddle Rd, Austin, TX 78748, USA",2321,300,317,17.29801887,1.056666667
2408,100,"10630 Manchaca Rd, Austin, TX 78748, USA","Bauerle Ranch At Slaughter Creek Greenbelt: Bauerle Creek Trail, Austin, TX 78748, USA",2084,238,344,14.31617391,1.445378151
100,2408,"Bauerle Ranch At Slaughter Creek Greenbelt: Bauerle Creek Trail, Austin, TX 78748, USA","10630 Manchaca Rd, Austin, TX 78748, USA",2084,243,258,19.06980695,1.061728395
2411,98,"8425 West Gate/Cameron, Austin, TX 78745, USA","7606 Bloomfield Dr, Austin, TX 78745, USA",1456,149,144,23.79806897,0.966442953
98,2411,"7606 Bloomfield Dr, Austin, TX 78745, USA","8425 West Gate/Cameron, Austin, TX 78745, USA",1456,171,200,17.16776119,1.169590643
2412,525,"7609 West Gate Blvd, Austin, TX 78745, USA","2601 Shiloh Dr, Austin, TX 78745, USA",4297,363,665,15.29112613,1.831955923
525,2412,"2601 Shiloh Dr, Austin, TX 78745, USA","7609 West Gate Blvd, Austin, TX 78745, USA",4343,404,530,19.3840113,1.311881188
2413,98,"8205 Brodie Ln, Austin, TX 78745, USA","7606 Bloomfield Dr, Austin, TX 78745, USA",1370,153,178,18.13910615,1.163398693
98,2413,"7606 Bloomfield Dr, Austin, TX 78745, USA","8205 Brodie Ln, Austin, TX 78745, USA",1711,217,242,16.68753086,1.115207373
2410,525,"8901 Marsh Dr, Austin, TX 78748, USA","2601 Shiloh Dr, Austin, TX 78745, USA",1158,124,170,16.04947368,1.370967742
525,2410,"2601 Shiloh Dr, Austin, TX 78745, USA","8901 Marsh Dr, Austin, TX 78748, USA",4787,412,454,24.93448352,1.101941748
2398,525,"8139 Evadean Cir, Austin, TX 78745, USA","2601 Shiloh Dr, Austin, TX 78745, USA",939,121,303,7.320493421,2.504132231
525,2398,"2601 Shiloh Dr, Austin, TX 78745, USA","8139 Evadean Cir, Austin, TX 78745, USA",939,122,118,18.70109244,0.967213115
2460,503,"5309 West Gate Blvd, Austin, TX 78745, USA","28 Lone Oak Trail, Sunset Valley, TX 78745, USA",1583,206,216,17.28898618,1.048543689
503,2460,"28 Lone Oak Trail, Sunset Valley, TX 78745, USA","5309 West Gate Blvd, Austin, TX 78745, USA",1583,191,230,16.24116883,1.204188482
2461,503,"3109 Jones Rd, Sunset Valley, TX 78745, USA","28 Lone Oak Trail, Sunset Valley, TX 78745, USA",631,93,92,16.08032258,0.989247312
503,2461,"28 Lone Oak Trail, Sunset Valley, TX 78745, USA","3109 Jones Rd, Sunset Valley, TX 78745, USA",631,79,80,18.46259259,1.012658228
2468,57,"4602 Southwest Pkwy, Austin, TX 78735, USA","4503 Trail W Dr, Austin, TX 78735, USA",1483,140,168,20.79710059,1.2
57,2468,"4503 Trail W Dr, Austin, TX 78735, USA","4602 Southwest Pkwy, Austin, TX 78735, USA",3535,373,528,15.83733459,1.415549598
2469,57,"Gaines Creek Greenbelt, TX-1 Loop, Austin, TX 78735, USA","4503 Trail W Dr, Austin, TX 78735, USA",2270,188,226,23.7,1.20212766
57,2469,"4503 Trail W Dr, Austin, TX 78735, USA","Gaines Creek Greenbelt, TX-1 Loop, Austin, TX 78735, USA",3860,360,480,19.01912682,1.333333333
2311,80,"4625 Brush Country Rd, Austin, TX 78749, USA","4208 Yellow Rose Trail, Austin, TX 78749, USA",1569,279,335,11.06705357,1.200716846
80,2311,"4208 Yellow Rose Trail, Austin, TX 78749, USA","4625 Brush Country Rd, Austin, TX 78749, USA",1084,203,225,11.36761062,1.108374384
2502,85,"6900 Donegal Rd, Austin, TX 78749, USA","7007 Loch Lommond St, Austin, TX 78749, USA",793,111,124,15.03528,1.117117117
85,2502,"7007 Loch Lommond St, Austin, TX 78749, USA","6900 Donegal Rd, Austin, TX 78749, USA",439,62,60,17.05622951,0.967741935
2493,503,"737 Oakdale Dr, Sunset Valley, TX 78745, USA","28 Lone Oak Trail, Sunset Valley, TX 78745, USA",3171,343,390,19.22063939,1.137026239
503,2493,"28 Lone Oak Trail, Sunset Valley, TX 78745, USA","737 Oakdale Dr, Sunset Valley, TX 78745, USA",3209,354,379,20.01402632,1.070621469
2472,504,"6202 Bridlington Cir, Austin, TX 78745, USA","6600 Lancret Hill Dr, Austin, TX 78745, USA",624,99,99,14.7888,1
504,2472,"6600 Lancret Hill Dr, Austin, TX 78745, USA","6202 Bridlington Cir, Austin, TX 78745, USA",619,99,98,14.81848485,0.98989899
2607,281,"600 Barton Creek Blvd, Austin, TX 78746, USA","8114 Talbot Ln, Austin, TX 78746, USA",2631,198,230,26.99337662,1.161616162
281,2607,"8114 Talbot Ln, Austin, TX 78746, USA","600 Barton Creek Blvd, Austin, TX 78746, USA",2593,181,209,29.26385714,1.154696133
2608,31,"1403B Cuernavaca Dr N, Austin, TX 78733, USA","1818 Carlotta Ln, Austin, TX 78733, USA",3234,312,351,21.774375,1.125
31,2608,"1818 Carlotta Ln, Austin, TX 78733, USA","1403B Cuernavaca Dr N, Austin, TX 78733, USA",2285,286,289,18.67396552,1.01048951
2609,31,"10604 River Terrace Cir, Austin, TX 78733, USA","1818 Carlotta Ln, Austin, TX 78733, USA",6008,545,609,23.34255738,1.117431193
31,2609,"1818 Carlotta Ln, Austin, TX 78733, USA","10604 River Terrace Cir, Austin, TX 78733, USA",6008,527,537,26.4664684,1.018975332
2610,24,"4329 City Park Rd, Austin, TX 78730, USA","3648 Ranch Creek Dr, Austin, TX 78730, USA",2028,167,182,26.2642623,1.089820359
24,2610,"3648 Ranch Creek Dr, Austin, TX 78730, USA","4329 City Park Rd, Austin, TX 78730, USA",2028,167,230,20.80675325,1.377245509
2223,44,"3742 Lost Creek Blvd, Austin, TX 78735, USA","3204 Winding Creek Dr, Austin, TX 78735, USA",754,181,181,9.818571429,1
44,2223,"3204 Winding Creek Dr, Austin, TX 78735, USA","3742 Lost Creek Blvd, Austin, TX 78735, USA",754,135,136,13.04364964,1.007407407
2617,38,"9411 Ranch to Market 2244, Austin, TX 78733, USA","907 Crystal Mountain Dr, Austin, TX 78733, USA",886,152,152,13.72431373,1
38,2617,"907 Crystal Mountain Dr, Austin, TX 78733, USA","9411 Ranch to Market 2244, Austin, TX 78733, USA",885,148,148,14.07684564,1
2614,281,"8121 Bee Cave Rd, Austin, TX 78746, USA","8114 Talbot Ln, Austin, TX 78746, USA",778,83,83,21.95071429,1
281,2614,"8114 Talbot Ln, Austin, TX 78746, USA","8121 Bee Cave Rd, Austin, TX 78746, USA",762,83,83,21.49928571,1
2214,36,"1801 Creeks Edge Pkwy, Austin, TX 78733, USA","2601 Creeks Edge Pkwy, Austin, TX 78733, USA",4125,309,356,27.38445378,1.15210356
36,2214,"2601 Creeks Edge Pkwy, Austin, TX 78733, USA","1801 Creeks Edge Pkwy, Austin, TX 78733, USA",1234,125,135,21.50426471,1.08
2606,46,"8637 Navidad Dr, Austin, TX 78735, USA","8320 Chalk Knoll Dr, Austin, TX 78735, USA",673,95,98,16.11121212,1.031578947
46,2606,"8320 Chalk Knoll Dr, Austin, TX 78735, USA","8637 Navidad Dr, Austin, TX 78735, USA",693,74,75,21.61065789,1.013513514
2619,32,"353 Commons Ford Rd, Austin, TX 78733, USA","1104 Marly Way, Austin, TX 78733, USA",3718,310,367,23.94472826,1.183870968
32,2619,"1104 Marly Way, Austin, TX 78733, USA","353 Commons Ford Rd, Austin, TX 78733, USA",3702,303,355,24.64533708,1.171617162
2615,24,"4304 River Pl Blvd, Austin, TX 78730, USA","3648 Ranch Creek Dr, Austin, TX 78730, USA",3604,330,428,19.91020979,1.296969697
24,2615,"3648 Ranch Creek Dr, Austin, TX 78730, USA","4304 River Pl Blvd, Austin, TX 78730, USA",3604,335,393,21.67888325,1.173134328
2613,33,"7701 Ranch to Market 2244, Austin, TX 78733, USA","801 Weston Ln N, Austin, TX 78733, USA",1166,130,130,21.09480916,1
33,2613,"801 Weston Ln N, Austin, TX 78733, USA","7701 Ranch to Market 2244, Austin, TX 78733, USA",1166,139,139,19.73871429,1
1737,339,"2704 Island Ledge Cove, Austin, TX 78746, USA","4300 River Garden Trail, Austin, TX 78746, USA",1060,151,153,16.31298701,1.013245033
339,1737,"4300 River Garden Trail, Austin, TX 78746, USA","2704 Island Ledge Cove, Austin, TX 78746, USA",1076,113,114,22.17495652,1.008849558
2637,339,"2305 Toro Canyon Rd, Austin, TX 78746, USA","4300 River Garden Trail, Austin, TX 78746, USA",3247,332,341,22.50114035,1.027108434
339,2637,"4300 River Garden Trail, Austin, TX 78746, USA","2305 Toro Canyon Rd, Austin, TX 78746, USA",3224,293,300,25.38498339,1.023890785
2633,334,"2165 TX-360 Loop, Austin, TX 78746, USA","2301 Far Gallant Drive, Austin, TX 78746, USA",1926,135,145,31.26452055,1.074074074
334,2633,"2301 Far Gallant Drive, Austin, TX 78746, USA","2165 TX-360 Loop, Austin, TX 78746, USA",3135,207,229,32.30413043,1.106280193
2638,334,"2268 TX-360 Loop, Austin, TX 78746, USA","2301 Far Gallant Drive, Austin, TX 78746, USA",3218,190,206,36.84376812,1.084210526
334,2638,"2301 Far Gallant Drive, Austin, TX 78746, USA","2268 TX-360 Loop, Austin, TX 78746, USA",1842,151,168,25.83159763,1.112582781
2650,49,"6302 Nicklaus Pl, Austin, TX 78746, USA","1515 Ben Crenshaw Way, Austin, TX 78746, USA",762,91,92,19.41870968,1.010989011
49,2650,"1515 Ben Crenshaw Way, Austin, TX 78746, USA","6302 Nicklaus Pl, Austin, TX 78746, USA",762,101,101,17.70529412,1
2231,50,"1903 Lost Creek Blvd, Austin, TX 78746, USA","5911 Front Royal Dr, Austin, TX 78746, USA",1399,205,209,15.78871429,1.019512195
50,2231,"5911 Front Royal Dr, Austin, TX 78746, USA","1903 Lost Creek Blvd, Austin, TX 78746, USA",1893,206,219,20.39277273,1.063106796
2642,50,"1327 Lost Creek Blvd, Austin, TX 78746, USA","5911 Front Royal Dr, Austin, TX 78746, USA",906,120,128,16.64511628,1.066666667
50,2642,"5911 Front Royal Dr, Austin, TX 78746, USA","1327 Lost Creek Blvd, Austin, TX 78746, USA",906,124,125,17.04142857,1.008064516
2647,364,"1401 Redbud Trail, West Lake Hills, TX 78746, USA","5 Little Bend Rd Drive, West Lake Hills, TX 78746, USA",901,195,195,10.8947449,1
364,2647,"5 Little Bend Rd Drive, West Lake Hills, TX 78746, USA","1401 Redbud Trail, West Lake Hills, TX 78746, USA",901,203,206,10.3157971,1.014778325
2656,364,"233 TX-360 Loop, Austin, TX 78746, USA","5 Little Bend Rd Drive, West Lake Hills, TX 78746, USA",3377,426,556,14.3689228,1.305164319
364,2656,"5 Little Bend Rd Drive, West Lake Hills, TX 78746, USA","233 TX-360 Loop, Austin, TX 78746, USA",3024,359,443,16.14162162,1.233983287
2655,364,"125 N Capital of Texas Hwy, Austin, TX 78746, USA","5 Little Bend Rd Drive, West Lake Hills, TX 78746, USA",3232,412,541,14.13254613,1.313106796
364,2655,"5 Little Bend Rd Drive, West Lake Hills, TX 78746, USA","125 N Capital of Texas Hwy, Austin, TX 78746, USA",3169,373,458,16.36281046,1.227882038
2629,33,"1001 N Capital of Texas Hwy, Austin, TX 78746, USA","801 Weston Ln N, Austin, TX 78733, USA",5749,361,454,29.94534066,1.257617729
33,2629,"801 Weston Ln N, Austin, TX 78733, USA","1001 N Capital of Texas Hwy, Austin, TX 78746, USA",6122,455,544,26.62227523,1.195604396
2631,33,"1301 N Capital of Texas Hwy, Austin, TX 78746, USA","801 Weston Ln N, Austin, TX 78733, USA",6873,453,559,29.08751786,1.233995585
33,2631,"801 Weston Ln N, Austin, TX 78733, USA","1301 N Capital of Texas Hwy, Austin, TX 78746, USA",6117,420,509,28.42605882,1.211904762
2631,335,"1301 N Capital of Texas Hwy, Austin, TX 78746, USA","Wild Basin Rd, Austin, TX 78746, USA",1830,195,211,20.45801887,1.082051282
335,2631,"Wild Basin Rd, Austin, TX 78746, USA","1301 N Capital of Texas Hwy, Austin, TX 78746, USA",836,110,118,16.6497479,1.072727273
2629,335,"1001 N Capital of Texas Hwy, Austin, TX 78746, USA","Wild Basin Rd, Austin, TX 78746, USA",706,103,106,15.63757009,1.029126214
335,2629,"Wild Basin Rd, Austin, TX 78746, USA","1001 N Capital of Texas Hwy, Austin, TX 78746, USA",842,144,153,12.95805195,1.0625
2657,366,"98 Redbud Trail, Austin, TX 78746, USA","401 Terrace Mountain Dr, West Lake Hills, TX 78746, USA",1800,208,219,19.39090909,1.052884615
366,2657,"401 Terrace Mountain Dr, West Lake Hills, TX 78746, USA","98 Redbud Trail, Austin, TX 78746, USA",4585,511,551,19.68559783,1.078277886
2628,366,"411 Redbud Trail, West Lake Hills, TX 78746, USA","401 Terrace Mountain Dr, West Lake Hills, TX 78746, USA",2799,300,308,21.46805825,1.026666667
366,2628,"401 Terrace Mountain Dr, West Lake Hills, TX 78746, USA","411 Redbud Trail, West Lake Hills, TX 78746, USA",2799,312,344,19.22791304,1.102564103
2663,339,"2206 Westlake Dr, Austin, TX 78746, USA","4300 River Garden Trail, Austin, TX 78746, USA",980,149,151,15.28026316,1.013422819
339,2663,"4300 River Garden Trail, Austin, TX 78746, USA","2206 Westlake Dr, Austin, TX 78746, USA",958,107,105,21.41943396,0.981308411
2639,313,"2507 Westlake Dr, Austin, TX 78746, USA","2705 Westlake Dr, Austin, TX 78746, USA",355,51,51,16.17980769,1
313,2639,"2705 Westlake Dr, Austin, TX 78746, USA","2507 Westlake Dr, Austin, TX 78746, USA",355,47,47,17.528125,1
2664,338,"4720 Christopher Dr, Austin, TX 78746, USA","1102 Ridgecrest Dr, Austin, TX 78746, USA",993,130,130,17.96496183,1
338,2664,"1102 Ridgecrest Dr, Austin, TX 78746, USA","4720 Christopher Dr, Austin, TX 78746, USA",993,120,120,19.44966942,1
2667,309,"3601 Fawn Creek Path, Austin, TX 78746, USA","3401 Riva Ridge Rd, Austin, TX 78746, USA",557,79,79,16.501125,1
309,2667,"3401 Riva Ridge Rd, Austin, TX 78746, USA","3601 Fawn Creek Path, Austin, TX 78746, USA",557,81,82,15.9046988,1.012345679
2672,306,"4254 Westlake Dr, Austin, TX 78746, USA","4301 Long Champ Dr, Austin, TX 78746, USA",1017,147,150,15.96218543,1.020408163
306,2672,"4301 Long Champ Dr, Austin, TX 78746, USA","4254 Westlake Dr, Austin, TX 78746, USA",781,86,85,21.52290698,0.988372093
2669,312,"3400 Toro Canyon Rd, Austin, TX 78746, USA","4807 Mantle Dr, Austin, TX 78746, USA",406,43,42,22.3772093,0.976744186
312,2669,"4807 Mantle Dr, Austin, TX 78746, USA","3400 Toro Canyon Rd, Austin, TX 78746, USA",406,46,45,20.91782609,0.97826087
1736,311,"3813 Westlake Dr, Austin, TX 78746, USA","3407 Three Rivers Dr, Austin, TX 78746, USA",711,130,129,12.96207692,0.992307692
311,1736,"3407 Three Rivers Dr, Austin, TX 78746, USA","3813 Westlake Dr, Austin, TX 78746, USA",700,102,102,16.10679612,1
2670,308,"4003 Shadow Oak Ln, Austin, TX 78746, USA","4316 Shadow Oak Ln, Austin, TX 78746, USA",482,71,70,16.08929577,0.985915493
308,2670,"4316 Shadow Oak Ln, Austin, TX 78746, USA","4003 Shadow Oak Ln, Austin, TX 78746, USA",482,84,84,13.43929412,1
2666,310,"5205 Green Falls Ct, Austin, TX 78746, USA","3600 Cassava Dr, Austin, TX 78746, USA",457,48,48,22.10387755,1
310,2666,"3600 Cassava Dr, Austin, TX 78746, USA","5205 Green Falls Ct, Austin, TX 78746, USA",457,55,55,19.34089286,1
2668,310,"3709 Toro Canyon Rd, Austin, TX 78746, USA","3600 Cassava Dr, Austin, TX 78746, USA",1015,100,124,19.2444,1.24
310,2668,"3600 Cassava Dr, Austin, TX 78746, USA","3709 Toro Canyon Rd, Austin, TX 78746, USA",407,83,82,11.62156627,0.987951807
2610,305,"4329 City Park Rd, Austin, TX 78730, USA","4167 Pearce Rd, Austin, TX 78730, USA",856,123,123,16.36064516,1
305,2610,"4167 Pearce Rd, Austin, TX 78730, USA","4329 City Park Rd, Austin, TX 78730, USA",856,130,130,15.48641221,1
2688,213,"7705 Jester Blvd, Austin, TX 78750, USA","8217 Crabtree Dr, Austin, TX 78750, USA",1132,106,185,14.42387097,1.745283019
213,2688,"8217 Crabtree Dr, Austin, TX 78750, USA","7705 Jester Blvd, Austin, TX 78750, USA",1132,110,163,16.35878049,1.481818182
2706,545,"9005 Rodriguez Rd, Austin, TX 78747, USA","9116 US-183, Austin, TX 78747, USA",2267,196,207,25.83072115,1.056122449
545,2706,"9116 US-183, Austin, TX 78747, USA","9005 Rodriguez Rd, Austin, TX 78747, USA",2267,167,173,30.87810345,1.035928144
2730,548,"10612 Bradshaw Rd, Austin, TX 78747, USA","4808 Prairie Dunes Dr, Austin, TX 78747, USA",2205,183,238,21.86548117,1.300546448
548,2730,"4808 Prairie Dunes Dr, Austin, TX 78747, USA","10612 Bradshaw Rd, Austin, TX 78747, USA",2205,187,213,24.41985981,1.139037433
2739,534,"8221 FM973, Austin, TX 78719, USA","9600 McKenzie Dr, Austin, TX 78719, USA",1329,74,88,35.39022472,1.189189189
534,2739,"9600 McKenzie Dr, Austin, TX 78719, USA","8221 FM973, Austin, TX 78719, USA",1329,80,101,30.87970588,1.2625
2744,545,"8619 S Hwy 183, Austin, TX 78747, USA","9116 US-183, Austin, TX 78747, USA",2289,165,178,30.30687151,1.078787879
545,2744,"9116 US-183, Austin, TX 78747, USA","8619 S Hwy 183, Austin, TX 78747, USA",2289,164,175,30.82346591,1.067073171
2768,499,"4043 FM973, Austin, TX 78719, USA","3600 Presidential Blvd, Austin, TX 78719, USA",5944,418,549,25.61323636,1.313397129
499,2768,"3600 Presidential Blvd, Austin, TX 78719, USA","4043 FM973, Austin, TX 78719, USA",5320,403,553,22.75884477,1.372208437
2807,224,"10468 Sprinkle Rd, Austin, TX 78754, USA","11408 Flushwing Dr, Austin, TX 78754, USA",3719,300,318,27.63018809,1.06
224,2807,"11408 Flushwing Dr, Austin, TX 78754, USA","10468 Sprinkle Rd, Austin, TX 78754, USA",3716,307,345,25.45352601,1.123778502
2814,211,"8101 FM 969, Austin, TX 78724, USA","Unnamed Road, Austin, TX 78724, USA",1131,142,143,18.614375,1.007042254
211,2814,"Unnamed Road, Austin, TX 78724, USA","8101 FM 969, Austin, TX 78724, USA",1131,153,153,17.40564935,1
2843,224,"2205 E Yager Ln, Austin, TX 78754, USA","11408 Flushwing Dr, Austin, TX 78754, USA",3132,274,414,17.88636145,1.510948905
224,2843,"11408 Flushwing Dr, Austin, TX 78754, USA","2205 E Yager Ln, Austin, TX 78754, USA",5392,408,528,24.15697543,1.294117647
2849,520,"6121 McKinney Falls Pkwy, Austin, TX 78744, USA","7422 Dee Gabriel Collins Rd, Austin, TX 78744, USA",1837,117,135,32.01242647,1.153846154
520,2849,"7422 Dee Gabriel Collins Rd, Austin, TX 78744, USA","6121 McKinney Falls Pkwy, Austin, TX 78744, USA",1804,114,140,30.32255319,1.228070175
2924,531,"5834 E William Cannon Dr, Austin, TX 78744, USA","7305 Firefly Dr, Austin, TX 78744, USA",2160,207,230,22.16103896,1.111111111
531,2924,"7305 Firefly Dr, Austin, TX 78744, USA","5834 E William Cannon Dr, Austin, TX 78744, USA",3401,274,339,23.70697059,1.237226277
2920,541,"8688 Nuckols Crossing Rd, Austin, TX 78744, USA","6110 Tara Dr, Austin, TX 78744, USA",2501,218,256,23.0636965,1.174311927
541,2920,"6110 Tara Dr, Austin, TX 78744, USA","8688 Nuckols Crossing Rd, Austin, TX 78744, USA",2486,223,236,24.86,1.058295964
2918,540,"2101 Quicksilver Blvd, Austin, TX 78744, USA","2525 Chateau Village Way, Austin, TX 78744, USA",1022,131,132,18.21157895,1.007633588
540,2918,"2525 Chateau Village Way, Austin, TX 78744, USA","2101 Quicksilver Blvd, Austin, TX 78744, USA",1022,127,135,17.80985294,1.062992126
2941,540,"8509 Old Lockhart Hwy, Austin, TX 78744, USA","2525 Chateau Village Way, Austin, TX 78744, USA",1366,141,145,22.17410959,1.028368794
540,2941,"2525 Chateau Village Way, Austin, TX 78744, USA","8509 Old Lockhart Hwy, Austin, TX 78744, USA",1366,144,152,21.15960784,1.055555556
2936,531,"7407 S Pleasant Valley Rd, Austin, TX 78744, USA","7305 Firefly Dr, Austin, TX 78744, USA",501,76,76,15.42038961,1
531,2936,"7305 Firefly Dr, Austin, TX 78744, USA","7407 S Pleasant Valley Rd, Austin, TX 78744, USA",501,80,80,14.65888889,1
2984,532,"6704 Zequiel Dr, Austin, TX 78744, USA","6717 Ranchito Dr, Austin, TX 78744, USA",1698,143,167,23.95392857,1.167832168
532,2984,"6717 Ranchito Dr, Austin, TX 78744, USA","6704 Zequiel Dr, Austin, TX 78744, USA",1714,150,181,22.31967033,1.206666667
2983,541,"6400 Colton-Bluff Springs Rd, Austin, TX 78744, USA","6110 Tara Dr, Austin, TX 78744, USA",548,70,73,17.55081081,1.042857143
541,2983,"6110 Tara Dr, Austin, TX 78744, USA","6400 Colton-Bluff Springs Rd, Austin, TX 78744, USA",548,86,95,13.52875,1.104651163
2882,533,"8033 Dee Gabriel Collins Rd, Austin, TX 78744, USA","Austin, TX 78744, USA",5108,378,503,24.0197619,1.330687831
533,2882,"Austin, TX 78744, USA","8033 Dee Gabriel Collins Rd, Austin, TX 78744, USA",5076,369,433,27.71917051,1.173441734
3393,533,"7007 US-183, Austin, TX 78744, USA","Austin, TX 78744, USA",4106,305,382,25.40788512,1.252459016
