head,tail,origin_addr,dest_addr,distance,duration,traffic_duration,speed_mph,
2813,2812,"6300 Elroy Rd, Del Valle, TX 78617, USA","5305 Fm 812, Del Valle, TX 78617, USA",2076,135,215,22.77833333,1.592592593
2812,2813,"5305 Fm 812, Del Valle, TX 78617, USA","6300 Elroy Rd, Del Valle, TX 78617, USA",2076,137,188,26.03238095,1.372262774
6887,4484,"12504 FM 969, Austin, TX 78724, USA","11902 FM 969, Austin, TX 78724, USA",796,62,123,15.21387097,1.983870968
4484,6887,"11902 FM 969, Austin, TX 78724, USA","12504 FM 969, Austin, TX 78724, USA",5464,399,524,24.66605714,1.313283208
4483,4484,"11701 Green Grove Dr, Austin, TX 78725, USA","11902 FM 969, Austin, TX 78724, USA",6264,391,551,26.89434783,1.409207161
4484,4483,"11902 FM 969, Austin, TX 78724, USA","11701 Green Grove Dr, Austin, TX 78725, USA",10127,574,883,27.15044118,1.538327526
6689,4494,"16775 FM 969, Manor, TX 78653, USA","16553 FM 969, Manor, TX 78653, USA",383,21,27,32.41821429,1.285714286
4494,6689,"16553 FM 969, Manor, TX 78653, USA","16775 FM 969, Manor, TX 78653, USA",383,20,26,33.61888889,1.3
4493,4485,"5707 Dunlap Rd N, Austin, TX 78725, USA","15119 FM 969, Austin, TX 78724, USA",1814,88,103,41.33826923,1.170454545
4485,4493,"15119 FM 969, Austin, TX 78724, USA","5707 Dunlap Rd N, Austin, TX 78725, USA",1814,83,100,42.56613861,1.204819277
4494,4493,"16553 FM 969, Manor, TX 78653, USA","5707 Dunlap Rd N, Austin, TX 78725, USA",899,46,57,36.735,1.239130435
4493,4494,"5707 Dunlap Rd N, Austin, TX 78725, USA","16553 FM 969, Manor, TX 78653, USA",899,48,58,36.11237288,1.208333333
6965,4546,"13191 FM973, Manor, TX 78653, USA","14200 Suncrest Rd, Manor, TX 78653, USA",1892,109,129,34.49261538,1.183486239
4546,6965,"14200 Suncrest Rd, Manor, TX 78653, USA","13191 FM973, Manor, TX 78653, USA",1892,120,126,35.30740157,1.05
4546,1146,"14200 Suncrest Rd, Manor, TX 78653, USA","14709 FM973, Manor, TX 78653, USA",1177,82,121,22.86467213,1.475609756
1146,4546,"14709 FM973, Manor, TX 78653, USA","14200 Suncrest Rd, Manor, TX 78653, USA",1177,72,83,33.20821429,1.152777778
6702,4572,"6531 FM 2243, Leander, TX 78641, USA","7658 Ranch Rd 2243, Leander, TX 78641, USA",1645,71,87,44.30284091,1.225352113
4572,6702,"7658 Ranch Rd 2243, Leander, TX 78641, USA","6531 FM 2243, Leander, TX 78641, USA",1645,73,90,42.84230769,1.232876712
6725,4585,"8676 Ranch Rd 2338, Georgetown, TX 78633, USA","9275 Ranch Rd 2338, Georgetown, TX 78633, USA",1182,44,49,56.0268,1.113636364
4585,6725,"9275 Ranch Rd 2338, Georgetown, TX 78633, USA","8676 Ranch Rd 2338, Georgetown, TX 78633, USA",1182,42,46,59.60297872,1.095238095
6737,4594,"Bootys Crossing Rd, Georgetown, TX 78633, USA","Cedar Breaks Park Rd, Georgetown, TX 78628, USA",11855,888,982,28.58224822,1.105855856
4594,6737,"Cedar Breaks Park Rd, Georgetown, TX 78628, USA","Bootys Crossing Rd, Georgetown, TX 78633, USA",11832,844,974,28.76086154,1.154028436
7091,5894,"Ranch to Market Rd 2243, Leander, TX 78641, USA","9701 183A, Leander, TX 78641, USA",935,62,104,21.10428571,1.677419355
5894,7091,"9701 183A, Leander, TX 78641, USA","Ranch to Market Rd 2243, Leander, TX 78641, USA",2535,221,306,19.56986971,1.384615385
4786,4800,"9 W Windemere, Leander, TX 78641, USA","8103 FM 2243, Leander, TX 78641, USA",3325,198,295,26.62246622,1.48989899
4800,4786,"8103 FM 2243, Leander, TX 78641, USA","9 W Windemere, Leander, TX 78641, USA",6331,487,605,24.75985149,1.242299795
6722,4803,"800 Co Rd 177, Leander, TX 78641, USA","349 Co Rd 177, Leander, TX 78641, USA",670,54,59,26.465,1.092592593
4803,6722,"349 Co Rd 177, Leander, TX 78641, USA","800 Co Rd 177, Leander, TX 78641, USA",670,53,62,25.2047619,1.169811321
4804,4799,"5247 183A Frontage Rd, Leander, TX 78641, USA","10804 E Crystal Falls Pkwy, Leander, TX 78641, USA",527,43,65,18.92409091,1.511627907
4799,4804,"10804 E Crystal Falls Pkwy, Leander, TX 78641, USA","5247 183A Frontage Rd, Leander, TX 78641, USA",3849,299,442,20.59171558,1.47826087
5885,4804,"5247 183A Frontage Rd, Leander, TX 78641, USA","5247 183A Frontage Rd, Leander, TX 78641, USA",3180,178,241,31.14297521,1.353932584
4804,5885,"5247 183A Frontage Rd, Leander, TX 78641, USA","5247 183A Frontage Rd, Leander, TX 78641, USA",1659,232,371,10.56943548,1.599137931
4799,4802,"10804 E Crystal Falls Pkwy, Leander, TX 78641, USA","10880 E Crystal Falls Pkwy, Leander, TX 78641, USA",672,69,80,19.66222222,1.15942029
4802,4799,"10880 E Crystal Falls Pkwy, Leander, TX 78641, USA","10804 E Crystal Falls Pkwy, Leander, TX 78641, USA",1929,177,209,21.77014286,1.18079096
7084,4786,"8660 183A, Leander, TX 78641, USA","9 W Windemere, Leander, TX 78641, USA",1475,66,87,39.72443182,1.318181818
4786,7084,"9 W Windemere, Leander, TX 78641, USA","8660 183A, Leander, TX 78641, USA",1475,69,85,40.64825581,1.231884058
5894,4787,"9701 183A, Leander, TX 78641, USA","1850 Co Rd 269, Leander, TX 78641, USA",112,21,41,6.32,1.952380952
4787,5894,"1850 Co Rd 269, Leander, TX 78641, USA","9701 183A, Leander, TX 78641, USA",640,124,193,7.818556701,1.556451613
4572,4800,"7658 Ranch Rd 2243, Leander, TX 78641, USA","8103 FM 2243, Leander, TX 78641, USA",2871,192,293,23.14377551,1.526041667
4800,4572,"8103 FM 2243, Leander, TX 78641, USA","7658 Ranch Rd 2243, Leander, TX 78641, USA",614,41,63,22.7371875,1.536585366
4806,4803,"5 Co Rd 177, Leander, TX 78641, USA","349 Co Rd 177, Leander, TX 78641, USA",3876,302,352,26.02300283,1.165562914
4803,4806,"349 Co Rd 177, Leander, TX 78641, USA","5 Co Rd 177, Leander, TX 78641, USA",521,45,51,23.74557692,1.133333333
4574,4806,"1875 Co Rd 175, Leander, TX 78641, USA","5 Co Rd 177, Leander, TX 78641, USA",3550,290,323,25.96759259,1.113793103
4806,4574,"5 Co Rd 177, Leander, TX 78641, USA","1875 Co Rd 175, Leander, TX 78641, USA",3294,258,303,25.68019737,1.174418605
4826,4812,"155 Country Vista Ln, Georgetown, TX 78633, USA","15190 Ranch Rd 2338, Georgetown, TX 78633, USA",2226,100,109,47.96018182,1.09
4812,4826,"15190 Ranch Rd 2338, Georgetown, TX 78633, USA","155 Country Vista Ln, Georgetown, TX 78633, USA",2226,102,107,48.84833333,1.049019608
7054,4827,"11148 Ranch Rd 2338, Florence, TX 76527, USA","12160 Ranch Rd 2338, Georgetown, TX 78633, USA",2040,95,99,48.348,1.042105263
4827,7054,"12160 Ranch Rd 2338, Georgetown, TX 78633, USA","11148 Ranch Rd 2338, Florence, TX 76527, USA",2040,91,93,51.43404255,1.021978022
4827,4826,"12160 Ranch Rd 2338, Georgetown, TX 78633, USA","155 Country Vista Ln, Georgetown, TX 78633, USA",2878,162,179,37.89366667,1.104938272
4826,4827,"155 Country Vista Ln, Georgetown, TX 78633, USA","12160 Ranch Rd 2338, Georgetown, TX 78633, USA",2824,137,160,41.57068323,1.167883212
4906,4905,"200 Carlson Cove, Georgetown, TX 78626, USA","1300 Co Rd 110, Georgetown, TX 78626, USA",517,36,54,22.278,1.5
4905,4906,"1300 Co Rd 110, Georgetown, TX 78626, USA","200 Carlson Cove, Georgetown, TX 78626, USA",517,30,62,19.44904762,2.066666667
5281,5277,"142 D B Wood Rd, Georgetown, TX 78628, USA","1493 TX-29, Georgetown, TX 78628, USA",1195,88,109,25.74681818,1.238636364
5277,5281,"1493 TX-29, Georgetown, TX 78628, USA","142 D B Wood Rd, Georgetown, TX 78628, USA",1195,70,91,30.78423913,1.3
6736,5281,"1788 D B Wood Rd, Georgetown, TX 78628, USA","142 D B Wood Rd, Georgetown, TX 78628, USA",1588,67,76,48.8774026,1.134328358
5281,6736,"142 D B Wood Rd, Georgetown, TX 78628, USA","1788 D B Wood Rd, Georgetown, TX 78628, USA",1588,69,78,47.64,1.130434783
5288,5291,"1862 FM1460, Georgetown, TX 78626, USA","700 SE Inner Loop, Georgetown, TX 78626, USA",1478,155,209,16.68028571,1.348387097
5291,5288,"700 SE Inner Loop, Georgetown, TX 78626, USA","1862 FM1460, Georgetown, TX 78626, USA",4490,289,364,29.15424658,1.259515571
4907,5364,"1905 SE Inner Loop, Georgetown, TX 78626, USA","1801 SE Inner Loop, Georgetown, TX 78626, USA",969,55,67,33.7725,1.218181818
5364,4907,"1801 SE Inner Loop, Georgetown, TX 78626, USA","1905 SE Inner Loop, Georgetown, TX 78626, USA",969,61,104,21.87171429,1.704918033
5431,5430,"3636 Co Rd 100, Hutto, TX 78634, USA","1550 Co Rd 107, Hutto, TX 78634, USA",9800,530,552,42,1.041509434
5430,5431,"1550 Co Rd 107, Hutto, TX 78634, USA","3636 Co Rd 100, Hutto, TX 78634, USA",13111,684,811,38.26732759,1.185672515
5436,5435,"6650 TX-29, Georgetown, TX 78626, USA","5505 TX-29, Georgetown, TX 78626, USA",1802,70,81,52.08219512,1.157142857
5435,5436,"5505 TX-29, Georgetown, TX 78626, USA","6650 TX-29, Georgetown, TX 78626, USA",1802,68,81,52.08219512,1.191176471
5456,5455,"75 Co Rd 104, Georgetown, TX 78626, USA","4159 E State Hwy 29, Georgetown, TX 78626, USA",7266,363,447,38.4384375,1.231404959
5455,5456,"4159 E State Hwy 29, Georgetown, TX 78626, USA","75 Co Rd 104, Georgetown, TX 78626, USA",810,35,52,36.22075472,1.485714286
5457,5452,"3501 TX-29, Georgetown, TX 78626, USA","120 Retama Dr, Georgetown, TX 78626, USA",734,49,67,25.58205882,1.367346939
5452,5457,"120 Retama Dr, Georgetown, TX 78626, USA","3501 TX-29, Georgetown, TX 78626, USA",734,41,56,30.51894737,1.365853659
5937,5453,"3855 TX-29, Georgetown, TX 78626, USA","3600 E University Ave, Georgetown, TX 78626, USA",2596,278,345,17.78184971,1.241007194
5453,5937,"3600 E University Ave, Georgetown, TX 78626, USA","3855 TX-29, Georgetown, TX 78626, USA",5911,296,351,39.79849432,1.185810811
5435,5456,"5505 TX-29, Georgetown, TX 78626, USA","75 Co Rd 104, Georgetown, TX 78626, USA",3111,204,253,29.02783465,1.240196078
5456,5435,"75 Co Rd 104, Georgetown, TX 78626, USA","5505 TX-29, Georgetown, TX 78626, USA",1375,56,84,38.33823529,1.5
7360,5465,"8150 TX-29, Georgetown, TX 78626, USA","8455 TX-29, Georgetown, TX 78626, USA",1178,44,46,59.4012766,1.045454545
5465,7360,"8455 TX-29, Georgetown, TX 78626, USA","8150 TX-29, Georgetown, TX 78626, USA",1178,44,47,58.16375,1.068181818
5465,5467,"8455 TX-29, Georgetown, TX 78626, USA","33 Jonah Spur, Georgetown, TX 78626, USA",1202,48,52,53.74981132,1.083333333
5467,5465,"33 Jonah Spur, Georgetown, TX 78626, USA","8455 TX-29, Georgetown, TX 78626, USA",1483,108,121,28.80909836,1.12037037
1193,5467,"10777 E State Hwy 29, Georgetown, TX 78626, USA","33 Jonah Spur, Georgetown, TX 78626, USA",2773,176,188,34.77253968,1.068181818
5467,1193,"33 Jonah Spur, Georgetown, TX 78626, USA","10777 E State Hwy 29, Georgetown, TX 78626, USA",2567,103,110,54.80891892,1.067961165
5436,5466,"6650 TX-29, Georgetown, TX 78626, USA","7410 E State Hwy 29, Georgetown, TX 78626, USA",1173,45,52,52.45301887,1.155555556
5466,5436,"7410 E State Hwy 29, Georgetown, TX 78626, USA","6650 TX-29, Georgetown, TX 78626, USA",1173,45,58,47.11881356,1.288888889
5506,4584,"203 W Red Bud Meadow, Georgetown, TX 78633, USA","6920 Ranch Rd 2338, Georgetown, TX 78633, USA",659,34,48,31.87408163,1.411764706
4584,5506,"6920 Ranch Rd 2338, Georgetown, TX 78633, USA","203 W Red Bud Meadow, Georgetown, TX 78633, USA",659,36,60,25.60377049,1.666666667
4584,4586,"6920 Ranch Rd 2338, Georgetown, TX 78633, USA","7401 Ranch Rd 2338, Georgetown, TX 78633, USA",992,39,44,52.24533333,1.128205128
4586,4584,"7401 Ranch Rd 2338, Georgetown, TX 78633, USA","6920 Ranch Rd 2338, Georgetown, TX 78633, USA",992,41,48,47.98040816,1.170731707
5504,5506,"5317 Williams Dr, Georgetown, TX 78633, USA","203 W Red Bud Meadow, Georgetown, TX 78633, USA",2362,229,259,21.53053846,1.131004367
5506,5504,"203 W Red Bud Meadow, Georgetown, TX 78633, USA","5317 Williams Dr, Georgetown, TX 78633, USA",2362,151,197,28.27242424,1.304635762
7199,5551,"FM971, Georgetown, TX 78626, USA","7583 FM971, Georgetown, TX 78626, USA",2588,95,99,61.3356,1.042105263
5551,7199,"7583 FM971, Georgetown, TX 78626, USA","FM971, Georgetown, TX 78626, USA",2588,93,99,61.3356,1.064516129
5574,1223,"495 Co Rd 156, Georgetown, TX 78626, USA","9595 FM971, Granger, TX 76530, USA",2329,88,94,58.10242105,1.068181818
1223,5574,"9595 FM971, Granger, TX 76530, USA","495 Co Rd 156, Georgetown, TX 78626, USA",2329,86,90,60.65637363,1.046511628
5551,5574,"7583 FM971, Georgetown, TX 78626, USA","495 Co Rd 156, Georgetown, TX 78626, USA",452,18,20,51.01142857,1.111111111
5574,5551,"495 Co Rd 156, Georgetown, TX 78626, USA","7583 FM971, Georgetown, TX 78626, USA",452,19,23,44.635,1.210526316
5601,1085,"20811 FM 969, Webberville, TX 78621, USA","2452 FM 969, Webberville, TX 78621, USA",987,55,57,40.33086207,1.036363636
1085,5601,"2452 FM 969, Webberville, TX 78621, USA","20811 FM 969, Webberville, TX 78621, USA",987,84,90,25.70538462,1.071428571
5598,1136,"20439 FM 969, Webberville, TX 78653, USA","19024 Webberville Rd, Webberville, TX 78653, USA",3509,147,171,48.35075581,1.163265306
1136,5598,"19024 Webberville Rd, Webberville, TX 78653, USA","20439 FM 969, Webberville, TX 78653, USA",3509,151,161,51.33537037,1.066225166
5601,5598,"20811 FM 969, Webberville, TX 78621, USA","20439 FM 969, Webberville, TX 78653, USA",1331,56,64,48.53030769,1.142857143
5598,5601,"20439 FM 969, Webberville, TX 78653, USA","20811 FM 969, Webberville, TX 78621, USA",1331,57,62,50.07095238,1.087719298
5643,5642,"104 Kyra Ln, Taylor, TX 76574, USA","FM973, Taylor, TX 76574, USA",2087,74,83,58.88321429,1.121621622
5642,5643,"FM973, Taylor, TX 76574, USA","104 Kyra Ln, Taylor, TX 76574, USA",2087,73,88,55.57516854,1.205479452
7190,5677,"6151 FM973, Taylor, TX 76574, USA","15218 FM1660, Taylor, TX 76574, USA",994,42,48,48.07714286,1.142857143
5677,7190,"15218 FM1660, Taylor, TX 76574, USA","6151 FM973, Taylor, TX 76574, USA",994,47,56,41.32947368,1.191489362
5680,5677,"2702 FM973, Taylor, TX 76574, USA","15218 FM1660, Taylor, TX 76574, USA",4678,173,189,58.35189474,1.092485549
5677,5680,"15218 FM1660, Taylor, TX 76574, USA","2702 FM973, Taylor, TX 76574, USA",4678,177,189,58.35189474,1.06779661
5685,5684,"12101 Walton Hill Pass, Coupland, TX 78615, USA","18334 FM973, Manor, TX 78653, USA",2109,112,118,42.00277311,1.053571429
5684,5685,"18334 FM973, Manor, TX 78653, USA","12101 Walton Hill Pass, Coupland, TX 78615, USA",1625,105,108,35.33256881,1.028571429
7329,5678,"19613 FM973, Coupland, TX 78615, USA","19991 FM973, Coupland, TX 78615, USA",634,23,27,53.66357143,1.173913043
5678,7329,"19991 FM973, Coupland, TX 78615, USA","19613 FM973, Coupland, TX 78615, USA",634,23,26,55.65111111,1.130434783
1207,5688,"16898 FM973, Manor, TX 78653, USA","17900 FM973, Coupland, TX 78615, USA",1896,66,74,59.9136,1.121212121
5688,1207,"17900 FM973, Coupland, TX 78615, USA","16898 FM973, Manor, TX 78653, USA",1896,65,68,65.12347826,1.046153846
6668,5684,"17977 FM973, Coupland, TX 78615, USA","18334 FM973, Manor, TX 78653, USA",669,36,39,39.63825,1.083333333
5684,6668,"18334 FM973, Manor, TX 78653, USA","17977 FM973, Coupland, TX 78615, USA",669,41,43,36.03477273,1.048780488
5642,5680,"FM973, Taylor, TX 76574, USA","2702 FM973, Taylor, TX 76574, USA",1242,42,45,63.99,1.071428571
5680,5642,"2702 FM973, Taylor, TX 76574, USA","FM973, Taylor, TX 76574, USA",1242,42,46,62.62851064,1.095238095
5707,5706,"State Hwy 95, Granger, TX 76530, USA","14924 TX-29, Granger, TX 76530, USA",1721,78,86,46.88241379,1.102564103
5706,5707,"14924 TX-29, Granger, TX 76530, USA","State Hwy 95, Granger, TX 76530, USA",4527,267,301,35.52645695,1.127340824
7202,1194,"12531 TX-29, Georgetown, TX 78626, USA","11750 TX-29, Georgetown, TX 78626, USA",1258,51,52,56.25396226,1.019607843
1194,7202,"11750 TX-29, Georgetown, TX 78626, USA","12531 TX-29, Georgetown, TX 78626, USA",1258,51,52,56.25396226,1.019607843
5706,5715,"14924 TX-29, Granger, TX 76530, USA","13700 E State Hwy 29, Georgetown, TX 78626, USA",1478,60,59,58.381,0.983333333
5715,5706,"13700 E State Hwy 29, Georgetown, TX 78626, USA","14924 TX-29, Granger, TX 76530, USA",1478,59,61,56.49774194,1.033898305
5715,5713,"13700 E State Hwy 29, Georgetown, TX 78626, USA","13576 E State Hwy 29, Georgetown, TX 78626, USA",582,23,22,59.97130435,0.956521739
5713,5715,"13576 E State Hwy 29, Georgetown, TX 78626, USA","13700 E State Hwy 29, Georgetown, TX 78626, USA",582,23,23,57.4725,1
5717,5643,"70 FM973, Taylor, TX 76574, USA","104 Kyra Ln, Taylor, TX 76574, USA",1047,53,64,38.17523077,1.20754717
5643,5717,"104 Kyra Ln, Taylor, TX 76574, USA","70 FM973, Taylor, TX 76574, USA",1048,61,75,32.68105263,1.229508197
5718,5717,"70 FM973, Taylor, TX 76574, USA","70 FM973, Taylor, TX 76574, USA",62,64,66,2.193134328,1.03125
5717,5718,"70 FM973, Taylor, TX 76574, USA","70 FM973, Taylor, TX 76574, USA",61,52,52,2.727735849,1
5818,5817,"17300 FM971, Granger, TX 76530, USA","21495 FM971, Granger, TX 76530, USA",6611,260,257,60.72895349,0.988461538
5817,5818,"21495 FM971, Granger, TX 76530, USA","17300 FM971, Granger, TX 76530, USA",6611,279,277,56.35996403,0.992831541
7144,5825,"1825 Co Rd 336, Granger, TX 76530, USA","405 S Commerce St, Granger, TX 76530, USA",2525,166,179,33.24583333,1.078313253
5825,7144,"405 S Commerce St, Granger, TX 76530, USA","1825 Co Rd 336, Granger, TX 76530, USA",2525,166,173,34.39224138,1.042168675
5831,5826,"12600 FM971, Granger, TX 76530, USA","FM971, Granger, TX 76530, USA",1570,59,62,59.06190476,1.050847458
5826,5831,"FM971, Granger, TX 76530, USA","12600 FM971, Granger, TX 76530, USA",1570,59,61,60.01451613,1.033898305
1222,5831,"11500 FM971, Granger, TX 76530, USA","12600 FM971, Granger, TX 76530, USA",2254,95,98,53.95939394,1.031578947
5831,1222,"12600 FM971, Granger, TX 76530, USA","11500 FM971, Granger, TX 76530, USA",2254,94,98,53.95939394,1.042553191
5828,5818,"18650 FM971, Granger, TX 76530, USA","17300 FM971, Granger, TX 76530, USA",1083,48,46,54.61085106,0.958333333
5818,5828,"17300 FM971, Granger, TX 76530, USA","18650 FM971, Granger, TX 76530, USA",1083,52,51,49.35980769,0.980769231
5834,5836,"110 E Davilla St, Granger, TX 76530, USA","805 E Fox, Granger, TX 76530, USA",768,62,72,24.93369863,1.161290323
5836,5834,"805 E Fox, Granger, TX 76530, USA","110 E Davilla St, Granger, TX 76530, USA",768,66,84,21.41364706,1.272727273
5836,5828,"805 E Fox, Granger, TX 76530, USA","18650 FM971, Granger, TX 76530, USA",684,32,27,57.89571429,0.84375
5828,5836,"18650 FM971, Granger, TX 76530, USA","805 E Fox, Granger, TX 76530, USA",684,33,36,43.81297297,1.090909091
5839,5838,"3100 Granger Dam Rd, Granger, TX 76530, USA","Granger Dam Rd, Taylor, TX 76574, USA",2604,122,122,50.17463415,1
5838,5839,"Granger Dam Rd, Taylor, TX 76574, USA","3100 Granger Dam Rd, Granger, TX 76530, USA",2604,125,124,49.37184,0.992
5840,5839,"23370 FM971, Granger, TX 76530, USA","3100 Granger Dam Rd, Granger, TX 76530, USA",818,36,35,53.85166667,0.972222222
5839,5840,"3100 Granger Dam Rd, Granger, TX 76530, USA","23370 FM971, Granger, TX 76530, USA",818,40,38,49.70923077,0.95
5817,5841,"21495 FM971, Granger, TX 76530, USA","22350 FM971, Granger, TX 76530, USA",1574,60,60,61.15377049,1
5841,5817,"22350 FM971, Granger, TX 76530, USA","21495 FM971, Granger, TX 76530, USA",1574,61,60,61.15377049,0.983606557
5838,5627,"Granger Dam Rd, Taylor, TX 76574, USA","401 Granger Dam Rd, Taylor, TX 76574, USA",2830,178,162,41.14785276,0.91011236
5627,5838,"401 Granger Dam Rd, Taylor, TX 76574, USA","Granger Dam Rd, Taylor, TX 76574, USA",2830,183,181,36.8521978,0.989071038
5841,5840,"22350 FM971, Granger, TX 76530, USA","23370 FM971, Granger, TX 76530, USA",1418,55,54,61.10290909,0.981818182
5840,5841,"23370 FM971, Granger, TX 76530, USA","22350 FM971, Granger, TX 76530, USA",1418,56,55,60.01178571,0.982142857
5455,5937,"4159 E State Hwy 29, Georgetown, TX 78626, USA","3855 TX-29, Georgetown, TX 78626, USA",938,107,166,13.31173653,1.551401869
5937,5455,"3855 TX-29, Georgetown, TX 78626, USA","4159 E State Hwy 29, Georgetown, TX 78626, USA",536,25,33,37.36235294,1.32
6958,6035,"13151 Piland Triangle, Del Valle, TX 78617, USA","12312 FM812, Del Valle, TX 78617, USA",1247,132,136,21.57218978,1.03030303
6035,6958,"12312 FM812, Del Valle, TX 78617, USA","13151 Piland Triangle, Del Valle, TX 78617, USA",1247,154,160,18.35645963,1.038961039
6035,6036,"12312 FM812, Del Valle, TX 78617, USA","12169 FM812, Del Valle, TX 78617, USA",271,10,12,49.40538462,1.2
6036,6035,"12169 FM812, Del Valle, TX 78617, USA","12312 FM812, Del Valle, TX 78617, USA",271,11,12,49.40538462,1.090909091
2734,6089,"701 US-183, Lockhart, TX 78644, USA","701 US-183, Lockhart, TX 78644, USA",13676,470,531,60.92503759,1.129787234
6089,2734,"701 US-183, Lockhart, TX 78644, USA","701 US-183, Lockhart, TX 78644, USA",17754,678,802,52.39972603,1.182890855
2691,6090,"15697 Camino Real, Buda, TX 78610, USA","701 US-183, Lockhart, TX 78644, USA",1097,80,108,23.85220183,1.35
6090,2691,"701 US-183, Lockhart, TX 78644, USA","15697 Camino Real, Buda, TX 78610, USA",5185,306,391,31.34808673,1.277777778
1347,6362,"1 Limestone Trail, Wimberley, TX 78676, USA","1 ? Champion Circle, Woodcreek, TX 78676, USA",4301,316,351,28.9584375,1.110759494
6362,1347,"1 ? Champion Circle, Woodcreek, TX 78676, USA","1 Limestone Trail, Wimberley, TX 78676, USA",2147,118,148,34.15026846,1.254237288
6411,5452,"1001 SE Inner Loop, Georgetown, TX 78626, USA","120 Retama Dr, Georgetown, TX 78626, USA",1479,98,135,25.77375,1.37755102
5452,6411,"120 Retama Dr, Georgetown, TX 78626, USA","1001 SE Inner Loop, Georgetown, TX 78626, USA",1479,85,131,26.55477273,1.541176471
4897,6411,"1035 Kajon Cove, Georgetown, TX 78626, USA","1001 SE Inner Loop, Georgetown, TX 78626, USA",1865,96,151,29.07927632,1.572916667
6411,4897,"1001 SE Inner Loop, Georgetown, TX 78626, USA","1035 Kajon Cove, Georgetown, TX 78626, USA",2998,282,383,18.50328125,1.358156028
2705,6428,"10601 S Hwy 183, Mustang Ridge, TX 78610, USA","10601 S Hwy 183, Mustang Ridge, TX 78610, USA",619,110,131,11.11386364,1.190909091
6428,2705,"10601 S Hwy 183, Mustang Ridge, TX 78610, USA","10601 S Hwy 183, Mustang Ridge, TX 78610, USA",2955,166,261,26.73034351,1.572289157
6036,6435,"12169 FM812, Del Valle, TX 78617, USA","11430 FM812, Del Valle, TX 78617, USA",1057,41,48,51.12428571,1.170731707
6435,6036,"11430 FM812, Del Valle, TX 78617, USA","12169 FM812, Del Valle, TX 78617, USA",1057,42,48,51.12428571,1.142857143
2697,6437,"12550 Camino Real, Kyle, TX 78640, USA","12952 Camino Real, Kyle, TX 78640, USA",1396,72,79,41.3565,1.097222222
6437,2697,"12952 Camino Real, Kyle, TX 78640, USA","12550 Camino Real, Kyle, TX 78640, USA",1396,140,150,21.91072848,1.071428571
2691,6438,"15697 Camino Real, Buda, TX 78610, USA","34 Niederwald Dr, Kyle, TX 78640, USA",1639,85,96,40.0456701,1.129411765
6438,2691,"34 Niederwald Dr, Kyle, TX 78640, USA","15697 Camino Real, Buda, TX 78610, USA",1639,86,93,41.3237234,1.081395349
4510,6453,"12131 FM973, Manor, TX 78653, USA","12131 FM973, Manor, TX 78653, USA",2289,153,410,13.19934307,2.679738562
6453,4510,"12131 FM973, Manor, TX 78653, USA","12131 FM973, Manor, TX 78653, USA",1978,234,329,14.20563636,1.405982906
5688,6668,"17900 FM973, Coupland, TX 78615, USA","17977 FM973, Coupland, TX 78615, USA",632,22,25,57.60923077,1.136363636
6668,5688,"17977 FM973, Coupland, TX 78615, USA","17900 FM973, Coupland, TX 78615, USA",632,22,23,62.41,1.045454545
4631,6681,"14380 FM 2243, Leander, TX 78641, USA","13101 Hero Way W, Leander, TX 78641, USA",2001,111,133,35.3908209,1.198198198
6681,4631,"13101 Hero Way W, Leander, TX 78641, USA","14380 FM 2243, Leander, TX 78641, USA",2001,137,153,30.79461039,1.116788321
7312,6689,"18018 FM 969, Manor, TX 78653, USA","16775 FM 969, Manor, TX 78653, USA",2090,88,100,49.04257426,1.136363636
6689,7312,"16775 FM 969, Manor, TX 78653, USA","18018 FM 969, Manor, TX 78653, USA",2090,86,98,50.03333333,1.139534884
1147,6699,"11400 Schmidt Ln, Manor, TX 78653, USA","15405 Schmidt Loop, Manor, TX 78653, USA",1330,128,128,24.43488372,1
6699,1147,"15405 Schmidt Loop, Manor, TX 78653, USA","11400 Schmidt Ln, Manor, TX 78653, USA",1344,132,132,23.94947368,1
4802,6719,"10880 E Crystal Falls Pkwy, Leander, TX 78641, USA","16070 Ronald Reagan Blvd, Leander, TX 78641, USA",1551,119,170,21.49631579,1.428571429
6719,4802,"16070 Ronald Reagan Blvd, Leander, TX 78641, USA","10880 E Crystal Falls Pkwy, Leander, TX 78641, USA",2142,185,227,22.26552632,1.227027027
4801,6722,"15900 Ronald Reagan Blvd, Leander, TX 78641, USA","800 Co Rd 177, Leander, TX 78641, USA",742,52,56,30.85157895,1.076923077
6722,4801,"800 Co Rd 177, Leander, TX 78641, USA","15900 Ronald Reagan Blvd, Leander, TX 78641, USA",742,54,62,27.91333333,1.148148148
4586,6725,"7401 Ranch Rd 2338, Georgetown, TX 78633, USA","8676 Ranch Rd 2338, Georgetown, TX 78633, USA",1570,61,71,51.67916667,1.163934426
6725,4586,"8676 Ranch Rd 2338, Georgetown, TX 78633, USA","7401 Ranch Rd 2338, Georgetown, TX 78633, USA",1570,63,76,48.32337662,1.206349206
6730,6731,"600 Co Rd 128, Hutto, TX 78634, USA","2425 Co Rd 130, Hutto, TX 78634, USA",5627,311,330,40.29,1.061093248
6731,6730,"2425 Co Rd 130, Hutto, TX 78634, USA","600 Co Rd 128, Hutto, TX 78634, USA",4411,254,288,36.1732526,1.133858268
