,0,1
67,30.471974519138076,-97.80333004509787
68,30.318801870818984,-97.77979198691031
69,30.467282564466355,-97.69296173690411
70,30.466084426753017,-97.83544587637313
71,30.082468390793252,-97.84726601726186
72,30.06192570553393,-98.00971473743127
73,30.194850015350866,-97.78445593039261
74,30.4381100089397,-97.69597169678727
75,30.66178392781333,-97.65673613651005
76,29.7111534504319,-97.664276815104
77,30.287352100877303,-97.77694870211207
78,30.510383380083482,-97.67573108014784
79,30.92301250993514,-97.96594348278768
80,30.15946165459559,-97.09470291208594
81,30.212757837778774,-97.65733098915614
82,30.343340039950217,-97.8923237590901
83,30.568136461603515,-97.79046456748479
84,30.20123805159982,-97.9797959711302
85,30.278055679271706,-97.48119583236883
86,30.378791517555495,-97.75555396596776
87,30.33554868420805,-97.67528706122839
88,30.366012553035063,-97.70129777074742
89,30.687411705106047,-97.70256521645771
90,30.519145250397994,-97.71718114863309
91,29.882152793456168,-97.93914113777309
92,30.131176357028586,-98.15089428427181
93,30.277408510932077,-97.6977739565954
94,30.445119562986317,-97.56189514647464
95,30.335532858729113,-97.73607071464889
96,30.105866464888948,-97.73853593656736
97,30.491541271226296,-97.91205159988158
98,30.663562874665267,-98.00878450342834
99,30.045342681603778,-97.83922390694948
100,30.277038254295395,-97.66286935646322
101,30.027847297156296,-97.54745268325682
102,30.73699024048828,-97.82745257506991
103,30.279707303520006,-97.73583600400292
104,30.189264081414994,-97.7464695006095
105,30.253710787360685,-97.74464595317158
106,30.549746416894074,-97.74782837862723
107,30.203400402439012,-97.8122519812218
108,30.40487910145025,-97.72305404230225
109,30.281267647153065,-97.21022357364359
110,30.66340398808949,-97.92049743365146
111,30.71489291772643,-97.46555892551535
112,30.42653304868291,-97.75615378838638
113,30.48375009054893,-97.67313915966707
114,30.21093294233545,-97.5161268815141
115,30.115308519653812,-97.61938141798976
116,30.230502191657486,-97.7393195423458
117,30.224561644713418,-97.77079737020786
118,29.976864430887225,-98.08780867560348
119,30.401323904291687,-97.66974087054413
120,30.386759925427693,-98.04769087484014
121,30.368562299958207,-97.7216956164401
122,30.20987511141946,-97.87916192503894
123,30.496003530207155,-97.73287099127161
124,30.467403680138986,-97.60027825753104
125,30.5785689122507,-97.59230449733964
126,30.302186652767343,-97.70935589514161
127,30.013593682804412,-97.74386670073656
128,30.14523801893018,-97.79827370351737
129,30.278199577583162,-98.0664735630495
130,30.366685072693777,-97.7906876160843
131,30.267690580786997,-97.73657206776294
132,30.345764853323402,-97.61610211494332
133,30.24595877092476,-97.58487543231256
134,30.24727858068334,-97.77292410139582
135,30.317475574583437,-97.65726665359342
136,30.304219676064378,-97.74432247303756
137,30.555334370543235,-97.82790800408645
138,30.618476361082056,-98.38412957553452
139,30.434066459371365,-97.46413656009257
140,30.570837923643957,-98.28378977326997
141,30.347521591755356,-97.55928426522594
142,30.109357181272486,-97.457425263692
143,30.437972607525868,-97.82829889141077
144,30.276298858874608,-97.7592962575435
145,30.50088840410429,-97.61502907258196
146,30.37780046733807,-97.8901992971728
147,30.449863958580412,-97.66462411615665
148,30.851182909903823,-97.79118505512561
149,30.221575198635197,-97.69170079764659
150,30.296754730423135,-97.86601250718414
151,30.458924370961675,-97.763414831136
152,30.355833589577315,-97.7532637687402
153,29.98744733272512,-97.8742138951375
154,30.526032503788407,-97.6542511597185
155,30.211429746402267,-98.02778983241033
156,30.15599588178033,-97.85566877556977
157,30.168629478245304,-97.22563180462038
158,30.176853864766862,-97.6548724512533
159,30.514974114058116,-97.86207319177748
160,30.264487287865347,-97.78742466760139
161,30.567900051589717,-97.31273431885697
162,30.75794258724155,-98.08153703518013
163,30.537736631004584,-97.56801788340138
164,30.239570387016094,-97.85991128227508
165,30.7526327333665,-97.61763357264711
166,30.538171679627578,-97.44707157398551
167,30.653758267796277,-97.57753135122887
168,30.439941650650724,-97.73955994275012
169,30.261821052257694,-97.72426118920478
170,30.103717405398235,-97.31059015948404
171,30.349182678358336,-97.7120357833145
172,30.46073021531001,-98.02994383780106
173,30.07989926043125,-97.82252980360647
174,30.564610763935605,-97.87109614250929
175,30.07157292848462,-97.69788582788073
176,30.337010567743018,-97.80912121994787
177,30.50514976428862,-97.69535851081186
178,30.31824281774418,-97.70808524465218
179,30.53109136973968,-97.84597803771241
180,30.15467468941398,-97.77480295685123
181,30.147557638137016,-97.97536836692883
182,30.42004010322097,-97.64680788199468
183,30.56581523460315,-97.68803066807293
184,29.850182024446635,-97.82702719806434
185,29.99327012146989,-97.81317608919983
186,30.811520895642253,-97.42152210450968
187,30.438537926252074,-97.61673742239047
188,30.09829589385931,-97.90971675769568
189,30.48664895808899,-97.83347340002788
190,30.490234693900902,-97.76999153361682
191,30.630406646203753,-97.80307355767452
192,30.27662005425851,-97.80969521797502
193,30.631064950305074,-97.67511840117946
194,30.234645129355492,-97.92201717515388
195,30.41379494680742,-97.70016152483475
196,30.20692682013319,-97.77564090193921
197,30.382028329605042,-97.83197529054581
198,30.42772205423795,-97.9131768075977
199,30.217958925975303,-97.79897412434256
200,30.30037159314561,-97.67294140293815
201,30.18181521407267,-97.83261292319551
202,30.287230593181228,-97.72275835854465
203,30.258258653233767,-97.70491778456034
204,30.190947217886944,-97.8984631949843
205,30.31864761454461,-97.73561625474895
206,30.246609645503018,-97.83649423574643
207,30.386325266670053,-97.73560069351069
208,30.102506486164398,-98.06450590543905
209,30.70657014204206,-97.77565506401072
210,30.188857149266706,-97.7664166995024
211,30.37760550813271,-97.68397378108449
212,30.548656379858798,-97.62280813085567
213,30.01135806036099,-97.14970657783479
214,30.28030843637557,-97.40270880776973
215,30.156639351665547,-98.21153759763286
216,30.535018756733102,-97.54752689592033
217,30.158743821291107,-97.54429695790128
218,30.237869453382583,-97.72600256262083
219,30.287187771716624,-97.74227058073335
220,30.133295570254475,-97.58297527234384
221,30.21327136399283,-97.72769538714721
222,30.531508749808378,-97.79095503266728
223,30.45230678954053,-97.79211748063868
224,30.537056783043525,-97.94581749957312
225,30.47862514009065,-97.78713187895306
226,30.134104301925582,-97.68358194510077
227,30.30524086701896,-97.7611999105995
228,30.209173704045376,-98.10748826348693
229,30.235640116736175,-97.75601057645952
230,30.3513942157598,-97.43085461325317
231,30.246188730635538,-97.89801829673834
232,30.313456716781076,-97.52845201190243
233,29.95760788813342,-97.97004615298022
234,30.27839473548091,-98.15263708844769
235,29.96020541067689,-97.41535689409102
236,30.62993133420064,-97.87078290608834
237,30.53318486011302,-97.83358610653579
238,30.680840529233596,-97.32000395591454
239,30.55236451613929,-97.66653611487075
240,30.424743304378946,-97.78884388522702
241,30.503745355769617,-98.15337867365857
242,30.359910012098226,-97.98276164890841
243,30.11324289939136,-97.86930901504851
244,30.150357524109072,-97.83036975206953
245,30.177644469496315,-97.81325681102027
246,30.01748001325835,-97.88550131233114
247,30.338939111883164,-97.69837122577549
248,30.2234480673613,-97.83507243654947
249,30.35876316001178,-97.32147578742402
