,0,1
0,30.2138803506225,-97.7513565135532
1,30.50254922419767,-97.80378376461917
2,30.42142514259412,-97.67320731722602
3,30.091108707100563,-97.87591916538041
4,30.330032531632714,-97.71820360898037
5,30.57692322990169,-97.66702427303677
6,30.241291796903244,-97.87917199296469
7,30.489202944803104,-97.575085438124
8,30.172560084131696,-97.61731495522264
9,30.269970878893275,-97.74749743415785
10,30.361750031116262,-97.73600542378065
11,30.46214449183315,-97.98312297943046
12,30.033152464041375,-98.1376502100365
13,30.360781190145698,-97.52285564749154
14,30.011957448810445,-97.86004811364872
15,30.714727921157426,-97.73169041422076
16,30.51127327416035,-97.82625376160458
17,30.376435245436767,-97.94300814327602
18,30.576161272139057,-97.4181553380268
19,30.168072095676145,-97.79247784268738
20,30.646653294655337,-98.30298502439013
21,30.531575466118507,-97.69141853414087
22,30.44028362284827,-97.77487885337845
23,30.172801350649483,-98.00054069184999
24,30.292449516525092,-97.82882055332514
25,30.251666164863586,-97.68599037766074
26,30.035828736581312,-97.65448202229219
27,30.17556090955543,-97.30184610433393
28,30.303434775722216,-97.72998709811328
29,29.85003331115027,-97.97803178454778
30,30.258263455949447,-97.80618901062829
31,30.5757893445198,-97.85104883574851
32,30.356643030637375,-97.6839360299788
33,30.462683004078787,-97.64326647128826
34,30.233207246326895,-97.81765322942341
35,30.213857886709718,-98.19953328923478
36,30.720569460522253,-97.9143684434477
37,30.33180885386032,-97.97083840624269
38,30.517932857720183,-97.75847695483425
39,30.156079688055105,-97.47956975279732
40,30.352903666240966,-97.37356465755197
41,30.387214622134703,-97.71419037084559
42,30.49074396951397,-97.64868488241758
43,30.40030377895454,-97.74781405716936
44,30.82057579646572,-97.60448045712297
45,30.41359830894757,-97.84899004982857
46,30.292885934031364,-97.63251510294765
47,30.558978511416814,-97.53857921159856
48,30.233744656349593,-97.79115136028199
49,30.22792934852945,-97.70755802345741
50,30.45101145104718,-98.08129319253416
51,30.507823790359748,-97.2041619911161
52,30.61366873546025,-97.6969008107534
53,30.319345684349404,-97.69109073506118
54,30.187253379403383,-97.92801196036686
55,30.535587838106053,-97.600958841948
56,29.876307871330493,-97.67133605887005
57,30.157778126892246,-97.74233551799797
58,30.77288123923251,-98.24339804946432
59,30.308046632356152,-97.93551565706365
60,30.19689293406568,-97.85235740040453
61,30.257904774937078,-97.7594987079245
62,30.333956403366532,-97.75982142381294
63,30.16760046322134,-98.07505923923085
64,30.380042237830885,-97.64940511571295
65,30.222347963073346,-97.85560460417024
66,30.19847706496405,-97.70519432390743
