0,1
3990,"(30.367775, -97.753554)"
3097,"(30.223715, -97.76601)"
4879,"(30.448384, -97.661463)"
867,"(30.575118, -97.820445)"
7028,"(30.207641, -97.974465)"
2052,"(30.012584, -97.860204)"
4192,"(30.309821, -97.666935)"
4670,"(30.479756, -97.80205)"
607,"(30.467008, -97.489938)"
3357,"(30.273141, -97.734578)"
2285,"(30.391435, -97.937119)"
6587,"(30.218705, -97.838738)"
948,"(30.594021, -97.681147)"
6509,"(30.203888, -97.64066)"
1085,"(30.217666, -97.479311)"
1113,"(30.530257, -98.103332)"
662,"(30.518844, -97.603226)"
2390,"(30.176355, -97.832375)"
1415,"(30.193977, -98.102295)"
6412,"(30.659281, -97.657317)"
7373,"(29.897971, -97.87454)"
4638,"(30.529622, -97.844844)"
5735,"(30.573109, -97.412236)"
6645,"(30.312647, -97.537075)"
4293,"(30.320796, -97.703176)"
1791,"(30.295908, -97.783359)"
2883,"(30.172286, -97.721729)"
5950,"(30.518205, -97.652769)"
1115,"(30.709085, -98.002919)"
6222,"(30.424195, -97.71355)"
5008,"(30.510066, -97.736566)"
1362,"(30.058932, -98.080648)"
2615,"(30.370289, -97.860451)"
4377,"(30.381612, -97.686121)"
1088,"(30.351976, -97.39802)"
898,"(29.857715, -97.936981)"
3474,"(30.258229, -97.705393)"
9,"(30.488843, -98.053644)"
2708,"(30.069984, -97.685891)"
5589,"(30.821856, -97.605013)"
2121,"(30.092148, -97.874553)"
75,"(30.222138, -97.883969)"
886,"(30.539989, -97.216877)"
7054,"(30.75532, -97.807921)"
6516,"(30.18602, -97.556569)"
2519,"(30.218078, -97.795323)"
3621,"(30.305592, -97.743859)"
2424,"(30.163204, -97.788333)"
2282,"(30.307893, -97.956127)"
5412,"(30.446717, -97.561327)"
3121,"(30.239536, -97.752609)"
4848,"(30.412924, -97.651448)"
5142,"(30.479026, -97.684181)"
3539,"(30.363776, -97.713526)"
34,"(30.30131, -97.832125)"
4682,"(30.441968, -97.805213)"
4889,"(30.542054, -97.55004)"
5198,"(30.518073, -97.689224)"
1105,"(30.102202, -97.609481)"
1197,"(30.715859, -97.509234)"
3444,"(30.217802, -97.689988)"
1114,"(30.659689, -98.030267)"
1103,"(29.9607, -97.773983)"
462,"(30.257482, -97.807261)"
1086,"(30.32676, -97.419806)"
1120,"(30.406566, -97.85219)"
2078,"(30.056751, -97.844468)"
5505,"(30.695887, -97.734306)"
3833,"(30.288429, -97.723702)"
4083,"(30.394612, -97.73329)"
1386,"(30.179132, -98.230195)"
4846,"(30.543863, -97.760202)"
