,0,1,2
515,30.271514,-97.737172,36
516,30.270537,-97.736137,36
517,30.272936,-97.73789,36
518,30.283251,-97.737155,36
519,30.275694,-97.735708,36
520,30.280268,-97.73407,36
521,30.27864,-97.738873,36
522,30.27809,-97.744172,36
523,30.276807,-97.739643,36
524,30.283145,-97.733921,36
525,30.276002,-97.736773,36
526,30.280378,-97.737823,36
527,30.276726,-97.739351,36
528,30.279722,-97.735368,36
529,30.272631,-97.736834,36
530,30.27895,-97.738418,36
531,30.280682,-97.745114,36
532,30.277633,-97.742615,36
533,30.277798,-97.736099,36
534,30.279445,-97.741962,36
535,30.275019,-97.73713,36
536,30.279904,-97.743468,36
537,30.377096,-97.442616,37
538,30.350931,-97.485482,37
539,30.370092,-97.424792,37
540,30.380452,-97.46579,37
541,30.351242,-97.483825,37
542,30.356521,-97.482049,37
543,30.359273,-97.397532,37
544,30.36182,-97.405519,37
545,30.350742,-97.48392,37
546,30.362081,-97.455986,37
547,30.363782,-97.477292,37
548,30.429413,-97.572417,38
549,30.419243,-97.578894,38
550,30.434861,-97.568945,38
551,30.419624,-97.590156,38
552,30.406365,-97.583997,38
553,30.430628,-97.593076,38
554,30.430033,-97.619536,38
555,30.420193,-97.603293,38
556,30.437886,-97.567016,38
557,30.447385,-97.535671,38
558,30.422334,-97.585786,38
559,30.438973,-97.543138,38
560,30.419177,-97.556499,38
561,30.428613,-97.549755,38
562,30.425315,-97.592436,38
563,30.331682,-97.789923,39
564,30.325587,-97.779934,39
565,30.311853,-97.782363,39
566,30.32969,-97.794461,39
567,30.333169,-97.792225,39
568,30.322771,-97.790383,39
569,30.321771,-97.794192,39
570,30.331043,-97.788907,39
571,30.323452,-97.784862,39
572,30.323684,-97.794141,39
573,30.328719,-97.790419,39
574,30.321536,-97.80207,39
575,30.334694,-97.786917,39
576,30.286613,-97.716466,40
577,30.287403,-97.700943,40
578,30.289011,-97.706953,40
579,30.280124,-97.716795,40
580,30.284396,-97.705,40
581,30.285307,-97.701787,40
582,30.289038,-97.714883,40
583,30.287942,-97.71165,40
584,30.280604,-97.713907,40
585,30.274147,-97.715578,40
586,30.283713,-97.710834,40
587,30.290135,-97.710146,40
588,30.285079,-97.712067,40
589,30.28528,-97.711037,40
590,30.28608,-97.706096,40
591,30.277082,-97.716191,40
592,30.282226,-97.717243,40
593,30.277541,-97.713445,40
594,30.274602,-97.712717,40
595,30.281554,-97.70856,40
596,30.284126,-97.717617,40
597,30.229025,-97.799467,41
598,30.232953,-97.794725,41
599,30.23119,-97.791055,41
600,30.234377,-97.796031,41
601,30.230122,-97.797975,41
602,30.232875,-97.808476,41
603,30.232107,-97.800515,41
604,30.232967,-97.800718,41
605,30.233151,-97.807964,41
606,30.235591,-97.807971,41
607,30.233286,-97.796057,41
608,30.23355,-97.810437,41
609,30.229003,-97.801013,41
610,30.23697,-97.798816,41
611,30.23398,-97.797025,41
612,30.228047,-97.801512,41
613,30.232413,-97.80632,41
614,30.233955,-97.810455,41
615,30.235198,-97.794501,41
616,30.235268,-97.798261,41
617,30.233917,-97.795234,41
618,29.879317,-97.926499,42
619,29.882931,-97.92178,42
620,29.872558,-97.935146,42
621,29.87846,-97.927101,42
622,29.88122,-97.92453,42
623,29.881773,-97.923014,42
624,29.877335,-97.929068,42
625,29.876501,-97.929761,42
626,30.250607,-97.683467,43
627,30.259765,-97.693564,43
628,30.250723,-97.686436,43
629,30.254167,-97.692279,43
630,30.251262,-97.683968,43
631,30.25099,-97.683205,43
632,30.249697,-97.688228,43
633,30.254057,-97.681349,43
634,30.253109,-97.679183,43
635,30.250224,-97.688873,43
636,30.250716,-97.684021,43
637,30.258544,-97.676281,43
638,30.247504,-97.690449,43
639,30.250878,-97.691026,43
640,30.250833,-97.682326,43
641,30.252945,-97.67899,43
642,30.255812,-97.685311,43
643,30.250386,-97.687969,43
644,30.250307,-97.684979,43
645,30.260089,-97.675048,43
646,30.252526,-97.680744,43
647,30.261601,-97.679194,43
648,30.251368,-97.683482,43
649,30.250804,-97.692771,43
650,30.252294,-97.696181,43
651,30.261971,-97.674105,43
652,30.258971,-97.683975,43
653,30.252393,-97.675294,43
654,30.253347,-97.679747,43
655,30.25492,-97.692427,43
656,30.25011,-97.687174,43
657,30.261179,-97.697974,43
658,30.256562,-97.677605,43
659,30.254024,-97.679296,43
660,30.253314,-97.679533,43
661,30.25011,-97.691111,43
662,29.88466,-97.938557,44
663,29.885461,-97.938676,44
664,29.887069,-97.939213,44
665,29.885949,-97.936406,44
666,29.88561,-97.937555,44
667,29.884754,-97.936819,44
668,29.885398,-97.93914,44
669,29.886075,-97.93607,44
670,29.887445,-97.935513,44
671,29.884441,-97.937011,44
672,30.590239,-97.804445,45
673,30.589421,-97.756155,45
674,30.58685,-97.809208,45
675,30.594977,-97.763822,45
676,30.596366,-97.812928,45
677,30.579994,-97.799189,45
678,30.582212,-97.776335,45
679,30.594222,-97.790588,45
680,30.572291,-97.78056,45
681,30.60465,-97.816167,45
682,30.576209,-97.784719,45
683,30.576287,-97.783603,45
684,30.596977,-97.76432,45
685,30.600584,-97.804895,45
686,30.576138,-97.784476,45
687,30.598356,-97.758068,45
688,30.58304,-97.792711,45
689,30.577657,-97.806715,45
690,30.610956,-97.746309,45
691,30.600619,-97.74742,45
692,30.046293,-97.840771,46
693,30.043099,-97.852821,46
694,30.014363,-97.812917,46
695,30.044241,-97.823901,46
696,30.0519,-97.838021,46
697,30.01829,-97.80929,46
698,30.030178,-97.8244,46
699,30.001839,-97.785715,46
700,30.017435,-97.826144,46
701,30.041884,-97.842901,46
702,30.056751,-97.844468,46
703,30.035737,-97.846154,46
704,30.024867,-97.789988,46
705,30.040561,-97.843567,46
706,30.38823,-97.758013,47
707,30.384906,-97.766654,47
708,30.388404,-97.759726,47
709,30.39712,-97.757812,47
710,30.391036,-97.759181,47
711,30.385161,-97.766864,47
712,30.381882,-97.765554,47
713,30.385969,-97.765593,47
714,30.393165,-97.763188,47
715,30.39489,-97.754694,47
716,30.384604,-97.766459,47
717,30.388164,-97.759747,47
718,30.38826,-97.761301,47
719,30.068251,-97.873629,48
720,30.080607,-97.8601,48
721,30.071266,-97.84389,48
722,30.040951,-97.895792,48
723,30.070587,-97.864712,48
724,30.079887,-97.874335,48
725,30.072526,-97.855312,48
726,30.085233,-97.874376,48
727,30.067321,-97.837672,48
728,30.057803,-97.840129,48
729,30.076801,-97.835362,48
730,30.087256,-97.830648,48
731,30.092478,-97.848376,48
732,30.093477,-97.86188,48
733,30.057939,-97.836082,48
734,30.066202,-97.843692,48
735,30.07683,-97.834637,48
736,30.100671,-97.848911,48
737,30.042635,-97.884639,48
738,30.067665,-97.849967,48
739,30.085233,-97.849017,48
740,30.08096,-97.83664,48
741,30.078846,-97.843981,48
742,30.057411,-97.859417,48
743,30.062529,-97.832814,48
744,30.086583,-97.848656,48
745,30.057888,-97.844172,48
746,30.049961,-97.874437,48
747,30.081515,-97.842408,48
748,30.291216,-97.778414,49
749,30.274527,-97.771376,49
750,30.276552,-97.76984,49
751,30.300641,-97.775754,49
752,30.297507,-97.780138,49
753,30.291665,-97.774304,49
754,30.275657,-97.76766,49
755,30.280874,-97.768257,49
756,30.294852,-97.781125,49
757,30.274037,-97.766178,49
758,30.293797,-97.783106,49
759,30.275266,-97.771121,49
760,30.288292,-97.768162,49
761,30.290384,-97.771784,49
762,30.2773,-97.770504,49
763,30.28296,-97.766998,49
764,30.297498,-97.777043,49
765,30.27369,-97.765701,49
766,30.277098,-97.768748,49
767,30.293801,-97.769587,49
768,30.276461,-97.767721,49
769,30.278209,-97.768537,49
770,30.285678,-97.774847,49
771,30.291148,-97.765987,49
772,30.283819,-97.77024,49
773,30.275636,-97.76678,49
774,30.295908,-97.783359,49
775,30.278347,-97.772898,49
776,30.283155,-97.776483,49
777,30.286304,-97.764639,49
778,30.842139,-97.885558,50
779,30.836043,-97.901526,50
780,30.840134,-97.815851,50
781,30.820892,-97.877474,50
782,30.840941,-97.864193,50
783,30.824251,-97.858053,50
784,30.85079,-97.834573,50
785,30.833925,-97.833141,50
786,30.818978,-97.894708,50
787,30.840504,-97.903407,50
788,30.85163,-97.82009,50
789,30.887819,-97.801274,50
790,30.880283,-97.824754,50
791,30.806588,-97.889688,50
792,30.811356,-97.873774,50
793,30.905132,-97.800454,50
794,30.270125,-97.714709,51
795,30.270516,-97.712249,51
796,30.273843,-97.717525,51
797,30.283517,-97.721585,51
798,30.283785,-97.720124,51
799,30.273537,-97.719529,51
800,30.272903,-97.723513,51
801,30.276829,-97.72021,51
802,30.279509,-97.720765,51
803,30.271889,-97.719184,51
804,30.26789,-97.709691,51
805,30.281893,-97.719348,51
806,30.276541,-97.72015,51
807,30.269656,-97.717612,51
808,30.281547,-97.721187,51
809,30.271154,-97.709813,51
810,30.277056,-97.718792,51
811,30.271738,-97.72337,51
812,30.279808,-97.718872,51
813,30.273736,-97.715494,51
814,30.271109,-97.724436,51
815,30.272163,-97.71745,51
816,30.267951,-97.710994,51
817,30.272056,-97.715149,51
818,30.272534,-97.725722,51
819,30.775898,-97.627189,52
820,30.703994,-97.651333,52
821,30.77416,-97.627744,52
822,30.728232,-97.642808,52
823,30.772593,-97.62822,52
824,30.764075,-97.630044,52
825,30.715149,-97.647326,52
826,30.820547,-97.60811,52
827,30.816935,-97.611125,52
828,30.778888,-97.626269,52
829,30.77733,-97.625764,52
830,30.815035,-97.611181,52
831,30.769181,-97.628247,52
832,30.821978,-97.607158,52
833,30.755718,-97.633313,52
834,30.02551,-98.111827,53
835,30.06887,-98.125564,53
836,29.999239,-98.101129,53
837,30.03475,-98.118658,53
838,30.012098,-98.120381,53
839,30.067054,-98.102025,53
840,30.02115,-98.101837,53
841,30.054219,-97.692126,54
842,30.059246,-97.692622,54
843,30.082518,-97.693694,54
844,30.079072,-97.700441,54
845,30.080353,-97.693621,54
846,30.077915,-97.691711,54
847,30.077898,-97.693539,54
848,30.62678,-97.824635,55
849,30.635606,-97.8295,55
850,30.633043,-97.824491,55
851,30.659744,-97.893731,55
852,30.618272,-97.852284,55
853,30.629598,-97.845097,55
854,30.639453,-97.894479,55
855,30.638304,-97.832758,55
856,30.62811,-97.852532,55
857,30.614034,-97.849275,55
858,30.63684,-97.798583,55
859,30.638072,-97.827323,55
860,30.633795,-97.826607,55
861,30.628699,-97.811,55
862,30.643704,-97.871143,55
863,30.619328,-97.860176,55
864,30.614623,-97.84435,55
865,30.615094,-97.84777,55
866,30.64393,-97.856209,55
867,30.637901,-97.823336,55
868,30.284143,-97.875022,56
869,30.262313,-97.888867,56
870,30.295865,-97.82877,56
871,30.316056,-97.872294,56
872,30.286428,-97.879621,56
873,30.303022,-97.843429,56
874,30.332143,-97.858595,56
875,30.30131,-97.832125,56
876,30.317908,-97.864335,56
877,30.308173,-97.871556,56
878,30.293223,-97.82844,56
879,30.331027,-97.885542,56
880,30.300892,-97.839075,56
881,30.282704,-97.876244,56
882,30.304314,-97.840649,56
883,30.322847,-97.87288,56
884,30.2569,-97.871023,56
885,30.309888,-97.844822,56
886,30.290327,-97.828309,56
887,30.28033,-97.904212,56
888,30.321831,-97.89921,56
889,30.308832,-97.854872,56
890,30.287223,-97.86426,56
891,30.297657,-97.828157,56
892,30.313104,-97.852347,56
893,30.2734,-97.862617,56
894,30.273341,-97.873192,56
895,30.33747,-97.864691,56
896,30.344763,-97.869942,56
897,30.289039,-97.86919,56
898,30.8064,-97.673961,57
899,30.764983,-97.665833,57
900,30.808492,-97.646445,57
901,30.800034,-97.671487,57
902,30.773388,-97.660384,57
903,30.758192,-97.731007,57
904,30.761485,-97.739076,57
905,30.778367,-97.623794,57
906,30.754825,-97.721356,57
907,30.814755,-97.610253,57
908,30.791238,-97.642916,57
909,30.788401,-97.623542,57
910,30.766132,-97.705638,57
911,30.816731,-97.608427,57
912,30.780291,-97.598068,57
913,30.789662,-97.620368,57
914,30.79354,-97.6039,57
915,30.784133,-97.665153,57
916,30.804112,-97.660227,57
917,30.797612,-97.619815,57
918,30.145025,-97.852244,58
919,30.157165,-97.859768,58
920,30.149404,-97.877778,58
921,30.140901,-97.846645,58
922,30.148253,-97.854836,58
923,30.152804,-97.866404,58
924,30.137135,-97.850378,58
925,30.142626,-97.856741,58
926,30.355995,-97.730568,59
927,30.348361,-97.714623,59
928,30.356587,-97.736352,59
929,30.358103,-97.735243,59
930,30.350117,-97.718243,59
931,30.351721,-97.721639,59
