,0
152573655,449
"(30.343239527335456, -97.74456000598245)",118
152573657,118
"(30.34335452728488, -97.74468550623804)",118
152573660,118
"(30.344023926890564, -97.74575200842136)",118
152573666,118
"(30.427225061308725, -97.92778579846346)",158
152573679,158
"(30.429881061610196, -97.92597079426787)",158
152573691,158
"(30.47752604069958, -97.64327809618753)",229
152573700,229
"(30.408345614842002, -97.76149733874232)",60
152573709,60
"(30.408656714880085, -97.76124973821398)",60
152573711,60
"(30.205105813103568, -97.8414919153793)",442
152573722,442
"(30.47675444916339, -97.61281263659043)",282
152573732,282
"(30.476211649588294, -97.61149343405091)",282
152573734,282
"(30.433967094381252, -97.81988856113122)",234
152573740,234
"(30.451472142003155, -97.64973221002481)",3
152573746,3
"(30.450884141879104, -97.65042721142373)",3
152573755,3
"(30.34836913352024, -97.72163635863747)",63
152573770,63
"(30.350157133238454, -97.72188935909196)",194
152573776,194
"(30.284170152117966, -97.68371428386564)",196
152573784,196
"(30.282241153410084, -97.68005327657329)",196
152573789,196
"(30.39115530409386, -97.80371102829416)",441
152573797,441
"(30.391501904370678, -97.80267312607432)",441
152573809,441
"(30.342851439463548, -97.70352042191715)",328
152573833,328
"(30.344994139740557, -97.70170931816892)",328
152573839,328
"(30.203964716325903, -97.83175609438388)",402
152573847,402
"(30.20508731643036, -97.83103159279331)",402
152573850,402
"(30.207157715450847, -97.83339189782521)",402
152573856,402
"(30.20745231523565, -97.83396659905681)",167
152573859,167
"(30.424622028462558, -98.02809302978737)",172
152573868,172
"(30.42401702871986, -98.02751402844702)",172
152573870,172
"(30.46360113024401, -97.68644778276493)",377
152573877,377
"(30.37214810980833, -97.79194150404854)",37
152573885,37
"(30.372853110260863, -97.79018650031225)",37
152573906,37
"(30.308211415398656, -97.79725641754068)",11
152573924,11
"(30.309243114982245, -97.79823351957886)",11
152573933,11
"(30.31014411421542, -97.80039852414396)",11
152573965,11
"(30.31370811278742, -97.80373653111909)",11
152574014,11
"(30.317067112012307, -97.80502753375316)",11
152574034,11
"(30.31976511124268, -97.80654253688749)",11
152574048,11
"(30.391818078958384, -97.88442970318553)",459
152574071,459
"(30.39078067916457, -97.88413410257287)",459
152574083,459
"(30.39027707995388, -97.88181369747258)",459
152574112,459
"(30.390860778999087, -97.88462900366244)",459
152574125,459
"(30.22542600416257, -97.86241836034505)",10
152574131,10
"(30.22504730416402, -97.8625436606294)",10
152574132,10
"(30.22414900403235, -97.86326146222353)",10
152574142,10
"(30.202924108211842, -97.8575336502893)",195
152574153,195
"(30.203299808381292, -97.85687714884799)",195
152574168,195
"(30.35460405376044, -97.97419490693912)",462
152574175,462
"(30.35685625406807, -97.97256440310612)",462
152574193,462
"(30.513793814973127, -98.04139485728219)",418
152574199,418
"(30.56755430699162, -98.04912807299631)",27
152574484,27
"(30.571132004932362, -98.05420808491664)",27
152574521,27
"(30.514562314789256, -98.04171205799805)",418
152574688,418
"(30.308316631424198, -97.74432770668963)",113
152574713,113
"(30.309018431477178, -97.7438801057408)",113
152574720,113
"(30.303719031199833, -97.74684581205199)",113
152574726,113
"(30.228454074203697, -97.9526828617307)",270
152574742,270
"(30.22914007397775, -97.95313986275305)",270
152574750,270
"(30.22904307359421, -97.9543128654301)",270
152574762,270
"(30.226859073939945, -97.95397086471112)",270
152574775,270
"(30.26963511426503, -97.81494755643428)",362
152574787,362
"(30.26783111412692, -97.8160395588246)",362
152574789,362
"(30.42433612202747, -97.7308681747098)",215
152574806,215
"(30.42433012191135, -97.73126837553258)",215
152574808,215
"(30.216128120583654, -97.8139445558373)",475
152574810,475
"(30.078885289169516, -97.64063100335778)",9
152574828,9
"(30.134608017214532, -97.85304814216673)",378
152574846,378
"(30.137100913566137, -97.86343986477912)",378
152574877,378
"(30.14692910887569, -97.87450968882649)",213
152574893,213
"(30.144630109170233, -97.87438068859495)",213
152574897,213
"(30.287197429955285, -97.75729453427438)",155
152574908,155
"(30.28840532905112, -97.75982963951488)",155
152574910,155
"(30.34435409191793, -97.85980865088742)",226
152574917,226
"(30.345583991154587, -97.86180185519687)",226
152574926,226
"(30.247971108561632, -97.8408035126954)",198
152574934,198
"(30.208010091716197, -97.90655775828704)",163
152574941,163
"(30.20632509140679, -97.90805076166355)",163
152574951,163
"(30.208086091964212, -97.90577875654753)",163
152574957,163
"(30.33266587255278, -97.92418239393918)",397
152574974,397
"(30.412401032430083, -98.0200320113111)",13
152574983,13
"(30.295945516008377, -97.79977112327595)",48
152575024,48
"(30.297107015769523, -97.80012162398256)",48
152575032,48
"(30.298267815398788, -97.8009005255991)",48
152575036,48
"(30.29466911684454, -97.7975225185461)",48
152575049,48
"(30.2946236166613, -97.79813461984584)",48
152575052,48
"(30.294214216793968, -97.79785361926297)",48
152575097,48
"(30.41705007378206, -97.89214571925807)",278
152575108,278
"(30.416804075162517, -97.8878677097988)",278
152575138,278
"(30.173798109467565, -97.8636006642775)",265
152575154,265
"(30.17303710953815, -97.86364166438575)",265
152575157,265
"(30.172559109528677, -97.86383366481728)",265
152575166,265
"(30.171872109081903, -97.86544666836303)",265
152575179,265
"(30.2302402077057, -97.84968303245721)",50
152575192,50
"(30.231390106783117, -97.85217663784613)",71
152575200,71
"(30.231435106491492, -97.85307463979869)",71
152575203,71
"(30.25660010936986, -97.83521060035434)",198
152575212,198
"(30.256654109676564, -97.83421859821225)",198
152575227,198
"(30.256883109958892, -97.83324159609829)",198
152575229,198
"(30.256663110373864, -97.83200159343185)",198
152575248,198
"(30.254395111499733, -97.82922658752291)",198
152575277,198
"(30.253022111541505, -97.82958058832551)",198
152575289,198
"(30.252329111616884, -97.82958658835888)",198
152575294,198
"(30.251109111676765, -97.82982858891579)",198
152575301,198
"(30.416578311240663, -97.77044865711974)",85
152575350,85
"(30.158370177384832, -97.64828121672372)",208
152575363,208
"(30.310709978467045, -97.91323887013722)",255
152575407,255
"(30.30561407263163, -97.93275701417939)",255
152575485,255
"(30.31071747841921, -97.91338347046057)",255
152575571,255
"(30.304382602182162, -97.84119521179306)",262
152575653,262
"(30.313375197541575, -97.85278163663847)",262
152575711,262
"(30.267660023467307, -97.78591879485131)",450
152575812,450
"(30.27064132152985, -97.79112140574667)",450
152575846,450
"(30.271720519700054, -97.79666251744425)",192
152575855,192
"(30.276608117019308, -97.80355353192424)",362
152575897,362
"(30.279919515492264, -97.80728153975605)",362
152575911,362
"(30.28406211370773, -97.81153554869745)",362
152575914,362
"(30.28920121105852, -97.81820736279815)",112
152575936,112
"(30.289521710859876, -97.81873056390836)",112
152575939,112
"(30.289687710756418, -97.81900326448711)",112
152575942,112
"(30.290811110218122, -97.82032876729136)",112
152575945,112
"(30.292947009205946, -97.8228114725473)",112
152575952,112
"(30.29449470847033, -97.82461657637256)",112
152575955,112
"(30.295589307452428, -97.82748688250568)",112
152575963,112
"(30.295934807048706, -97.8286559850093)",112
152575976,112
"(30.296675605858237, -97.83219899261496)",112
152575982,112
"(30.30080190318589, -97.83926250772926)",262
152576000,262
"(30.3121294984481, -97.85034213137492)",262
152576058,262
"(30.413961224464604, -97.7266216664028)",215
152576111,215
"(30.414969024463378, -97.72622646555267)",215
152576115,215
"(30.268585412924324, -97.81962266647238)",362
152576120,362
"(30.35177616471792, -97.61101513796184)",156
152576137,156
"(30.34997316531178, -97.60966013539499)",156
152576162,156
"(30.349442165418406, -97.60950713511677)",156
152576179,156
"(30.41754715012263, -97.63509818254643)",468
152576249,468
"(30.198955411250466, -97.84942893275249)",442
152576256,442
"(30.47353837975636, -97.85334043168518)",414
152576266,414
"(30.47261397988368, -97.85325633154247)",414
152576275,414
"(30.411226051094342, -97.9643738822223)",363
152576319,363
"(30.47432474001776, -97.64711010388565)",296
152576335,296
"(30.382427306839734, -97.79790541629586)",441
152576340,441
"(30.425111534385298, -97.68774838695957)",396
152576350,396
"(30.23190908076701, -97.9319198145443)",458
152576361,458
"(30.23097648091784, -97.93176551422225)",458
152576363,458
"(30.17890483945513, -97.76684485726095)",445
152576371,445
"(30.178429539451745, -97.76703255766517)",445
152576375,445
"(30.180103239384067, -97.76662975678136)",445
152576382,445
"(30.17973613943055, -97.76661545676065)",445
152576384,445
"(30.292112275655, -97.92793620374626)",149
152576395,149
"(30.355715136560747, -97.70832893122967)",80
152576426,80
"(30.356762735800974, -97.71051513564028)",80
152576428,80
"(30.357148835524168, -97.71130953724386)",194
152576430,194
"(30.19928354383668, -97.74486621103235)",493
152576439,493
"(30.197075145501696, -97.74022270149382)",493
152576442,493
"(30.388567240717126, -97.68061267402945)",286
152576448,286
"(30.375494911087234, -97.78647049236844)",37
152576461,37
"(30.47334284934688, -97.6136438383506)",282
152576470,282
"(30.477518449193344, -97.61236573568965)",282
152576522,282
"(30.1759547071397, -97.87005047835035)",265
152576537,265
"(30.175805109252888, -97.86358066418461)",265
152576556,265
"(30.175408112072166, -97.85498464543406)",373
152576610,373
"(30.229059087799044, -97.91156176888884)",477
152576627,477
"(30.266256246015356, -97.71167004098766)",41
152576810,41
"(30.267584045270663, -97.71366214500684)",41
152576813,41
"(30.39268090330234, -97.80574903257177)",441
152576838,441
"(30.38999950407215, -97.80420852939635)",441
152576865,441
"(30.388878104493983, -97.803236027371)",441
152576869,441
"(30.38832080494935, -97.80194492464803)",441
152576888,441
"(30.38894750523441, -97.80077572214057)",441
152576897,441
"(30.304982158546196, -97.65286222163175)",177
152576911,177
"(30.238686530226, -97.77463487197119)",334
152576923,334
"(30.29705912978472, -97.7541074273316)",155
152576928,155
"(30.420825252779192, -97.62410816088844)",468
152576941,468
"(30.421303652807147, -97.62379956026673)",468
152576942,468
"(30.207549100646453, -97.8793848980608)",292
152576948,292
"(30.363713814830934, -97.77849287600408)",284
152576953,284
"(30.4494623500119, -97.62168495500683)",283
152576958,283
"(30.451153550360356, -97.61967895102461)",283
152576962,283
"(30.340936124167914, -97.75606142991896)",118
152576974,118
"(30.436948034035726, -98.00779498162265)",84
152576981,84
"(30.43667303436353, -98.00689897954106)",84
152576983,84
"(30.435982034710456, -98.0060729776413)",84
152576993,84
"(30.167274147950643, -97.74350640902969)",287
152577003,287
"(30.16702114815256, -97.74294040786579)",114
152577009,114
"(30.423543042561544, -97.98633893229082)",342
152577018,342
"(30.424205040570428, -97.99212894567846)",342
152577058,342
"(30.136133170972514, -97.67911627863579)",107
152577069,107
"(30.135948171943475, -97.67591527222504)",107
152577080,107
"(30.29510315236741, -97.67841327287577)",99
152577087,99
"(30.295728152677682, -97.67708727019773)",99
152577092,99
"(30.29745515278737, -97.67600326797054)",99
152577094,99
"(30.298978152682853, -97.67574226739866)",99
152577098,99
"(30.428498055467372, -97.94543383832287)",158
152577113,158
"(30.42797575564929, -97.9450432374575)",158
152577118,158
"(30.428719055763185, -97.94445083608211)",158
152577125,158
"(30.373608092105624, -97.8489476261759)",86
152577136,86
"(30.374514791956454, -97.84910542648484)",86
152577139,86
"(30.263517116540818, -97.80984254571901)",192
152577156,192
"(30.262831116200655, -97.81118354860082)",192
152577167,192
"(30.1635971127202, -97.85702365016282)",52
152577178,52
"(30.162930412375072, -97.8583194530045)",52
152577191,52
"(30.479573031297463, -97.67608576128553)",357
152577204,357
"(30.477525432264063, -97.67350635621162)",357
152577239,357
"(30.36645345649558, -97.96221377900736)",152
152577260,152
"(30.419564648759675, -97.63912639038664)",468
152577292,468
"(30.35586334852155, -97.98947814218768)",104
152577327,104
"(30.356786747949915, -97.99089674544247)",104
152577336,104
"(30.471571080442548, -97.8518136284499)",24
152577359,24
"(30.415907853013827, -97.62539146358937)",468
152577377,468
"(30.417782451708234, -97.62929067114632)",468
152577381,468
"(30.436581199144694, -97.80322962547135)",340
152577392,340
"(30.43768309922086, -97.80256852402091)",340
152577398,340
"(30.35119399127847, -97.85945434987039)",226
152577405,226
"(30.379487118178947, -97.76135063953936)",6
152577418,6
"(30.187920099443375, -97.88964952123628)",130
152577455,130
"(30.18739869944139, -97.8898292216472)",130
152577459,130
"(30.428065132787616, -97.69212829567056)",396
152577473,396
"(30.43513762593728, -97.71309463790244)",294
152577493,294
"(30.18859913260275, -97.7854154960039)",279
152577516,279
"(30.185747132763954, -97.78594049718362)",279
152577520,279
"(30.184768732869927, -97.78595749724424)",279
152577524,279
"(30.410907031461605, -98.02334701916726)",13
152577553,13
"(30.443929953682034, -97.61073353391626)",148
152577564,148
"(30.444284653432227, -97.61148993537054)",148
152577567,148
"(30.444623653201067, -97.61218493670677)",148
152577570,148
"(30.225734534611565, -97.76514805247791)",183
152577587,183
"(30.226152134312194, -97.76597045418437)",183
152577594,183
"(30.227510633272843, -97.76885796018401)",183
152577598,183
"(30.260173130551156, -97.76553845229682)",201
152577608,201
"(30.25793513037802, -97.76694745530837)",201
152577610,201
"(30.257180130316538, -97.76743245634492)",201
152577615,201
"(30.256330130249395, -97.7679714574974)",201
152577617,201
"(30.255113130158193, -97.76872645911297)",1
152577619,1
"(30.156332135270112, -97.78863050357941)",209
152577630,209
"(30.15597413556959, -97.7878025018397)",209
152577663,209
"(30.155627135852107, -97.78702450020589)",209
152577682,209
"(30.15527413615117, -97.78619549846526)",209
152577703,209
"(30.460252144585716, -97.63667418391665)",472
152577738,472
"(30.462703144434904, -97.6361621828082)",472
152577750,472
"(30.463977144517834, -97.63531218108504)",472
152577752,472
"(30.285768517591606, -97.79835742060071)",48
152577761,48
"(30.287620817780876, -97.79706461780029)",48
152577764,48
"(30.2907393187342, -97.79281950870971)",48
152577777,48
"(30.45242243712402, -97.99374454823902)",325
152577783,325
"(30.45236903753625, -97.99251694539223)",325
152577790,325
"(30.434425040353254, -97.98960493940201)",342
152577798,342
"(30.434872091695535, -97.82835257926371)",234
152577805,234
"(30.385754249026437, -97.65253511815486)",181
152577827,181
"(30.179066325059146, -97.8129632547064)",32
152577847,32
"(30.178233225102133, -97.8131241550708)",32
152577849,32
"(30.177469525140918, -97.81327355540887)",32
152577852,32
"(30.17666942517982, -97.81343555577477)",32
152577855,32
"(30.175397725108535, -97.81411465725718)",32
152577857,32
"(30.281942093900465, -97.87508568644124)",481
152577868,481
"(30.28160509368504, -97.87587268818244)",481
152577871,481
"(30.281039093542606, -97.8765096896014)",481
152577874,481
"(30.162225125664232, -97.81704056383332)",495
152577883,495
"(30.206769102440834, -97.87411368648353)",292
152577896,292
"(30.206121802775552, -97.87329888471048)",292
152577900,292
"(30.20591520349238, -97.87115338000517)",195
152577912,195
"(30.218132611512562, -97.49976333177521)",264
152577924,264
"(30.22015301129592, -97.4996234314614)",264
152577931,264
"(30.288130153477358, -97.67742527111751)",329
152577941,329
"(30.29207215372574, -97.67495926605271)",329
152577951,329
"(30.184400126438224, -97.8066726411564)",32
152577957,32
"(30.21482513041478, -97.78284948990517)",324
152577964,324
"(30.360702144985392, -97.67717026815146)",141
152577971,141
"(30.36280814482049, -97.6768792674925)",141
152577995,141
"(30.4675210374459, -97.98805893439912)",81
152578005,81
"(30.18817694209461, -97.75478003187857)",17
152578014,17
"(30.18032032948384, -97.79842992373868)",323
152578022,323
"(30.180694629171185, -97.79929332556135)",323
152578025,323
"(30.181237328466757, -97.8013459299061)",32
152578027,32
"(30.222515507294094, -97.85364714129342)",50
152578038,50
"(30.220538107964156, -97.85223503827497)",50
152578046,50
"(30.1468901233645, -97.82967459130592)",127
152578052,127
"(30.328714637938667, -97.71437004447591)",63
152578068,63
"(30.326215139974867, -97.70841933244205)",479
152578140,479
"(30.328643237877266, -97.71460744496251)",63
152578219,63
"(30.349825119121373, -97.7694934576293)",284
152578226,284
"(30.35066421899098, -97.76960915784159)",284
152578229,284
"(30.202369925945987, -97.80177093026573)",422
152578239,422
"(30.20249842583954, -97.80206513088747)",422
152578242,422
"(30.20330882522572, -97.80373553441721)",422
152578245,422
"(30.49060603992443, -97.97320889909922)",260
152578307,260
"(30.489051040557015, -97.97176489585048)",260
152578318,260
"(30.519352742561118, -97.95582135794298)",185
152578323,185
"(30.18243549860193, -97.89403903109968)",130
152578332,130
"(30.35724105710622, -97.96328788180567)",303
152578340,303
"(30.196188098497192, -97.8897893213343)",130
152578350,130
"(30.374478108519334, -97.79532251111844)",37
152578355,37
"(30.246558095435937, -97.88231870344147)",164
152578361,164
"(30.248853095658205, -97.88085570014822)",271
152578364,271
"(30.23607418612202, -97.58459909068632)",120
152578369,120
"(30.236704186148373, -97.58422808995687)",120
152578372,120
"(30.23732518618168, -97.58383608918747)",120
152578374,120
"(30.237604186201317, -97.58364308880957)",120
152578377,120
"(30.361796157045006, -97.96202927875743)",303
152578389,303
"(30.41245582368131, -97.72990017319131)",33
152578395,33
"(30.41263512357177, -97.73020417380879)",151
152578398,151
"(30.439612492660707, -97.82347096858054)",234
152578405,234
"(30.440308692531623, -97.82364046891553)",234
152578410,234
"(30.18351511851952, -97.83203459551115)",416
152578418,416
"(30.185666117556696, -97.83430560035347)",416
152578443,416
"(30.381663130714795, -97.71802235003851)",470
152578449,470
"(30.385732530582096, -97.71685754750727)",470
152578452,470
"(30.339493111294033, -97.7991465204871)",43
152578460,43
"(30.339615011137983, -97.79961172147019)",43
152578462,43
"(30.349802620450603, -97.76508024840327)",284
152578474,284
"(30.35023512009934, -97.76608545048781)",284
152578476,284
"(30.357684113740724, -97.78436048857151)",212
152578522,212
"(30.480634456326655, -97.58461078199193)",428
152578546,428
"(30.48325395642459, -97.58306077890968)",19
152578551,19
"(30.484580956331975, -97.58280507836311)",19
152578568,19
"(30.448314132700478, -97.68410827869623)",377
152578573,377
"(30.449787433086563, -97.68213877467838)",377
152578587,377
"(30.458154645633726, -97.6337900783393)",472
152578611,472
"(30.45875214560516, -97.63363517801046)",472
152578614,472
"(30.371592752866157, -97.9715516002318)",462
152578627,462
"(30.338564111038117, -97.80032452302014)",43
152578635,43
"(30.43311715145152, -97.6235766593623)",283
152578655,283
"(30.433282051560482, -97.62311015844456)",283
152578658,283
"(30.20136902336661, -97.81036574859101)",239
152578667,239
"(30.200611923283972, -97.8109003497515)",239
152578674,239
"(30.19981742320877, -97.81142435089066)",239
152578680,239
"(30.311107352488833, -97.67144515840575)",429
152578688,429
"(30.229508108858862, -97.84631762517114)",50
152578696,50
"(30.449110750147913, -97.62134385435562)",283
152578701,283
"(30.448545950046178, -97.62196005558121)",283
152578707,283
"(30.285614005029, -97.83875880712786)",125
152578716,125
"(30.285583904893134, -97.83920140808571)",125
152578717,125
"(30.272671245484055, -97.71093433929327)",482
152578725,482
"(30.2733201453176, -97.71124133989848)",482
152578727,482
"(30.155447179368082, -97.64266720571234)",208
152578763,208
"(30.154403479381866, -97.64305110649406)",208
152578766,208
"(30.342593107643108, -97.80991554328945)",335
152578775,335
"(30.384980021678818, -97.74746001046803)",6
152578792,6
"(30.387666063607075, -97.93367581332099)",305
152578800,305
"(30.39038606388334, -97.93193480928538)",305
152578805,305
"(30.13402417141107, -97.67848127741003)",107
152578824,107
"(30.134594171564736, -97.67773527590178)",107
152578827,107
"(30.13522717173005, -97.67692427426239)",107
152578831,107
"(30.13664817267167, -97.67317426672382)",107
152578840,107
"(30.231001702360736, -97.86611856828367)",10
152578849,10
"(30.23115930194764, -97.86734967097541)",10
152578860,10
"(30.19605514801529, -97.73230938521475)",200
152578869,200
"(30.311718972221858, -97.93202511232415)",255
152578874,255
"(30.413076128820485, -97.71198733652585)",488
152578881,488
"(30.414076628528502, -97.71259403772255)",488
152578894,488
"(30.275137614999146, -97.81060284698563)",362
152578914,362
"(30.274823115238924, -97.809944545591)",362
152578917,362
"(30.31971312813764, -97.75093141999045)",395
152578943,395
"(30.320195928175767, -97.75061891932585)",395
152578945,395
"(30.3166583483636, -97.6834595823007)",365
152578958,365
"(30.315868048995632, -97.68159777858669)",365
152578964,365
"(30.144580137923583, -97.78441949496806)",209
152578979,209
"(30.320150147048693, -97.68657928845866)",365
152578987,365
"(30.307660161895406, -97.63997119608504)",466
152578996,466
"(30.30981116130958, -97.64112919829498)",466
152579004,466
"(30.31072216174753, -97.6392001944666)",466
152579006,466
"(30.32661612145322, -97.77052846060408)",186
152579012,186
"(30.327226620662536, -97.77291396558117)",186
152579017,186
"(30.13564912687826, -97.82261157638021)",127
152579023,127
"(30.418229453076055, -97.62416076109314)",468
152579033,468
"(30.41891945310561, -97.62375476027289)",468
152579036,468
"(30.419367053162198, -97.62335595947631)",468
152579045,468
"(30.39567473645291, -97.69257229783165)",331
152579059,331
"(30.3963239354528, -97.69578420429465)",331
152579069,331
"(30.396670835181343, -97.69658590590235)",331
152579073,331
"(30.397537433627097, -97.70162421606996)",331
152579084,331
"(30.400591331499488, -97.70775152839107)",331
152579108,331
"(30.407656928860707, -97.71402104088186)",488
152579139,488
"(30.404079130006693, -97.71150333589033)",488
152579207,488
"(30.403798530241954, -97.71080423447769)",488
152579215,488
"(30.40422813002416, -97.71138333564019)",488
152579224,488
"(30.407357928817053, -97.71429124144443)",488
152579257,488
"(30.210857708971773, -97.85243143896508)",82
152579290,82
"(30.374070047138535, -97.66409654154879)",181
152579303,181
"(30.37503814680929, -97.66485134301664)",181
152579308,181
"(30.37592124655037, -97.66539424406578)",181
152579316,181
"(30.377722146184514, -97.66593124506952)",286
152579317,286
"(30.37829414596665, -97.66645924610091)",286
152579320,286
"(30.37847114586178, -97.66675424668256)",286
152579321,286
"(30.378734145768636, -97.66697224710751)",286
152579323,286
"(30.334737084918736, -97.88517470692521)",485
152579335,485
"(30.329093086176783, -97.8831577026678)",485
152579384,485
"(30.32354308939093, -97.87497768484099)",485
152579441,485
"(30.31214508306658, -97.89856473736423)",119
152579458,119
"(30.313225083442813, -97.89703663393298)",119
152579496,119
"(30.135573125384752, -97.82731658648711)",127
152579510,127
"(30.133136125886576, -97.82660058500151)",127
152579513,127
"(30.132427426056125, -97.82631858441094)",127
152579514,127
"(30.21491212085743, -97.81350755493659)",475
152579519,475
"(30.214058220728045, -97.81422535649355)",475
152579522,475
"(30.20167611647985, -97.83207559513265)",402
152579528,402
"(30.354250948950416, -97.9886974404375)",104
152579536,104
"(30.35305254835602, -97.99083834544327)",104
152579541,104
"(30.27596812171316, -97.78856350017759)",450
152579550,450
"(30.277095120805946, -97.79110010550251)",450
152579553,450
"(30.271118124524204, -97.78119248478811)",450
152579560,450
"(30.386909063125547, -97.9354048172569)",305
152579592,305
"(30.27102811691485, -97.80591853712862)",192
152579599,192
"(30.271526116381136, -97.80745854039313)",362
152579605,362
"(30.271715116240426, -97.80784354120765)",362
152579608,362
"(30.57229153623265, -97.95829506099085)",375
152579615,375
"(30.347147164921967, -97.61229214060533)",156
152579643,156
"(30.347605165313226, -97.6106851374679)",156
152579646,156
"(30.115288190406684, -97.62128416468956)",387
152579655,387
"(30.424880011126476, -97.76766185095792)",207
152579668,207
"(30.425220111107528, -97.76759545080546)",207
152579669,207
"(30.26425013294974, -97.75609713249358)",411
152579676,411
"(30.216153812612422, -97.4965802259744)",264
152579679,264
"(30.222185408775736, -97.50807624699732)",346
152579706,346
"(30.222350409544735, -97.505132941556)",346
152579736,346
"(30.46613213952684, -97.65237221463853)",296
152579745,296
"(30.46613913943487, -97.65269921528576)",296
152579748,296
"(30.300291148460026, -97.68976029552175)",99
152579754,99
"(30.30091174933934, -97.68648718890844)",99
152579758,99
"(30.356926834583035, -98.0302950376291)",140
152579772,140
"(30.364501029590965, -97.72864477242483)",194
152579780,194
"(30.366380128431636, -97.73184537893256)",420
152579796,420
"(30.367128127862596, -97.73348338227463)",420
152579805,420
"(30.227329123417267, -97.80084212761481)",97
152579814,97
"(30.17429031330032, -97.85155413799546)",373
152579830,373
"(30.174867812285047, -97.85450934441218)",373
152579885,373
"(30.43627404020832, -97.98946593900244)",342
152579910,342
"(30.16069317358809, -97.66033224055519)",208
152579921,208
"(30.162007173683087, -97.65947223881419)",208
152579924,208
"(30.39498853471467, -97.69888731062301)",331
152579939,331
"(30.283480107280976, -97.83234359334752)",125
152579948,125
"(30.283841107243617, -97.83233469331697)",125
152579951,125
"(30.359186112861476, -97.78670149345362)",212
152579968,212
"(30.20087601442672, -97.83881460969933)",402
152579982,402
"(30.201755213782857, -97.84052881338351)",442
152579986,442
"(30.202122113508842, -97.84126061495745)",442
152579988,442
"(30.202242012982467, -97.84286941843747)",442
152579992,442
"(30.20169141258486, -97.84430682156625)",442
152579997,442
"(30.203975010807657, -97.8490752318524)",442
152580001,442
"(30.20479851026799, -97.85047663487572)",442
152580004,442
"(30.20602510981351, -97.85147213700749)",442
152580011,442
"(30.280366092732205, -97.87926369568527)",481
152580021,481
"(30.280108392530554, -97.87997889726907)",481
152580023,481
"(30.29133113288643, -97.7459761106513)",497
152580031,497
"(30.29351213269683, -97.7457709101568)",497
152580033,497
"(30.295514332524654, -97.74557620968956)",497
152580038,497
"(30.491959041101687, -97.96916388974464)",260
152580064,260
"(30.49133304124466, -97.96892488922462)",260
152580071,260
"(30.490386641667598, -97.9679281869808)",260
152580078,260
"(30.4450090361299, -97.99903696085826)",84
152580086,84
"(30.181238099474573, -97.89177582611252)",130
152580094,130
"(30.181717098850623, -97.89351922996487)",130
152580116,130
"(30.446961944694632, -97.64199399493437)",404
152580150,404
"(30.44996414482444, -97.64023919135501)",472
152580156,472
"(30.450600144882422, -97.63975719038)",472
152580158,472
"(30.28789310517315, -97.83749560432565)",125
152580180,125
"(30.287454305061804, -97.83800490544007)",125
152580185,125
"(30.383766120090016, -97.7532874226004)",6
152580191,6
"(30.489965042873166, -97.96435487880963)",260
152580200,260
"(30.43787591538359, -97.74823971000781)",318
152580237,318
"(30.438090815402603, -97.74809120969135)",318
152580240,318
"(30.29772515197669, -97.67869327335288)",99
152580258,99
"(30.159117121025215, -97.83271959758154)",214
152580274,214
"(30.157447122245344, -97.82948159064624)",214
152580303,214
"(30.15463112319622, -97.82748758642231)",214
152580320,214
"(30.153858123323865, -97.82735858616294)",214
152580342,214
"(30.249607523174298, -97.79350761142553)",134
152580359,134
"(30.31625125386993, -97.66452034441845)",177
152580402,177
"(30.315913753939, -97.66441914422808)",177
152580405,177
"(30.430238108966837, -97.77287346165186)",207
152580416,207
"(30.162375214859853, -97.85081043666582)",52
152580426,52
"(30.161150114613985, -97.85199463926982)",52
152580435,52
"(30.161055914320045, -97.85293854132551)",52
152580437,52
"(30.137759527546955, -97.81976887023869)",127
152580446,127
"(30.137583727427778, -97.82020527117773)",127
152580449,127
"(30.15211012856478, -97.8114735521736)",30
152580458,30
"(30.224361747641673, -97.72261226455252)",298
152580462,298
"(30.382247050073975, -97.9766179114859)",355
152580465,355
"(30.24435084283794, -97.73089458097422)",95
152580487,95
"(30.243476042774553, -97.73144428212959)",95
152580489,95
"(30.24260804284812, -97.73153458234042)",95
152580499,95
"(30.350645035905618, -98.02829503313846)",190
152580507,190
"(30.42268403607831, -98.00605897816178)",13
152580544,13
"(30.42308203575113, -98.00691398014206)",13
152580547,13
"(30.51336024263488, -97.95753846214362)",185
152580562,185
"(30.511637542143703, -97.95961826697456)",185
152580564,185
"(30.509337341732138, -97.96163527169323)",185
152580565,185
"(30.46424714587553, -97.63027617119425)",472
152580581,472
"(30.435001036468353, -98.00110896610582)",84
152580628,84
"(30.433673036637487, -98.00101096593318)",84
152580631,84
"(30.220466395052018, -97.8922516261414)",163
152580664,163
"(30.219776095132563, -97.89223472612282)",163
152580667,163
"(30.3397520865971, -97.87820069137044)",485
152580677,485
"(30.340437086108683, -97.87950069420936)",485
152580689,485
"(30.214439123967995, -97.80374153413193)",475
152580698,475
"(30.214124123931693, -97.80397153462964)",475
152580700,475
"(30.41868308430186, -97.85808664432196)",142
152580709,142
"(30.41556906501414, -97.92012578171415)",158
152580715,158
"(30.4147230649534, -97.92059578280322)",158
152580717,158
"(30.298073637302938, -97.72857277455662)",220
152580723,220
"(30.29897923736946, -97.72799537334203)",220
152580726,220
"(30.302188537798106, -97.72529606770085)",484
152580731,484
"(30.255872130572122, -97.76708445565629)",201
